resolved_timestamp,type
"2013-05-30 14:12:24+00:00",AT
"2013-05-31 08:07:20+00:00",AT
"2013-05-31 08:29:09+00:00",AT
"2013-05-31 09:23:32+00:00",AT
"2013-05-31 09:55:20+00:00",AT
"2013-05-31 10:27:15+00:00",AT
"2013-05-31 11:19:12+00:00",AT
"2013-05-31 11:22:00+00:00",AT
"2013-05-31 12:04:37+00:00",DEV
"2013-05-31 12:05:19+00:00",DEV
"2013-05-31 12:06:17+00:00",DEV
"2013-05-31 12:06:32+00:00",DEV
"2013-05-31 12:06:45+00:00",DEV
"2013-05-31 12:07:15+00:00",DEV
"2013-05-31 12:07:30+00:00",DEV
"2013-05-31 12:07:41+00:00",DEV
"2013-05-31 12:08:01+00:00",DEV
"2013-05-31 12:08:14+00:00",DEV
"2013-05-31 14:22:17+00:00",AT
"2013-05-31 14:47:39+00:00",AT
"2013-06-02 18:54:46+00:00",AT
"2013-06-02 18:57:27+00:00",AT
"2013-06-03 07:11:22+00:00",AT
"2013-06-03 07:56:11+00:00",AT
"2013-06-03 08:01:54+00:00",AT
"2013-06-03 09:48:29+00:00",AT
"2013-06-03 09:49:40+00:00",AT
"2013-06-03 09:57:29+00:00",DEV
"2013-06-03 10:15:03+00:00",AT
"2013-06-03 10:16:04+00:00",AT
"2013-06-03 10:34:51+00:00",AT
"2013-06-03 10:36:32+00:00",AT
"2013-06-03 10:42:02+00:00",AT
"2013-06-03 10:59:08+00:00",AT
"2013-06-03 11:03:43+00:00",AT
"2013-06-03 11:18:33+00:00",AT
"2013-06-03 11:32:41+00:00",AT
"2013-06-03 11:43:32+00:00",AT
"2013-06-03 11:44:16+00:00",AT
"2013-06-03 12:12:38+00:00",AT
"2013-06-03 12:28:40+00:00",AT
"2013-06-03 12:51:33+00:00",AT
"2013-06-03 14:31:27+00:00",AT
"2013-06-04 07:20:35+00:00",DEV
"2013-06-04 07:50:16+00:00",AT
"2013-06-04 08:30:58+00:00",AT
"2013-06-04 08:48:58+00:00",AT
"2013-06-04 10:39:16+00:00",DEV
"2013-06-04 10:50:15+00:00",AT
"2013-06-04 13:33:15+00:00",AT
"2013-06-04 13:47:51+00:00",PS
"2013-06-04 14:49:29+00:00",AT
"2013-06-04 16:59:18+00:00",AT
"2013-06-04 17:48:25+00:00",AT
"2013-06-05 09:05:25+00:00",AT
"2013-06-05 09:08:36+00:00",PS
"2013-06-05 09:12:05+00:00",AT
"2013-06-05 09:42:32+00:00",AT
"2013-06-05 09:59:35+00:00",AT
"2013-06-05 10:04:34+00:00",AT
"2013-06-05 11:22:14+00:00",AT
"2013-06-05 12:27:22+00:00",AT
"2013-06-05 12:54:48+00:00",AT
"2013-06-05 13:12:27+00:00",AT
"2013-06-05 13:28:56+00:00",AT
"2013-06-05 13:52:19+00:00",AT
"2013-06-05 15:43:58+00:00",AT
"2013-06-06 06:58:34+00:00",AT
"2013-06-06 07:25:28+00:00",AT
"2013-06-06 07:48:56+00:00",AT
"2013-06-06 07:54:19+00:00",AT
"2013-06-06 10:47:05+00:00",AT
"2013-06-06 11:40:59+00:00",AT
"2013-06-06 12:22:42+00:00",AT
"2013-06-06 13:12:13+00:00",AT
"2013-06-06 14:14:38+00:00",AT
"2013-06-06 15:51:17+00:00",AT
"2013-06-06 16:18:09+00:00",AT
"2013-06-07 08:40:41+00:00",AT
"2013-06-07 10:35:43+00:00",AT
"2013-06-07 10:42:50+00:00",AT
"2013-06-07 10:44:03+00:00",PS
"2013-06-07 10:54:31+00:00",AT
"2013-06-07 11:57:09+00:00",AT
"2013-06-07 12:13:28+00:00",PS
"2013-06-07 14:49:15+00:00",AT
"2013-06-07 16:12:18+00:00",AT
"2013-06-10 09:09:51+00:00",AT
"2013-06-10 09:40:55+00:00",AT
"2013-06-10 09:43:34+00:00",AT
"2013-06-10 10:19:04+00:00",DEV
"2013-06-10 10:29:31+00:00",AT
"2013-06-10 14:11:08+00:00",AT
"2013-06-10 15:20:05+00:00",AT
"2013-06-11 05:37:51+00:00",DEV
"2013-06-11 05:49:43+00:00",DEV
"2013-06-11 08:50:50+00:00",AT
"2013-06-11 11:09:05+00:00",AT
"2013-06-12 03:12:47+00:00",AT
"2013-06-12 13:47:53+00:00",PS
"2013-06-13 04:34:43+00:00",PS
"2013-06-13 04:35:00+00:00",PS
"2013-06-13 04:35:23+00:00",PS
"2013-06-13 04:35:36+00:00",PS
"2013-06-13 04:36:22+00:00",PS
"2013-06-13 04:37:21+00:00",PS
"2013-06-13 06:33:43+00:00",PS
"2013-06-13 06:34:11+00:00",PS
"2013-06-13 06:36:35+00:00",PS
"2013-06-13 06:37:42+00:00",PS
"2013-06-13 09:59:57+00:00",PS
"2013-06-13 13:53:03+00:00",AT
"2013-06-13 14:21:53+00:00",PS
"2013-06-13 15:54:11+00:00",AT
"2013-06-13 16:27:39+00:00",PS
"2013-06-13 17:10:13+00:00",PS
"2013-06-14 08:08:58+00:00",DEV
"2013-06-14 13:01:59+00:00",AT
"2013-06-14 14:42:43+00:00",PS
"2013-06-14 17:54:46+00:00",PS
"2013-06-17 11:29:18+00:00",DEV
"2013-06-17 11:29:30+00:00",DEV
"2013-06-17 11:42:36+00:00",DEV
"2013-06-17 12:28:13+00:00",DEV
"2013-06-17 14:52:35+00:00",PS
"2013-06-17 15:00:07+00:00",PS
"2013-06-17 16:34:32+00:00",PS
"2013-06-17 16:56:48+00:00",PS
"2013-06-18 10:28:16+00:00",PS
"2013-06-18 11:53:15+00:00",AT
"2013-06-18 15:53:45+00:00",DEV
"2013-06-18 15:54:43+00:00",DEV
"2013-06-18 16:03:19+00:00",PS
"2013-06-19 11:05:35+00:00",DEV
"2013-06-19 14:49:22+00:00",DEV
"2013-06-19 14:49:36+00:00",DEV
"2013-06-19 14:49:49+00:00",DEV
"2013-06-19 14:52:08+00:00",DEV
"2013-06-19 15:00:55+00:00",DEV
"2013-06-20 07:46:54+00:00",DEV
"2013-06-20 09:02:40+00:00",PS
"2013-06-20 09:04:50+00:00",DEV
"2013-06-20 09:27:18+00:00",DEV
"2013-06-20 09:28:14+00:00",DEV
"2013-06-20 09:30:21+00:00",DEV
"2013-06-20 09:33:11+00:00",DEV
"2013-06-20 09:48:40+00:00",DEV
"2013-06-20 09:53:38+00:00",DEV
"2013-06-20 11:31:39+00:00",DEV
"2013-06-20 12:12:48+00:00",DEV
"2013-06-20 13:09:51+00:00",DEV
"2013-06-20 13:10:45+00:00",DEV
"2013-06-20 13:14:48+00:00",DEV
"2013-06-24 12:09:12+00:00",AT
"2013-06-24 13:24:42+00:00",DEV
"2013-06-26 05:35:54+00:00",DEV
"2013-06-26 14:36:40+00:00",PS
"2013-06-27 05:46:28+00:00",DEV
"2013-06-27 10:40:07+00:00",PS
"2013-06-27 14:48:50+00:00",AT
"2013-06-27 14:48:50+00:00",AT
"2013-06-28 10:31:03+00:00",AT
"2013-07-01 09:24:22+00:00",AT
"2013-07-01 09:26:47+00:00",AT
"2013-07-01 13:31:38+00:00",AT
"2013-07-02 07:44:49+00:00",AT
"2013-07-02 11:38:43+00:00",DEV
"2013-07-02 12:47:39+00:00",AT
"2013-07-02 12:54:28+00:00",AT
"2013-07-02 12:56:03+00:00",AT
"2013-07-02 13:55:10+00:00",PS
"2013-07-04 09:38:58+00:00",AT
"2013-07-04 09:47:04+00:00",PS
"2013-07-04 09:54:24+00:00",PS
"2013-07-04 11:57:10+00:00",DEV
"2013-07-05 07:04:57+00:00",DEV
"2013-07-05 09:06:50+00:00",DEV
"2013-07-08 07:22:07+00:00",DEV
"2013-07-08 07:30:58+00:00",AT
"2013-07-08 08:11:02+00:00",AT
"2013-07-09 08:51:06+00:00",PS
"2013-07-10 11:56:46+00:00",PS
"2013-07-10 13:57:07+00:00",AT
"2013-07-10 13:57:24+00:00",AT
"2013-07-10 14:17:45+00:00",AT
"2013-07-11 08:58:52+00:00",AT
"2013-07-11 11:53:01+00:00",AT
"2013-07-11 13:30:37+00:00",AT
"2013-07-15 08:51:21+00:00",PS
"2013-07-15 09:46:40+00:00",PS
"2013-07-15 10:47:13+00:00",PS
"2013-07-15 11:21:34+00:00",AT
"2013-07-16 08:19:52+00:00",AT
"2013-07-16 12:09:44+00:00",AT
"2013-07-17 09:39:40+00:00",AT
"2013-07-17 10:04:18+00:00",AT
"2013-07-17 10:05:30+00:00",AT
"2013-07-17 10:55:20+00:00",AT
"2013-07-17 11:14:51+00:00",AT
"2013-07-17 11:16:13+00:00",AT
"2013-07-17 12:04:23+00:00",AT
"2013-07-17 12:31:45+00:00",AT
"2013-07-17 12:32:48+00:00",AT
"2013-07-17 12:40:46+00:00",AT
"2013-07-17 14:29:17+00:00",AT
"2013-07-19 09:50:12+00:00",AT
"2013-07-22 09:36:24+00:00",PS
"2013-07-22 09:39:17+00:00",PS
"2013-07-22 13:32:24+00:00",AT
"2013-07-22 13:58:04+00:00",AT
"2013-07-24 07:39:08+00:00",AT
"2013-07-24 07:42:36+00:00",AT
"2013-07-24 11:04:43+00:00",PS
"2013-07-24 12:37:27+00:00",AT
"2013-07-25 08:04:26+00:00",AT
"2013-07-25 08:20:58+00:00",AT
"2013-07-25 09:21:17+00:00",AT
"2013-07-29 10:24:45+00:00",AT
"2013-07-29 11:54:02+00:00",PS
"2013-07-30 07:34:40+00:00",AT
"2013-07-30 07:38:21+00:00",AT
"2013-07-30 08:18:14+00:00",AT
"2013-07-30 10:06:25+00:00",AT
"2013-07-30 11:38:32+00:00",AT
"2013-07-30 14:14:21+00:00",AT
"2013-07-31 08:32:44+00:00",AT
"2013-07-31 10:14:25+00:00",PS
"2013-07-31 13:14:46+00:00",PS
"2013-08-01 08:55:44+00:00",AT
"2013-08-01 10:28:10+00:00",AT
"2013-08-01 11:41:55+00:00",AT
"2013-08-01 11:43:54+00:00",AT
"2013-08-01 12:11:49+00:00",AT
"2013-08-01 12:12:52+00:00",AT
"2013-08-01 14:18:15+00:00",AT
"2013-08-02 08:10:42+00:00",AT
"2013-08-02 12:37:09+00:00",AT
"2013-08-05 07:51:30+00:00",PS
"2013-08-05 12:57:27+00:00",AT
"2013-08-05 16:14:49+00:00",AT
"2013-08-06 07:34:40+00:00",AT
"2013-08-06 08:08:45+00:00",PS
"2013-08-07 09:16:16+00:00",AT
"2013-08-07 09:29:20+00:00",AT
"2013-08-07 09:35:13+00:00",AT
"2013-08-08 14:38:10+00:00",AT
"2013-08-08 14:48:17+00:00",PS
"2013-08-09 07:44:34+00:00",AT
"2013-08-09 09:14:13+00:00",AT
"2013-08-09 13:34:01+00:00",AT
"2013-08-13 07:54:31+00:00",DEV
"2013-08-13 08:24:48+00:00",AT
"2013-08-13 08:32:31+00:00",PS
"2013-08-13 09:19:20+00:00",AT
"2013-08-13 12:16:53+00:00",AT
"2013-08-14 09:07:51+00:00",AT
"2013-08-14 14:08:00+00:00",AT
"2013-08-14 14:15:05+00:00",PS
"2013-08-14 14:22:09+00:00",AT
"2013-08-14 15:16:46+00:00",AT
"2013-08-15 10:41:43+00:00",AT
"2013-08-15 13:51:53+00:00",AT
"2013-08-16 06:22:13+00:00",DEV
"2013-08-16 16:12:26+00:00",AT
"2013-08-19 09:39:36+00:00",AT
"2013-08-19 11:12:28+00:00",DEV
"2013-08-19 11:47:20+00:00",AT
"2013-08-19 12:09:41+00:00",AT
"2013-08-19 14:43:41+00:00",AT
"2013-08-19 15:26:22+00:00",AT
"2013-08-20 08:23:05+00:00",AT
"2013-08-20 10:01:12+00:00",AT
"2013-08-20 10:06:27+00:00",AT
"2013-08-20 10:09:45+00:00",AT
"2013-08-20 11:44:30+00:00",AT
"2013-08-20 14:23:28+00:00",AT
"2013-08-20 14:56:48+00:00",DEV
"2013-08-21 07:54:57+00:00",AT
"2013-08-21 08:06:25+00:00",AT
"2013-08-21 08:09:35+00:00",AT
"2013-08-21 08:14:21+00:00",AT
"2013-08-21 08:29:07+00:00",AT
"2013-08-21 09:06:29+00:00",AT
"2013-08-21 09:44:13+00:00",AT
"2013-08-21 09:51:07+00:00",PS
"2013-08-21 12:29:34+00:00",AT
"2013-08-21 12:35:25+00:00",AT
"2013-08-21 12:37:58+00:00",AT
"2013-08-21 12:40:33+00:00",AT
"2013-08-21 12:52:28+00:00",AT
"2013-08-21 13:52:51+00:00",AT
"2013-08-22 08:28:01+00:00",PS
"2013-08-22 11:53:22+00:00",AT
"2013-08-22 15:38:06+00:00",AT
"2013-08-22 15:42:11+00:00",AT
"2013-08-23 05:52:57+00:00",DEV
"2013-08-23 07:34:22+00:00",DEV
"2013-08-23 07:34:36+00:00",DEV
"2013-08-23 07:35:20+00:00",DEV
"2013-08-23 08:55:08+00:00",PS
"2013-08-23 10:34:45+00:00",AT
"2013-08-23 11:34:18+00:00",AT
"2013-08-23 12:53:18+00:00",PS
"2013-08-23 13:47:17+00:00",AT
"2013-08-26 07:18:54+00:00",DEV
"2013-08-26 07:23:24+00:00",DEV
"2013-08-26 07:41:58+00:00",AT
"2013-08-26 09:29:58+00:00",PS
"2013-08-26 10:17:10+00:00",AT
"2013-08-27 12:08:51+00:00",DEV
"2013-08-28 04:49:16+00:00",DEV
"2013-08-28 04:49:41+00:00",DEV
"2013-08-28 04:49:59+00:00",DEV
"2013-08-28 04:50:15+00:00",DEV
"2013-08-28 04:53:49+00:00",DEV
"2013-08-28 04:54:10+00:00",DEV
"2013-08-28 04:54:35+00:00",DEV
"2013-08-28 06:14:53+00:00",DEV
"2013-08-28 08:55:23+00:00",DEV
"2013-08-29 10:28:46+00:00",DEV
"2013-08-30 14:29:41+00:00",PS
"2013-09-05 14:25:57+00:00",DEV
"2013-09-05 14:26:29+00:00",DEV
"2013-09-05 14:27:30+00:00",DEV
"2013-09-05 14:28:16+00:00",DEV
"2013-09-05 14:28:45+00:00",DEV
"2013-09-05 15:47:26+00:00",PS
"2013-09-06 08:46:32+00:00",DEV
"2013-09-10 09:10:28+00:00",PS
"2013-09-10 09:40:19+00:00",PS
"2013-09-10 09:40:54+00:00",PS
"2013-09-10 09:41:30+00:00",PS
"2013-09-10 09:42:16+00:00",PS
"2013-09-10 09:42:38+00:00",PS
"2013-09-10 09:53:19+00:00",PS
"2013-09-10 10:06:02+00:00",PS
"2013-09-10 13:04:12+00:00",PS
"2013-09-10 15:23:13+00:00",PS
"2013-09-11 11:31:40+00:00",PS
"2013-09-11 11:32:41+00:00",PS
"2013-09-11 15:18:47+00:00",PS
"2013-09-12 09:46:10+00:00",AT
"2013-09-12 12:19:30+00:00",PS
"2013-09-12 13:33:30+00:00",AT
"2013-09-12 14:23:58+00:00",AT
"2013-09-12 14:46:22+00:00",PS
"2013-09-12 15:51:24+00:00",PS
"2013-09-13 12:43:20+00:00",PS
"2013-09-15 21:28:16+00:00",DEV
"2013-09-16 14:00:10+00:00",PS
"2013-09-16 14:04:31+00:00",AT
"2013-09-16 14:31:38+00:00",AT
"2013-09-16 14:35:10+00:00",PS
"2013-09-17 13:37:15+00:00",DEV
"2013-09-18 15:32:09+00:00",PS
"2013-09-18 15:42:08+00:00",PS
"2013-09-19 08:44:13+00:00",AT
"2013-09-19 10:17:31+00:00",PS
"2013-09-19 10:46:27+00:00",AT
"2013-09-19 12:05:05+00:00",PS
"2013-09-20 10:32:35+00:00",PS
"2013-09-20 10:55:42+00:00",AT
"2013-09-20 12:24:40+00:00",PS
"2013-09-20 13:19:45+00:00",AT
"2013-09-23 09:57:41+00:00",AT
"2013-09-23 11:40:15+00:00",DEV
"2013-09-24 10:35:17+00:00",PS
"2013-09-24 10:35:57+00:00",DEV
"2013-09-24 16:01:05+00:00",AT
"2013-09-25 10:39:46+00:00",PS
"2013-09-25 13:54:13+00:00",AT
"2013-09-25 13:57:47+00:00",AT
"2013-09-25 14:00:23+00:00",AT
"2013-09-25 14:06:20+00:00",PS
"2013-09-25 15:07:21+00:00",AT
"2013-09-25 15:27:07+00:00",AT
"2013-09-26 07:35:53+00:00",PS
"2013-09-26 13:22:23+00:00",PS
"2013-09-26 14:25:47+00:00",PS
"2013-09-27 07:26:54+00:00",AT
"2013-09-27 07:41:56+00:00",AT
"2013-09-27 10:46:18+00:00",AT
"2013-09-27 10:51:18+00:00",AT
"2013-09-27 10:56:35+00:00",AT
"2013-09-27 12:46:10+00:00",PS
"2013-09-27 12:57:50+00:00",AT
"2013-09-27 13:26:48+00:00",PS
"2013-09-27 13:28:11+00:00",PS
"2013-09-27 13:49:11+00:00",AT
"2013-09-27 13:57:04+00:00",AT
"2013-09-27 14:21:33+00:00",AT
"2013-09-27 14:25:23+00:00",AT
"2013-09-27 14:31:45+00:00",AT
"2013-09-27 14:34:27+00:00",PS
"2013-09-27 14:35:22+00:00",PS
"2013-09-30 10:02:48+00:00",AT
"2013-09-30 11:59:42+00:00",PS
"2013-09-30 16:13:50+00:00",DEV
"2013-10-01 09:47:39+00:00",AT
"2013-10-01 09:48:51+00:00",PS
"2013-10-01 10:11:48+00:00",PS
"2013-10-01 10:26:51+00:00",AT
"2013-10-01 10:30:09+00:00",PS
"2013-10-01 15:40:31+00:00",AT
"2013-10-03 08:42:07+00:00",AT
"2013-10-03 08:47:23+00:00",AT
"2013-10-03 08:55:21+00:00",AT
"2013-10-03 10:24:43+00:00",AT
"2013-10-03 10:56:42+00:00",PS
"2013-10-03 11:21:24+00:00",AT
"2013-10-03 11:44:05+00:00",AT
"2013-10-03 12:41:35+00:00",AT
"2013-10-03 13:38:54+00:00",AT
"2013-10-04 08:13:50+00:00",AT
"2013-10-04 09:02:18+00:00",AT
"2013-10-04 09:10:48+00:00",AT
"2013-10-04 10:23:33+00:00",AT
"2013-10-04 10:25:32+00:00",AT
"2013-10-04 10:34:56+00:00",AT
"2013-10-04 14:00:49+00:00",AT
"2013-10-04 15:53:55+00:00",AT
"2013-10-05 17:41:47+00:00",PS
"2013-10-07 06:48:35+00:00",AT
"2013-10-07 09:02:23+00:00",AT
"2013-10-07 10:01:41+00:00",AT
"2013-10-07 10:08:36+00:00",AT
"2013-10-07 10:36:11+00:00",AT
"2013-10-07 10:47:24+00:00",AT
"2013-10-07 10:49:33+00:00",PS
"2013-10-07 10:54:57+00:00",PS
"2013-10-07 12:30:44+00:00",AT
"2013-10-07 15:13:57+00:00",PS
"2013-10-07 15:36:07+00:00",AT
"2013-10-07 16:16:32+00:00",AT
"2013-10-07 16:18:57+00:00",AT
"2013-10-07 17:44:39+00:00",AT
"2013-10-08 07:39:01+00:00",AT
"2013-10-08 09:30:39+00:00",AT
"2013-10-08 09:42:48+00:00",AT
"2013-10-08 10:39:46+00:00",AT
"2013-10-08 11:14:52+00:00",AT
"2013-10-08 11:25:15+00:00",DEV
"2013-10-08 11:56:53+00:00",AT
"2013-10-08 14:40:35+00:00",AT
"2013-10-08 14:46:09+00:00",AT
"2013-10-08 14:55:53+00:00",AT
"2013-10-08 16:28:26+00:00",AT
"2013-10-09 07:16:34+00:00",DEV
"2013-10-09 07:47:13+00:00",AT
"2013-10-09 08:27:59+00:00",DEV
"2013-10-09 09:33:44+00:00",DEV
"2013-10-09 09:50:13+00:00",AT
"2013-10-09 09:50:39+00:00",AT
"2013-10-09 10:39:32+00:00",PS
"2013-10-09 10:39:57+00:00",AT
"2013-10-09 10:42:42+00:00",AT
"2013-10-09 10:48:30+00:00",AT
"2013-10-09 10:51:31+00:00",PS
"2013-10-09 10:53:43+00:00",PS
"2013-10-09 11:01:02+00:00",PS
"2013-10-09 11:11:18+00:00",PS
"2013-10-09 11:14:36+00:00",PS
"2013-10-09 11:15:49+00:00",PS
"2013-10-09 12:04:21+00:00",AT
"2013-10-09 13:47:19+00:00",AT
"2013-10-09 13:52:20+00:00",AT
"2013-10-09 13:54:46+00:00",AT
"2013-10-09 14:24:58+00:00",PS
"2013-10-10 05:15:31+00:00",DEV
"2013-10-10 09:39:42+00:00",AT
"2013-10-10 10:21:30+00:00",AT
"2013-10-10 10:24:53+00:00",AT
"2013-10-10 10:29:18+00:00",AT
"2013-10-10 10:53:32+00:00",AT
"2013-10-10 12:38:17+00:00",AT
"2013-10-10 14:32:21+00:00",AT
"2013-10-10 15:34:43+00:00",AT
"2013-10-10 15:36:20+00:00",AT
"2013-10-11 08:27:31+00:00",DEV
"2013-10-11 08:53:58+00:00",AT
"2013-10-11 09:13:15+00:00",AT
"2013-10-11 09:37:28+00:00",PS
"2013-10-11 09:43:37+00:00",AT
"2013-10-11 09:48:57+00:00",AT
"2013-10-11 10:25:27+00:00",AT
"2013-10-11 10:38:59+00:00",AT
"2013-10-11 10:43:56+00:00",AT
"2013-10-11 10:58:26+00:00",PS
"2013-10-11 13:19:42+00:00",AT
"2013-10-11 13:52:27+00:00",AT
"2013-10-11 14:28:47+00:00",PS
"2013-10-14 07:00:23+00:00",DEV
"2013-10-14 07:00:56+00:00",DEV
"2013-10-14 10:39:12+00:00",AT
"2013-10-14 10:56:51+00:00",AT
"2013-10-14 11:15:17+00:00",DEV
"2013-10-14 11:15:48+00:00",DEV
"2013-10-14 11:21:35+00:00",DEV
"2013-10-14 12:30:52+00:00",AT
"2013-10-14 12:39:38+00:00",AT
"2013-10-14 12:55:23+00:00",AT
"2013-10-14 13:41:19+00:00",AT
"2013-10-14 14:08:23+00:00",PS
"2013-10-14 14:46:37+00:00",AT
"2013-10-14 15:06:27+00:00",AT
"2013-10-14 16:48:07+00:00",AT
"2013-10-14 16:49:58+00:00",AT
"2013-10-14 16:53:16+00:00",AT
"2013-10-14 16:54:28+00:00",AT
"2013-10-15 08:53:40+00:00",AT
"2013-10-15 09:43:10+00:00",AT
"2013-10-15 10:11:39+00:00",DEV
"2013-10-15 10:15:07+00:00",AT
"2013-10-15 10:17:04+00:00",PS
"2013-10-15 13:06:05+00:00",AT
"2013-10-15 13:53:24+00:00",AT
"2013-10-15 16:58:09+00:00",AT
"2013-10-16 07:09:32+00:00",AT
"2013-10-16 08:24:39+00:00",AT
"2013-10-16 13:10:37+00:00",AT
"2013-10-16 13:27:53+00:00",AT
"2013-10-16 13:43:15+00:00",AT
"2013-10-16 14:10:28+00:00",AT
"2013-10-16 14:58:35+00:00",AT
"2013-10-17 08:29:11+00:00",DEV
"2013-10-17 10:04:36+00:00",AT
"2013-10-17 10:21:36+00:00",AT
"2013-10-17 10:41:14+00:00",AT
"2013-10-17 11:05:41+00:00",AT
"2013-10-17 13:51:39+00:00",AT
"2013-10-17 13:54:00+00:00",AT
"2013-10-17 13:54:49+00:00",AT
"2013-10-17 14:57:57+00:00",AT
"2013-10-17 15:00:59+00:00",AT
"2013-10-17 15:18:06+00:00",AT
"2013-10-18 12:58:03+00:00",AT
"2013-10-18 13:04:12+00:00",AT
"2013-10-18 13:05:27+00:00",AT
"2013-10-18 13:05:39+00:00",AT
"2013-10-18 13:13:24+00:00",AT
"2013-10-18 14:13:14+00:00",AT
"2013-10-18 14:47:22+00:00",AT
"2013-10-18 14:53:44+00:00",AT
"2013-10-19 17:34:21+00:00",AT
"2013-10-21 09:32:40+00:00",AT
"2013-10-21 10:06:16+00:00",AT
"2013-10-21 13:18:12+00:00",PS
"2013-10-21 13:54:07+00:00",AT
"2013-10-21 14:14:27+00:00",PS
"2013-10-21 15:52:36+00:00",AT
"2013-10-21 16:46:29+00:00",AT
"2013-10-22 08:01:56+00:00",AT
"2013-10-22 08:25:21+00:00",PS
"2013-10-22 08:45:57+00:00",PS
"2013-10-22 09:31:18+00:00",PS
"2013-10-22 09:45:38+00:00",AT
"2013-10-22 09:46:21+00:00",AT
"2013-10-22 09:54:19+00:00",PS
"2013-10-22 13:30:13+00:00",PS
"2013-10-23 10:44:47+00:00",DEV
"2013-10-24 11:20:14+00:00",DEV
"2013-10-24 14:14:31+00:00",PS
"2013-10-25 11:09:33+00:00",DEV
"2013-10-25 13:17:55+00:00",PS
"2013-10-25 13:58:45+00:00",PS
"2013-10-28 09:54:36+00:00",PS
"2013-10-28 14:58:51+00:00",PS
"2013-10-28 15:09:02+00:00",PS
"2013-10-29 12:14:29+00:00",PS
"2013-10-29 14:40:17+00:00",DEV
"2013-10-29 14:43:42+00:00",DEV
"2013-10-29 14:43:57+00:00",DEV
"2013-10-29 14:44:13+00:00",DEV
"2013-10-29 14:44:26+00:00",DEV
"2013-10-29 14:44:42+00:00",DEV
"2013-10-29 14:44:59+00:00",DEV
"2013-10-29 14:45:14+00:00",DEV
"2013-10-29 14:45:34+00:00",DEV
"2013-10-29 22:14:50+00:00",AT
"2013-10-30 11:52:49+00:00",DEV
"2013-11-01 13:40:38+00:00",DEV
"2013-11-04 11:07:31+00:00",AT
"2013-11-05 08:57:46+00:00",DEV
"2013-11-05 14:59:29+00:00",PS
"2013-11-06 16:17:33+00:00",AT
"2013-11-07 14:30:34+00:00",PS
"2013-11-07 14:39:28+00:00",PS
"2013-11-07 14:53:17+00:00",DEV
"2013-11-08 08:25:42+00:00",AT
"2013-11-08 12:07:24+00:00",PS
"2013-11-08 12:15:11+00:00",PS
"2013-11-11 10:23:59+00:00",AT
"2013-11-12 06:41:48+00:00",DEV
"2013-11-12 09:42:46+00:00",AT
"2013-11-12 11:31:05+00:00",DEV
"2013-11-12 11:32:33+00:00",DEV
"2013-11-12 11:32:44+00:00",DEV
"2013-11-12 11:32:54+00:00",DEV
"2013-11-12 11:33:03+00:00",DEV
"2013-11-12 11:33:21+00:00",DEV
"2013-11-12 11:33:32+00:00",DEV
"2013-11-12 11:33:42+00:00",DEV
"2013-11-12 12:12:01+00:00",AT
"2013-11-12 13:24:52+00:00",AT
"2013-11-13 09:13:46+00:00",PS
"2013-11-13 12:41:58+00:00",PS
"2013-11-13 12:56:45+00:00",AT
"2013-11-13 12:59:41+00:00",AT
"2013-11-14 07:22:21+00:00",PS
"2013-11-14 09:44:59+00:00",PS
"2013-11-14 09:59:46+00:00",AT
"2013-11-14 10:35:51+00:00",PS
"2013-11-14 11:06:31+00:00",PS
"2013-11-15 00:51:44+00:00",PS
"2013-11-15 07:21:50+00:00",AT
"2013-11-15 07:44:20+00:00",AT
"2013-11-15 10:57:01+00:00",DEV
"2013-11-15 11:33:26+00:00",AT
"2013-11-15 11:40:18+00:00",AT
"2013-11-15 11:49:26+00:00",PS
"2013-11-15 13:36:37+00:00",AT
"2013-11-15 13:53:23+00:00",AT
"2013-11-15 15:28:28+00:00",PS
"2013-11-15 15:29:17+00:00",PS
"2013-11-15 15:29:48+00:00",PS
"2013-11-15 15:30:49+00:00",PS
"2013-11-18 08:22:15+00:00",AT
"2013-11-18 08:22:31+00:00",AT
"2013-11-18 08:38:28+00:00",PS
"2013-11-18 13:39:51+00:00",PS
"2013-11-18 13:51:41+00:00",PS
"2013-11-18 14:48:19+00:00",PS
"2013-11-19 08:21:34+00:00",AT
"2013-11-19 08:28:04+00:00",AT
"2013-11-19 08:38:18+00:00",PS
"2013-11-19 09:42:27+00:00",AT
"2013-11-19 09:43:56+00:00",PS
"2013-11-19 10:19:03+00:00",PS
"2013-11-19 11:10:51+00:00",PS
"2013-11-19 11:12:49+00:00",AT
"2013-11-19 11:58:07+00:00",AT
"2013-11-19 12:18:28+00:00",AT
"2013-11-19 13:38:43+00:00",AT
"2013-11-19 13:46:55+00:00",AT
"2013-11-20 06:40:51+00:00",AT
"2013-11-20 06:43:12+00:00",AT
"2013-11-20 10:02:30+00:00",AT
"2013-11-20 10:07:58+00:00",PS
"2013-11-20 10:14:01+00:00",AT
"2013-11-20 11:52:06+00:00",AT
"2013-11-20 11:53:20+00:00",AT
"2013-11-20 13:09:17+00:00",DEV
"2013-11-20 13:39:03+00:00",AT
"2013-11-20 13:39:58+00:00",AT
"2013-11-20 14:28:09+00:00",AT
"2013-11-21 08:17:08+00:00",AT
"2013-11-21 08:20:51+00:00",AT
"2013-11-21 08:55:12+00:00",AT
"2013-11-21 08:57:58+00:00",AT
"2013-11-21 09:26:48+00:00",AT
