Workload,Worklet,Phase,Load Level,Performance,Transactions/sec,Input Generation Time,Successful Time,Sum Average Watts,Watts_1,Volts_1,Amps_1,Uncert_1,PF_1
CPU,SHA256,Measurement,60,2459.538963,2459.493614,0.481,2059.399,223.282222,223.282222,230.965436,0.991511,0.005601,0.975067
CPU,SHA256,Measurement,58,2366.215173,2366.194967,0.461,1957.541,219.570794,219.570794,230.76194,0.976155,0.005672,0.974812
CPU,SHA256,Measurement,56,2289.88004,2289.855918,0.445,1876.817,215.937698,215.937698,230.39694,0.961726,0.005742,0.974595
CPU,SHA256,Measurement,54,2216.00486,2215.986144,0.431,1794.522,212.365952,212.365952,230.515678,0.945682,0.005816,0.974233
CPU,SHA256,Measurement,52,2137.836412,2137.809068,0.416,1714.768,208.764127,208.764127,230.629631,0.92958,0.005893,0.973812
CPU,SHA256,Measurement,50,2048.923778,2048.908075,0.403,1628.260,205.118175,205.118175,230.539971,0.914007,0.005972,0.9735
CPU,SHA256,Measurement,48,1970.521393,1970.507835,0.391,1553.830,201.11119,201.11119,230.496136,0.896656,0.006063,0.973119
CPU,SHA256,Measurement,46,1881.451921,1881.441982,0.376,1471.321,197.348492,197.348492,230.350921,0.880768,0.006151,0.972766
CPU,SHA256,Measurement,44,1800.062515,1800.047108,0.364,1397.968,193.650635,193.650635,230.319956,0.864748,0.006242,0.972361
CPU,SHA256,Measurement,42,1724.347466,1724.334529,0.356,1333.241,189.969524,189.969524,230.113315,0.849413,0.002597,0.971956
CPU,SHA256,Measurement,40,1640.407171,1640.391281,0.345,1260.027,186.189841,186.189841,229.851955,0.83392,0.002602,0.971421
CPU,SHA256,Measurement,38,1555.429896,1555.410854,0.337,1189.528,182.757143,182.757143,229.585511,0.819834,0.002606,0.971023
CPU,SHA256,Measurement,36,1471.577355,1471.557765,0.327,1124.934,178.357302,178.357302,229.390525,0.801614,0.002615,0.970007
CPU,SHA256,Measurement,34,1395.440874,1395.433625,0.318,1064.559,174.632857,174.632857,229.330042,0.785931,0.002625,0.968971
CPU,SHA256,Measurement,32,1310.152497,1310.128404,0.310,1001.593,170.856587,170.856587,229.269486,0.770082,0.002636,0.967768
CPU,SHA256,Measurement,30,1232.029904,1232.021766,0.303,945.144,167.138571,167.138571,229.092196,0.754922,0.002648,0.966452
CPU,SHA256,Measurement,28,1150.17805,1150.169077,0.294,888.510,162.936508,162.936508,229.161252,0.737085,0.002664,0.964676
CPU,SHA256,Measurement,26,1063.110384,1063.101438,0.287,826.299,158.637937,158.637937,229.23829,0.718853,0.002682,0.962717
CPU,SHA256,Measurement,24,983.368234,983.363955,0.277,770.309,154.614048,154.614048,229.430759,0.701613,0.0027,0.960561
CPU,SHA256,Measurement,22,899.814743,899.796769,0.265,713.562,150.538413,150.538413,229.352992,0.684639,0.003119,0.958751
CPU,SHA256,Measurement,20,817.622974,817.617821,0.254,656.029,146.384286,146.384286,229.198209,0.667529,0.003766,0.95684
CPU,SHA256,Measurement,18,741.01883,741.013741,0.243,602.736,142.541667,142.541667,229.238933,0.651193,0.003852,0.954919
CPU,SHA256,Measurement,16,653.064579,653.061039,0.224,541.374,137.818095,137.818095,229.039648,0.63165,0.003943,0.952667
CPU,SHA256,Measurement,14,576.571515,576.440904,0.209,486.914,133.732063,133.732063,228.944007,0.614656,0.004028,0.950368
CPU,SHA256,Measurement,12,490.810417,490.796866,0.189,422.912,129.068095,129.068095,229.312428,0.594248,0.004133,0.947209
CPU,SHA256,Measurement,10,410.932691,410.929001,0.161,361.543,124.638413,124.638413,229.049674,0.576423,0.00424,0.944054
CPU,SHA256,Measurement,8,329.487002,329.484904,0.137,297.506,119.76254,119.76254,229.22995,0.556021,0.004371,0.939671
CPU,SHA256,Measurement,6,244.200424,244.19857,0.106,226.461,114.63119,114.63119,229.276024,0.535008,0.004521,0.934551
CPU,SHA256,Measurement,4,163.098714,163.097874,0.074,156.915,108.894206,108.894206,229.365661,0.511628,0.004706,0.927972
CPU,SHA256,Measurement,2,82.034972,82.032754,0.041,81.993,102.06,102.06,229.00268,0.484902,0.004952,0.919122
