feature;sd
RES_USE_INET6;1
SM_CONF_MSG;9
USEGETCONFATTR;3
MIME7TO8_OLD;3
SM_CONF_GETOPT;3
SPT_PSSTRINGS;3
_FFR_NODELAYDSN_ON_HOLD;2
HASSETRESGID;5
SHM_R;1
MAXHDRSLEN;1
BSD4_3;6
MAXNAMLEN;1
ENOBUFS;5
MAXBADCOMMANDS;4
USE_LDAP_INIT;8
MAP_REGEX;3
SSL_OP_NO_TLSv1;1
lint;18
LDAP_API_VERSION;1
LDAP_URL_ERR_BADENCLOSURE;1
NKPDE;1
LA_INT;3
_PATH_LOCTMP;1
SM_CONF_UID_GID;3
_FFR_GETHBN_ExFILE;2
__DragonFly__;2
_POSIX_SOURCE;2
_BSDI_VERSION;4
EUSERS;2
MAP_NSD;3
__bool_true_false_are_defined;1
apollo;3
SFS_USTAT;4
SASL_SEC_NOPLAINTEXT;1
GET_IPOPT_DST;1
_ILS_MACROS;1
SIGCHLD;1
SFS_STATFS;2
SSL_OP_LEGACY_SERVER_CONNECT;1
TCP_CORK;4
INT_MAX;1
NI_WITHSCOPEID;1
__clang__;1
SUN_SIMPLIFIED_LDAP;3
TIOCNOTTY;1
LDAP_URL_ERR_BADSCOPE;1
SM_CONF_SYSEXITS_H;3
T_A;1
DEC_OSF_BROKEN_GETPWENT;2
_FFR_IGNORE_EXT_ON_HELO;7
HESIOD_INTERFACES;1
SSL_OP_PKCS1_CHECK_1;1
VENDOR_CODE;3
CI_LAST;8
_FFR_SKIP_DOMAINS;4
OLD_SESSION_TIMEOUT;1
isascii;1
S_IWGRP;1
UNIXWARE2;1
_FFR_DEPRECATE_MAILER_FLAG_I;3
BOGUS_O_EXCL;4
minor;1
NDBM;17
LA_ALPHAOSF;1
QUAD_MAX;1
SL_FUDGE;1
SPT_BUFSIZE;1
_FFR_ADDR_TYPE_MODES;5
S_ISFIFO;1
S_ISVTX;1
sony_news;8
ARBPTR_T;2
SUN_DEFAULT_VALUES;2
IN6ADDRSZ;1
SM_CHECK_ENSURE;2
SMFI_PROT_VERSION;1
_FFR_LDAP_NETWORK_TIMEOUT;5
LOG_EMERG;1
_FFR_LOCAL_DAEMON;4
SM_CONF_SYSLOG_INT;2
