guard;line;td
#ifdef __cplusplus;210;1
#ifndef SLAPD_COMP_MATCH;14;1
#ifdef SLAPD_COMP_MATCH;17;1
#ifndef _crl_h_;2;1
#ifdef __cplusplus;4;1
#ifdef _WIN32;7;1
#ifdef __cplusplus;188;1
#ifndef SLAPD_COMP_MATCH;13;1
#if SLAPD_COMP_MATCH == SLAPD_MOD_DYNAMIC;613;2
#ifdef SLAPD_OVER_DENYOP;2;1
#if SLAPD_OVER_DENYOP == SLAPD_MOD_DYNAMIC;168;2
#ifdef SLAPD_OVER_DUPENT;2;1
#if SLAPD_OVER_DUPENT == SLAPD_MOD_DYNAMIC;355;2
#if SLAPD_OVER_DUPENT == SLAPD_MOD_DYNAMIC;375;2
#ifndef SLAPD_MOD_KINIT;2;1
#ifdef SLAPD_MOD_KINIT;5;1
#if SLAPD_MOD_KINIT == SLAPD_MOD_DYNAMIC;201;2
#ifdef SLAPD_OVER_LASTBIND;2;1
#if SLAPD_OVER_LASTBIND == SLAPD_MOD_DYNAMIC;179;2
#ifdef SLAPD_OVER_LASTMOD;2;1
#if SLAPD_OVER_LASTMOD == SLAPD_MOD_DYNAMIC;743;2
#ifdef SLAPD_OVER_NOOPSRCH;2;1
#ifdef NOOPSRCH_DEBUG;51;1
#ifdef NOOPSRCH_DEBUG;67;1
#ifdef SLAP_CONFIG_DELETE;153;1
#if SLAPD_OVER_NOOPSRCH == SLAPD_MOD_DYNAMIC;161;2
#if SLAPD_OVER_NOOPSRCH == SLAPD_MOD_DYNAMIC;173;2
#ifdef SLAPD_OVER_NOPS;2;1
#if SLAPD_OVER_NOPS == SLAPD_MOD_DYNAMIC;99;2
#if SLAPD_OVER_NOPS == SLAPD_MOD_DYNAMIC;108;2
#ifndef STRICT_GROUPS;60;1
#ifndef __STRING;34;1
#ifdef __STDC__;35;1
#ifdef DEBUG_PROT;4;1
#ifdef DEBUG_PROT_DUMP;11;1
#ifdef HAVE_STDINT_H;12;1
#ifdef HAVE_STDINT_H;2;1
#ifndef ETIME;17;1
#ifdef DEBUG_TIO_STATS;34;1
#ifdef DEBUG_TIO_STATS;92;1
