guard;line;td
#ifdef DEBUG_READ;504;1
#if !defined(lint) && !defined(SCCSID);2;2
#ifdef HAVE_VIS_H;17;1
#ifdef GDB_411_HACK;730;1
#if defined(HAVE_GETPW_R_POSIX) || defined(HAVE_GETPW_R_DRAFT);1214;2
#if defined(HAVE_GETPW_R_POSIX) || defined(HAVE_GETPW_R_DRAFT);1226;2
#ifdef WIDECHAR;1263;1
#if defined(FIONREAD);1473;1
#elif defined(F_SETFL) && defined(O_NDELAY);1480;2
#if !defined(lint) && !defined(SCCSID);2;2
#ifdef DEBUG_REFRESH;22;1
#ifdef notyet;116;1
#if notyet;136;1
#ifdef DEBUG_REFRESH;194;1
#ifdef notyet;241;1
#ifdef DEBUG_REFRESH;427;1
#if !defined(lint) && !defined(SCCSID);2;2
#if defined(REGEX);9;1
#elif defined(REGEXP);11;1
#ifdef REGEXP;36;1
#ifdef WIDECHAR;45;1
#if defined (REGEX);48;1
#elif defined (REGEXP);51;1
#if defined(REGEX);60;1
#elif defined(REGEXP);69;1
#ifdef SDEBUG;87;1
#ifdef SDEBUG;109;1
#ifdef ANCHOR;141;1
#ifdef ANCHOR;267;1
#ifdef ANCHOR;338;1
#ifdef ANCHOR;356;1
#ifdef ANCHOR;372;1
#ifdef ANCHOR;399;1
#ifdef SDEBUG;432;1
#if !defined(lint) && !defined(SCCSID);2;2
#ifdef HAVE_SYS_CDEFS_H;3;1
#if !defined(__attribute__) && (defined(__cplusplus) || !defined(__GNUC__) || __GNUC__ == 2 && __GNUC_MINOR__ < 8);6;4
#ifndef __BEGIN_DECLS;9;1
# ifdef __cplusplus;10;1
#ifndef public;18;1
#ifndef private;21;1
#ifndef protected;24;1
#ifndef __arraycount;27;1
#ifndef HAVE_STRLCAT;31;1
#ifndef HAVE_STRLCPY;35;1
#ifndef HAVE_FGETLN;39;1
#ifdef __linux__;43;1
#ifndef _GNU_SOURCE;44;1
#ifndef __USE_XOPEN;48;1
#ifndef HAVE_WCSDUP;53;1
#ifndef _DIAGASSERT;56;1
#ifndef __RCSID;59;1
#ifndef HAVE_U_INT32_T;62;1
#ifndef SIZE_T_MAX;65;1
#if defined(__sun);70;1
#if !HAVE_DECL_TGOTO;78;1
#ifdef notdef;81;1
# ifdef __GNUC__;85;1
# ifdef SABER;107;1
#if !defined(lint) && !defined(SCCSID);2;2
#ifdef HAVE_TERMCAP_H;15;1
#ifdef HAVE_CURSES_H;19;1
#elif HAVE_NCURSES_H;21;1
#if defined(HAVE_TERM_H) && !defined(__sun);24;2
#ifdef _REENTRANT;29;1
#ifdef _REENTRANT;153;1
#ifdef DEBUG_SCREEN;179;1
#ifdef DEBUG_SCREEN;360;1
#ifdef WIDECHAR;373;1
#ifdef DEBUG_SCREEN;417;1
#ifdef WIDECHAR;441;1
#ifdef WIDECHAR;484;1
#ifdef DEBUG_SCREEN;490;1
#ifdef WIDECHAR;497;1
#ifdef WIDECHAR;515;1
#ifdef DEBUG_EDIT;535;1
#ifdef DEBUG_SCREEN;541;1
#ifdef DEBUG_EDIT;566;1
#ifdef DEBUG_SCREEN;572;1
#ifdef TIOCGWINSZ;711;1
#ifdef TIOCGSIZE;722;1
#ifdef _REENTRANT;909;1
#ifdef _REENTRANT;914;1
#if !defined(lint) && !defined(SCCSID);2;2
#if !defined(lint) && !defined(SCCSID);2;2
#ifdef VERASE;80;1
#ifdef VERASE2;84;1
#ifdef VKILL;88;1
#ifdef VKILL2;92;1
#ifdef VEOF;96;1
#ifdef VWERASE;100;1
#ifdef VREPRINT;104;1
#ifdef VLNEXT;108;1
#ifdef IGNBRK;116;1
#ifdef BRKINT;119;1
#ifdef IGNPAR;122;1
#ifdef PARMRK;125;1
#ifdef INPCK;128;1
#ifdef ISTRIP;131;1
#ifdef INLCR;134;1
#ifdef IGNCR;137;1
#ifdef ICRNL;140;1
#ifdef IUCLC;143;1
#ifdef IXON;146;1
#ifdef IXANY;149;1
#ifdef IXOFF;152;1
#ifdef IMAXBEL;155;1
#ifdef OPOST;158;1
#ifdef OLCUC;161;1
#ifdef ONLCR;164;1
#ifdef OCRNL;167;1
#ifdef ONOCR;170;1
#ifdef ONOEOT;173;1
#ifdef ONLRET;176;1
#ifdef OFILL;179;1
#ifdef OFDEL;182;1
#ifdef NLDLY;185;1
#ifdef CRDLY;188;1
#ifdef TABDLY;191;1
#ifdef XTABS;194;1
#ifdef BSDLY;197;1
#ifdef VTDLY;200;1
#ifdef FFDLY;203;1
#ifdef PAGEOUT;206;1
#ifdef WRAP;209;1
#ifdef CIGNORE;212;1
#ifdef CBAUD;215;1
#ifdef CSTOPB;218;1
#ifdef CREAD;221;1
#ifdef PARENB;224;1
#ifdef PARODD;227;1
#ifdef HUPCL;230;1
#ifdef CLOCAL;233;1
#ifdef LOBLK;236;1
#ifdef CIBAUD;239;1
#ifdef CRTSCTS;242;1
#ifdef CCTS_OFLOW;243;1
#ifdef CRTS_IFLOW;249;1
#ifdef CDTRCTS;252;1
#ifdef MDMBUF;255;1
#ifdef RCV1EN;258;1
#ifdef XMT1EN;261;1
#ifdef ISIG;264;1
#ifdef ICANON;267;1
#ifdef XCASE;270;1
#ifdef ECHO;273;1
#ifdef ECHOE;276;1
#ifdef ECHOK;279;1
#ifdef ECHONL;282;1
#ifdef NOFLSH;285;1
#ifdef TOSTOP;288;1
#ifdef ECHOCTL;291;1
#ifdef ECHOPRT;294;1
#ifdef ECHOKE;297;1
#ifdef DEFECHO;300;1
#ifdef FLUSHO;303;1
#ifdef PENDIN;306;1
#ifdef IEXTEN;309;1
#ifdef NOKERNINFO;312;1
#ifdef ALTWERASE;315;1
#ifdef EXTPROC;318;1
#if defined(VINTR);321;1
#if defined(VQUIT);324;1
#if defined(VERASE);327;1
#if defined(VKILL);330;1
#if defined(VEOF);333;1
#if defined(VEOL);336;1
#if defined(VEOL2);339;1
#if defined(VSWTCH);342;1
#if defined(VDSWTCH);345;1
#if defined(VERASE2);348;1
#if defined(VSTART);351;1
#if defined(VSTOP);354;1
#if defined(VWERASE);357;1
#if defined(VSUSP);360;1
#if defined(VDSUSP);363;1
#if defined(VREPRINT);366;1
#if defined(VDISCARD);369;1
#if defined(VLNEXT);372;1
#if defined(VSTATUS);375;1
#if defined(VPAGE);378;1
#if defined(VPGOFF);381;1
#if defined(VKILL2);384;1
#if defined(VBRK);387;1
#if defined(VMIN);390;1
#if defined(VTIME);393;1
#ifdef DEBUG_TTY;432;1
#ifdef DEBUG_TTY;439;1
#ifdef DEBUG_TTY;475;1
#ifdef VINTR;520;1
#ifdef VQUIT;524;1
#ifdef VERASE;528;1
#ifdef VKILL;532;1
#ifdef VEOF;536;1
#ifdef VEOL;540;1
#ifdef VEOL2;544;1
#ifdef VSWTCH;548;1
#ifdef VDSWTCH;552;1
#ifdef VERASE2;556;1
#ifdef VSTART;560;1
#ifdef VSTOP;564;1
#ifdef VWERASE;568;1
#ifdef VSUSP;572;1
#ifdef VDSUSP;576;1
#ifdef VREPRINT;580;1
#ifdef VDISCARD;584;1
#ifdef VLNEXT;588;1
#ifdef VSTATUS;592;1
#ifdef VPAGE;596;1
#ifdef VPGOFF;600;1
#ifdef VKILL2;604;1
#ifdef VMIN;608;1
#ifdef VTIME;612;1
#ifdef VINTR;623;1
#ifdef VQUIT;626;1
#ifdef VERASE;629;1
#ifdef VKILL;632;1
#ifdef VEOF;635;1
#ifdef VEOL;638;1
#ifdef VEOL2;641;1
#ifdef VSWTCH;644;1
#ifdef VDSWTCH;647;1
#ifdef VERASE2;650;1
#ifdef VSTART;653;1
#ifdef VSTOP;656;1
#ifdef VWERASE;659;1
#ifdef VSUSP;662;1
#ifdef VDSUSP;665;1
#ifdef VREPRINT;668;1
#ifdef VDISCARD;671;1
#ifdef VLNEXT;674;1
#ifdef VSTATUS;677;1
#ifdef VPAGE;680;1
#ifdef VPGOFF;683;1
#ifdef VKILL2;686;1
#ifdef VMIN;689;1
#ifdef VTIME;692;1
#ifdef VINTR;699;1
#ifdef VQUIT;702;1
#ifdef VERASE;705;1
#ifdef VKILL;708;1
#ifdef VEOF;711;1
#ifdef VEOL;714;1
#ifdef VEOL2;717;1
#ifdef VSWTCH;720;1
#ifdef VDSWTCH;723;1
#ifdef VERASE2;726;1
#ifdef VSTART;729;1
#ifdef VSTOP;732;1
#ifdef VWERASE;735;1
#ifdef VSUSP;738;1
#ifdef VDSUSP;741;1
#ifdef VREPRINT;744;1
#ifdef VDISCARD;747;1
#ifdef VLNEXT;750;1
#ifdef VSTATUS;753;1
#ifdef VPAGE;756;1
#ifdef VPGOFF;759;1
#ifdef VKILL2;762;1
#ifdef VMIN;765;1
#ifdef VTIME;768;1
#ifdef DEBUG_TTY;816;1
#ifdef DEBUG_TTY;924;1
#ifdef DEBUG_TTY;941;1
#ifdef DEBUG_TTY;966;1
#ifdef DEBUG_TTY;981;1
#ifdef DEBUG_TTY;1121;1
#ifdef notyet;1130;1
# if defined(VWERSE) && !defined(VWERASE);8;2
# if defined(VDISCRD) && !defined(VDISCARD);11;2
# if defined(VFLUSHO) && !defined(VDISCARD);14;2
# if defined(VSTRT) && !defined(VSTART);17;2
# if defined(VSTAT) && !defined(VSTATUS);20;2
# ifndef ONLRET;23;1
# ifndef TAB3;26;1
# ifdef OXTABS;27;1
# if defined(OXTABS) && !defined(XTABS);33;2
# ifndef ONLCR;36;1
# ifndef IEXTEN;39;1
# ifndef ECHOCTL;42;1
# ifndef PARENB;45;1
# ifndef EXTPROC;48;1
# ifndef FLUSHO;51;1
# if defined(VDISABLE) && !defined(_POSIX_VDISABLE);54;2
# ifdef ISC;57;1
# if defined(IEXTEN) && defined(XCASE);58;2
# if IEXTEN == XCASE;59;2
# if defined(IEXTEN) && !defined(XCASE);64;2
#if defined(convex) || defined(__convex__);70;2
# if defined(IEXTEN) && IEXTEN != 0;71;1
#ifdef __SVR4;76;1
#ifndef _POSIX_VDISABLE;79;1
#if !defined(CREPRINT) && defined(CRPRNT);82;2
#if !defined(CDISCARD) && defined(CFLUSH);85;2
#ifndef CINTR;88;1
#ifndef CQUIT;91;1
#ifndef CERASE;94;1
#ifndef CKILL;97;1
#ifndef CEOF;100;1
#ifndef CEOL;103;1
#ifndef CEOL2;106;1
#ifndef CSWTCH;109;1
