guard;line;td
#ifdef __cplusplus;27;1
#ifdef __cplusplus;6;1
#ifdef __cplusplus;14;1
#ifdef __cplusplus;4;1
#ifdef __cplusplus;45;1
#ifdef __cplusplus;7;1
#ifdef __cplusplus;30;1
#ifdef __cplusplus;8;1
#ifdef __cplusplus;59;1
#ifdef __cplusplus;8;1
#ifdef __cplusplus;104;1
#if defined(SVN_FS__TRAIL_DEBUG);12;1
#if SVN_BDB_HAS_DB_INCOMPLETE;102;1
#if defined(SVN_FS__TRAIL_DEBUG);164;1
#ifdef __cplusplus;3;1
#ifdef __cplusplus;34;1
#ifdef __cplusplus;10;1
#ifdef __cplusplus;79;1
#ifdef __cplusplus;3;1
#ifdef __cplusplus;10;1
#ifdef SVN_DEBUG_CACHE_DUMP_STATS;94;1
#ifdef SVN_DEBUG;120;1
#ifdef SVN_DEBUG_CACHE_DUMP_STATS;141;1
#ifdef __cplusplus;6;1
#ifdef __cplusplus;177;1
#ifdef __cplusplus;14;1
#if APR_HAS_THREADS && !defined(WIN32);79;2
#ifdef __cplusplus;185;1
#ifndef SVN_FS_FS_DEFAULT_MAX_FILES_PER_DIR;45;1
#ifdef ESTALE;1186;1
#ifdef __linux__;2105;1
#ifdef SVN_DEBUG;5579;1
#ifdef __cplusplus;4;1
#ifdef __cplusplus;41;1
#if MAX_KEY_SIZE > SVN_FS__TXN_MAX_LEN;8;2
#ifdef __cplusplus;5;1
#ifdef __cplusplus;12;1
#ifdef __cplusplus;3;1
#ifdef __cplusplus;39;1
#ifndef WIN32;37;1
#ifdef __cplusplus;5;1
#ifdef __cplusplus;44;1
#if SVN_UNALIGNED_ACCESS_IS_OK;147;1
#if SVN_UNALIGNED_ACCESS_IS_OK;158;1
#ifdef __cplusplus;4;1
#ifdef __cplusplus;36;1
#ifdef __cplusplus;4;1
#ifdef __cplusplus;13;1
#ifdef __cplusplus;5;1
#ifdef __cplusplus;20;1
#ifdef SVN_LIBSVN_CLIENT_LINKS_RA_SVN;38;1
#ifdef SVN_LIBSVN_CLIENT_LINKS_RA_LOCAL;46;1
#ifdef SVN_LIBSVN_CLIENT_LINKS_RA_SERF;54;1
#if defined(SVN_USE_DSO) && APR_HAS_DSO;70;2
#ifdef CHOOSABLE_DAV_MODULE;169;1
#ifdef CHOOSABLE_DAV_MODULE;247;1
#ifdef CHOOSABLE_DAV_MODULE;286;1
#ifndef SVN_LIBSVN_CLIENT_LINKS_RA_NEON;1190;1
#ifndef SVN_LIBSVN_CLIENT_LINKS_RA_SVN;1199;1
#ifndef SVN_LIBSVN_CLIENT_LINKS_RA_LOCAL;1208;1
#ifndef SVN_LIBSVN_CLIENT_LINKS_RA_SERF;1217;1
#ifdef __cplusplus;5;1
#ifdef __cplusplus;345;1
#if ! defined(NAME) || ! defined(DESCRIPTION) || ! defined(VTBL)     || ! defined(INITFUNC) || ! defined(COMPAT_INITFUNC);8;5
#ifdef __cplusplus;9;1
#ifdef __cplusplus;29;1
#ifdef SVN_DEBUG;332;1
#ifndef SVN_LIBSVN_CLIENT_LINKS_RA_LOCAL;1290;1
#ifdef __cplusplus;5;1
#ifdef __cplusplus;29;1
#ifdef SVN_DAV_SEND_VTXN_NAME;857;1
#ifdef SVN_DEBUG;162;1
#ifdef __cplusplus;18;1
#if defined(SVN_DEBUG);787;1
#ifdef __cplusplus;790;1
#ifdef SVN_DEBUG;400;1
#ifdef NOT_USED_YET;142;1
#ifndef XML_STATUS_OK;23;1
#ifndef XML_VERSION_AT_LEAST;27;1
#ifdef EXPAT_HAS_STOPPARSER;1813;1
#ifdef EXPAT_HAS_STOPPARSER;1826;1
#ifdef EXPAT_HAS_STOPPARSER;1839;1
#ifdef SVN_DEBUG;24;1
#ifdef SVN_DEBUG;503;1
#ifdef SVN_HAVE_SASL;27;1
#if APR_HAVE_IPV6;70;1
#ifdef MAX_SECS_TO_LINGER;71;1
#ifdef MAX_SECS_TO_LINGER;89;1
#ifdef WIN32;345;1
#ifdef SVN_HAVE_SASL;462;1
#ifdef SVN_HAVE_SASL;2107;1
#if APR_HAS_RANDOM;80;1
#ifdef SVN_HAVE_SASL;2;1
#if APR_HAS_THREADS;29;1
#if APR_HAS_THREADS;102;1
#ifdef apr_set_os_error;112;1
#ifdef apr_get_os_error;120;1
#ifdef SVN_HAVE_SASL;40;1
#ifdef SVN_ERR__TRACING;1869;1
#ifdef __cplusplus;3;1
#ifdef SVN_HAVE_SASL;31;1
#ifdef __cplusplus;109;1
#ifdef WIN32;201;1
#ifdef USE_EV2_IMPL;522;1
#ifndef USE_EV2_IMPL;568;1
#ifdef SVN_DEBUG_CRASH_AT_REPOS_OPEN;1187;1
#ifdef __cplusplus;6;1
#ifdef __cplusplus;146;1
#if APR_HAS_THREADS;21;1
#if APR_HAS_THREADS;33;1
#if defined(SVN_HAVE_GNOME_KEYRING) || defined(SVN_HAVE_KWALLET);286;2
#if defined(SVN_HAVE_GPG_AGENT);341;1
#ifdef SVN_HAVE_KEYCHAIN_SERVICES;348;1
#if defined(WIN32) && !defined(__MINGW32__);360;2
#ifdef __cplusplus;3;1
#ifdef __cplusplus;13;1
#ifdef SVN_DEBUG_CACHE_MEMBUFFER;23;1
#ifdef SVN_DEBUG_CACHE_MEMBUFFER;103;1
#if APR_HAS_THREADS;131;1
#if APR_HAS_THREADS;141;1
#if APR_HAS_THREADS;154;1
#if APR_HAS_THREADS;181;1
#if APR_HAS_THREADS;192;1
#if APR_SIZEOF_VOIDP > 4;500;1
#if APR_HAS_THREADS;563;1
#ifdef SVN_DEBUG_CACHE_MEMBUFFER;614;1
#ifdef SVN_DEBUG_CACHE_MEMBUFFER;630;1
#ifdef SVN_DEBUG_CACHE_MEMBUFFER;693;1
#ifdef SVN_DEBUG_CACHE_MEMBUFFER;758;1
#ifdef SVN_DEBUG_CACHE_MEMBUFFER;813;1
#ifdef SVN_DEBUG_CACHE_MEMBUFFER;841;1
#ifdef SVN_DEBUG_CACHE_MEMBUFFER;877;1
#ifdef SVN_DEBUG_CACHE_MEMBUFFER;1202;1
#ifdef SVN_HAVE_MEMCACHE;9;1
#ifdef SVN_HAVE_MEMCACHE;392;1
#ifdef SVN_DEBUG;42;1
#ifdef SVN_DEBUG;79;1
#ifdef SVN_DEBUG;100;1
#ifdef __cplusplus;4;1
#ifdef __cplusplus;51;1
#if APR_HAS_THREADS;10;1
#ifndef WIN32;4;1
#ifndef WIN32;49;1
#ifndef WIN32;65;1
#ifdef WIN32;68;1
#if _MSC_VER < 1400;69;1
#ifdef SVN_USE_WIN32_CRASHHANDLER;81;1
#if _MSC_VER >= 1400;83;1
#ifdef SVN_HAVE_GNOME_KEYRING;431;1
#ifdef WIN32;684;1
#ifdef SVN_CLIENT_EDITOR;714;1
#ifdef WIN32;58;1
#ifdef WIN32;100;1
#ifdef WIN32;118;1
#ifdef WIN32;158;1
#ifdef __HAIKU__;14;1
#ifdef WIN32;248;1
#elif defined(__HAIKU__);255;1
#ifndef SVN_DISABLE_PLAINTEXT_PASSWORD_STORAGE;633;1
#ifndef SVN_DISABLE_PLAINTEXT_PASSWORD_STORAGE;641;1
#ifndef SVN_DISABLE_PLAINTEXT_PASSWORD_STORAGE;660;1
#ifndef SVN_DISABLE_PLAINTEXT_PASSWORD_STORAGE;684;1
#ifndef SVN_DISABLE_PLAINTEXT_PASSWORD_STORAGE;734;1
#ifndef SVN_DISABLE_PLAINTEXT_PASSWORD_STORAGE;780;1
#ifdef SVN_HAVE_KEYCHAIN_SERVICES;827;1
#elif defined(WIN32) && !defined(__MINGW32__);829;2
#ifdef SVN_HAVE_KWALLET;836;1
#ifdef WIN32;1015;1
#elif defined(__HAIKU__);1022;1
#ifdef __cplusplus;11;1
#ifdef WIN32;34;1
#ifdef WIN32;53;1
#elif defined __HAIKU__;55;1
#ifdef __cplusplus;68;1
#ifdef WIN32;2;1
#ifdef SVN_HAVE_CRYPTO;2;1
#ifdef SVN_HAVE_CRYPTO;13;1
#ifdef SVN_HAVE_CRYPTO;22;1
#ifdef SVN_HAVE_CRYPTO;91;1
#ifdef SVN_HAVE_CRYPTO;101;1
#ifdef SVN_HAVE_CRYPTO;139;1
#ifdef SVN_HAVE_CRYPTO;250;1
#ifdef SVN_HAVE_CRYPTO;332;1
#ifdef SVN_HAVE_CRYPTO;429;1
#if APR_HAS_RANDOM;6;1
#if defined(APU_HAVE_CRYPTO) && APU_HAVE_CRYPTO;7;1
#ifdef __cplusplus;13;1
#ifdef __cplusplus;57;1
#ifndef SVN_DBG__PROTOTYPES;7;1
#ifdef SVN_DEBUG;77;1
#ifdef SVN_DISABLE_FULL_VERSION_MATCH;995;1
#if defined(WIN32) || defined(__CYGWIN__) || defined(__OS2__);17;3
#if '/' != SVN_PATH_LOCAL_SEPARATOR;30;1
#ifdef SVN_USE_DOS_PATHS;60;1
#ifdef SVN_USE_DOS_PATHS;92;1
#ifdef SVN_USE_DOS_PATHS;135;1
#ifdef SVN_USE_DOS_PATHS;279;1
#ifdef SVN_USE_DOS_PATHS;284;1
#ifdef SVN_USE_DOS_PATHS;316;1
#ifdef SVN_USE_DOS_PATHS;344;1
#ifdef SVN_USE_DOS_PATHS;449;1
#ifdef SVN_USE_DOS_PATHS;468;1
#ifdef SVN_USE_DOS_PATHS;492;1
#ifdef SVN_USE_DOS_PATHS;502;1
#ifdef SVN_USE_DOS_PATHS;529;1
#if '/' != SVN_PATH_LOCAL_SEPARATOR;559;1
#ifdef SVN_USE_DOS_PATHS;579;1
#ifdef __CYGWIN__;599;1
#ifdef SVN_USE_DOS_PATHS;632;1
#ifdef SVN_USE_DOS_PATHS;658;1
#ifdef SVN_USE_DOS_PATHS;688;1
#ifdef SVN_USE_DOS_PATHS;708;1
#ifdef SVN_USE_DOS_PATHS;723;1
#ifdef SVN_USE_DOS_PATHS;812;1
#ifdef SVN_USE_DOS_PATHS;1036;1
