guard;line;td
#ifdef TRUE;30;1
#ifdef FALSE;33;1
#ifdef HAVE_ATTR_ATTRIBUTES_H;14;1
#ifdef HAVE_FAM_H;17;1
#ifndef MAP_FAILED;21;1
#ifndef O_LARGEFILE;24;1
#ifndef HAVE_LSTAT;27;1
#ifdef HAVE_FAM_H;33;1
#ifdef DEBUG_STAT_CACHE;40;1
#ifdef HAVE_FAM_H;53;1
#ifdef DEBUG_STAT_CACHE;56;1
#ifdef HAVE_FAM_H;77;1
#ifdef HAVE_FAM_H;104;1
#ifdef HAVE_XATTR;124;1
#ifdef HAVE_FAM_H;147;1
#ifdef HAVE_LSTAT;206;1
#ifdef HAVE_FAM_H;220;1
#ifdef DEBUG_STAT_CACHE;231;1
#ifdef DEBUG_STAT_CACHE;242;1
#ifdef DEBUG_STAT_CACHE;248;1
#ifdef DEBUG_STAT_CACHE;264;1
#ifdef HAVE_FAM_H;272;1
#ifdef DEBUG_STAT_CACHE;310;1
#ifdef DEBUG_STAT_CACHE;316;1
#ifdef HAVE_LSTAT;333;1
#ifdef DEBUG_STAT_CACHE;337;1
#ifdef DEBUG_STAT_CACHE;352;1
#ifdef DEBUG_STAT_CACHE;357;1
#ifdef DEBUG_STAT_CACHE;363;1
#ifdef HAVE_XATTR;376;1
#ifdef HAVE_FAM_H;397;1
#ifdef DEBUG_STAT_CACHE;459;1
#ifdef DEBUG_STAT_CACHE;466;1
#ifndef O_BINARY;7;1
#ifdef HAVE_MMAP;12;1
#elif defined __WIN32;14;1
#ifdef HAVE_MMAP;23;1
#elif defined __WIN32;32;1
#ifdef HAVE_MMAP;64;1
#elif defined(__WIN32);66;1
#ifdef __WIN32;3;1
#ifndef MAP_FAILED;13;1
#ifdef __WIN32;3;1
#ifdef HAVE_VERSION_H;3;1
#ifdef HAVE_CONFIG_H;1;1
#ifdef HAVE_FASTCGI_FASTCGI_H;4;1
#ifdef HAVE_CONFIG_H;1;1
#ifdef HAVE_FASTCGI_FASTCGI_H;4;1
