branch;line;nd
#if USE_GTKSPELL;4750;1
#if USE_GPGME;4768;1
#ifndef G_OS_WIN32;4776;1
#if USE_GTKSPELL;4780;1
#if USE_GTKSPELL;5028;2
#if USE_GTKSPELL;5270;1
#ifdef G_OS_WIN32;5578;1
#ifdef G_OS_WIN32;5596;1
#else;5610;1
#ifdef G_OS_WIN32;5629;1
#ifdef G_OS_WIN32;5676;1
#ifdef G_OS_WIN32;5681;1
#else;5684;1
#ifdef G_OS_WIN32;5706;1
#else;5710;1
#if 0;5841;1
#ifdef G_OS_WIN32;6267;1
#else;6270;1
#ifdef G_OS_WIN32;6278;1
#else;6280;1
#if USE_GPGME;6442;1
#if 0;6469;1
#if 0;6625;1
#if USE_GPGME;6644;1
#if USE_GTKSPELL;6672;1
#ifdef HAVE_CONFIG_H;1;1
#ifdef HAVE_CONFIG_H;1;1
#if 0;92;1
#ifdef HAVE_CONFIG_H;1;1
#ifdef HAVE_CONFIG_H;1;1
#ifdef USE_JPILOT;4;1
#ifdef USE_JPILOT;3;1
#ifdef HAVE_CONFIG_H;1;1
#ifdef USE_LDAP;4;1
#ifdef USE_LDAP;3;1
#ifdef HAVE_CONFIG_H;1;1
#ifdef USE_LDAP;4;1
#ifdef USE_LDAP;3;1
#ifdef HAVE_CONFIG_H;1;1
#if !GTK_CHECK_VERSION(2, 10, 0) && defined(GDK_WINDOWING_X11);3;3
#if !GTK_CHECK_VERSION(2, 10, 0) && defined(GDK_WINDOWING_X11);5;2
#ifdef HAVE_CONFIG_H;1;1
#ifdef G_OS_WIN32;9;1
#if GTK_CHECK_VERSION(2, 8, 0);39;1
#ifdef G_OS_WIN32;44;1
#if GTK_CHECK_VERSION(2, 8, 0);153;1
#ifdef G_OS_WIN32;195;1
#ifdef G_OS_WIN32;200;1
#if !GTK_CHECK_VERSION(2, 8, 0);237;1
#if !GTK_CHECK_VERSION(2, 8, 0);265;1
#if GTK_CHECK_VERSION(2, 8, 0);386;2
#ifdef G_OS_WIN32;421;1
#if GTK_CHECK_VERSION(2, 12, 0);306;1
#if GTK_CHECK_VERSION(2, 14, 0);318;1
#if GTK_CHECK_VERSION(2, 6, 0);332;1
#else;335;1
#ifdef G_OS_WIN32;2027;1
#else;2036;1
#ifdef G_OS_WIN32;2728;1
#if 0;14;1
#if 0;100;1
#ifdef __cplusplus;5;1
#ifdef __cplusplus;29;1
#ifdef HAVE_CONFIG_H;1;1
#ifdef G_OS_WIN32;12;1
#ifdef G_OS_WIN32;66;1
#elif defined(__APPLE__);83;1
#else;101;1
#if 0;239;1
#ifdef G_OS_WIN32;271;1
#ifdef G_OS_WIN32;280;1
#if GTK_CHECK_VERSION(2, 6, 0);438;1
#else;442;1
#if GTK_CHECK_VERSION(2, 8, 0) && !GTK_CHECK_VERSION(2, 10, 0);547;1
#else;549;1
#if USE_XIM;587;1
#ifdef G_OS_WIN32;765;1
#ifdef HAVE_CONFIG_H;3;1
#ifdef HAVE_CONFIG_H;1;1
#if HAVE_LIBCOMPFACE;20;1
#if 0;30;1
#if HAVE_LIBCOMPFACE;37;1
#ifdef G_OS_WIN32;129;1
#ifdef G_OS_WIN32;143;1
#if HAVE_LIBCOMPFACE;154;1
#if HAVE_LIBCOMPFACE;200;1
#if HAVE_LIBCOMPFACE;204;1
#if GTK_CHECK_VERSION(2, 12, 0);257;1
