feature;sd
WITH_CSV_STORAGE_ENGINE;1
__convex__;1
TEST_IPV6;4
FIONREAD_IN_SYS_IOCTL;1
UNIV_MATERIALIZE;5
PFS_MAX_SOCKET_CLASS;1
SIZE_T_MAX;2
FTS_OPTIMIZE_DEBUG;4
DBTUP_FIXALLOC_CPP;1
__sparc;4
ndb_api_crash_on_complex_blob_abort;1
EVDNS_MAIN;1
ALLOW_LINESEPARATOR_IN_STRINGS;1
MCL_FUTURE;1
NDB_WITHOUT_COLUMN_FORMAT;5
pthread_sigmask;1
_AIX52;4
__unix__;1
HAVE_SCHED_GET_PRIORITY_MIN;1
EILSEQ;2
__SCO_VERSION__;1
UINT32_MAX;2
I_S_PAGE_TYPE_UNKNOWN;1
HAVE_MALLOC_INFO;3
HAVE_CHARSET_cp852;4
CRPRNT;1
NO_EMULATED_JAM;7
TAOCRYPT_WIN32_AVAILABLE;1
FLT_ROUNDS;1
HAVE_CHARSET_tis620;3
EXIT_SUCCESS;6
HAVE_ARPA_INET_H;2
JTIE_JNI_INT_T;1
SIGBREAK;2
BACKSLASH_MBTAIL;5
TEST_PARSER;1
PAGE_ATOMIC_REF_COUNT;12
DBTUP_BUFFER_CPP;1
__sparcv9;7
POSTINC;1
PRINT_ONLY;3
CLOCK_SGI_CYCLE;2
HAVE_CHARSET_cp866;4
USE_ONE_SIGNAL_HAND;18
F_SETFL;2
UNIV_STATS_DEBUG;2
__OS2__;1
ZUTIL_H;1
ANCHOR;6
NOT_YET_READY_FOR_8_BYTE_POINTERS;1
CHARBITS;1
HAVE_NBTOOL_CONFIG_H;4
HAVE_DEC_3_2_THREADS;7
HAVE_SYS_IPC_H;1
HAVE_GETRLIMIT;4
WORD64_IS_DISTINCT_TYPE;1
protected;1
AUTHENTICATION_WIN;2
_OPENSSL_Applink;1
timersub;1
__s390x__;3
ENABLE_WHEN_BINLOG_WILL_BE_ABLE_TO_PREPARE;1
PFS_MAX_FILE_HANDLE;1
thread_safe_increment;1
DISABLE_TAO_ASM;1
_REENTRANT;8
private;1
VMIN;6
GTEST_HAS_DEATH_TEST;3
__SMALL__;1
TRUE;5
ENABLED_LOCAL_INFILE;1
TARGET_OS_MAC;1
LATER_WL2333;2
HAVE_PREAD;19
my_atomic_rwlock_init;1
SIZEOF_SHORT;1
NOT_YET_FREE_EXTENT;3
UNIV_DDL_DEBUG;3
MAP_ANONYMOUS;1
NOT_ANYMORE;1
NI_MAXSERV;1
PAGE_ZIP_DIR_SLOT_MASK;2
DBTUP_ROUTINES_CPP;1
CANT_BE_USED_AS_MEMORY_IS_FREED;1
MAP_NOSYNC;1
HAVE_PTHREAD_SET_SCHEDPARAM;1
REC_STATUS_NODE_PTR;1
LF_BACKOFF;1
NDB_NO_WAIT_SETUP;2
HAVE_GETEUID;1
ETIME;2
HAVE_LINK_H;1
ZEXPORT;1
PAGE_ZIP_SSIZE_MAX;1
ENABLE_NLS;3
HAVE_FTIME;3
FASTEST;13
EXTPROC;2
NO_GCP;3
NOT_YET_WORKING;2
ndb_mt_hpp;1
__GXX_EXPERIMENTAL_CXX0X__;1
DO_SHA_ASM;3
WE_WANT_TO_SUPPORT_VERY_OLD_FRM_FILES;1
YYERROR_VERBOSE;22
EXTRA_DBUG;1
OS_CODE;1
DONT_MAP_VIO;1
longlong_defined;1
__RENAME;1
HAVE_STDDEF_H;3
HAVE_GETTIMEOFDAY;8
VERBOSE;12
WRAP;1
PRINT_SCHEMA_RESTART;2
GCC_VERSION;6
CTRL;2
HAVE_NETINET_IN6_H;2
_DEBUG;1
HP_MULTINATIONAL_CHAR;1
HAVE___PROGNAME;2
DBTUX_SCAN_CPP;1
__SIZE_TYPE__;3
RISCOS;1
PFS_MAX_FILE_CLASS;1
RECV_SCAN_SIZE;1
NDB_TCP_TRANSPORTER;7
ONLY_SHOW_ONE_WAIT;2
PARSER_DEBUG;1
LOG_AUTHPRIV;1
DEBUG_MINVER;1
FLEXINT_H;2
TO_BE_REMOVED;5
ARRAY_CHUNK_GUARD;7
SIGIO;2
HRT_USE_CLOCK_GETTIME;13
UNIV_WORD_SIZE;14
ASMINF;2
YYPRINT;6
HAVE_HTONLL;3
__GLIBC_MINOR__;1
h_errno;1
EOVERFLOW;1
RUN_NDB_BINLOG_TIMER;8
HAVE_PTHREAD_CONDATTR_SETCLOCK;2
TEST_SPLIT;1
HAVE_VALGRIND;3
YYTYPE_UINT16;3
OS_MAP_ANON;2
UNIV_LOG_ARCHIVE;87
UNIV_SYNC_DEBUG;217
SAFE_STATISTICS;2
verbose;1
SIGXCPU;4
__x86_64;4
SCO;7
_POSIX_PTHREAD_SEMANTICS;1
DBTUP_DEBUG_CPP;1
FORCE_PRIMARY_KEY;1
LOCK_GAP;2
NOT_YET_IMPLEMENTED;1
YASSL_LOG;4
HAVE_ASM_TERMBITS_H;1
YYENABLE_NLS;3
IPTOS_THROUGHPUT;1
size_t;3
HAVE_SIGWAIT;3
__WIN__REMOVE_OBSOLETE_WORKAROUND;1
pyr;1
VREPRINT;7
__attribute__;6
HAVE_IEEEFP_H;4
ENABLE_SASL_PWDB;3
HAVE_SYS_TYPES_H;7
SIZEOF_CHARP;18
__INTEL_COMPILER;14
USING_SECOND_APPROACH;1
HAVE_INITGROUPS;3
YYTYPE_INT16;3
YY_SKIP_YYWRAP;2
_SYS_TREE_H_;2
TERMIO;1
STACK_DIRECTION;3
DISABLE_PSI_COND;1
HAVE_WEAK_SYMBOL;1
PSI_COND_CALL;1
PTHREAD_ADAPTIVE_MUTEX_INITIALIZER_NP;4
USE_SUN_PREFETCH;2
SAFE_UB;3
HAVE_DIRECTIO;1
HAVE_SYS_PRCTL_H;1
NOT_YET_UNDO_FREE_EXTENT;3
DBTUP_STORE_PROC_DEF_CPP;1
USE_SYS_STL;14
DBTUX_GEN_CPP;1
HAVE_SIGIGNORE;1
ll2str;1
PAGE_MAX_TRX_ID;1
EXPECTED_OPTIONS;1
applec;1
_GNU_SOURCE;9
HAVE_FNMATCH_H;1
DISABLE_PSI_SOCKET;1
__amiga__;2
double2ulonglong;1
YYLTYPE_IS_TRIVIAL;2
UNIV_LINUX;6
__MACH__;7
HAVE_STRINGS_H;2
__CYGWIN__;6
__DECCXX;3
USE_ORIG_REGEX_CODE;2
M_I86MM;1
HAVE_LONGJMP;1
HAVE_PSI_SOCKET_INTERFACE;57
UNIV_DEBUG_PRINT;4
HAVE_CLOSE_SERVER_SOCK;1
MCL_CURRENT;5
EXTRA_HEAP_DEBUG;3
CRTS_IFLOW;1
EINTR;1
_MSC_VER;146
HRT_REALTIME_METHOD;26
NDB_THD_BINLOG_QUERY_HAS_DIRECT;1
HAVE_purify;41
HAVE_BSS_START;2
O_NDELAY;4
VEOF;7
NDBJTIE_USE_WRAPPED_VARIANT_FOR_CONST_OVERLOADED_FUNCTION;14
USE_GCOV;2
HAVE_READ_REAL_TIME;2
HAVE_PSI_THREAD_INTERFACE;19
HAVE_IB_GCC_ATOMIC_BUILTINS_64;1
SSL_ERROR_WANT_ACCEPT;1
KEYCACHE_TIMEOUT;3
__QNXNTO__;1
NO_vsnprintf;3
HAVE_STDINT_H;5
NOT_YET_UNDO_ALLOC_EXTENT;7
HAVE_PTHREAD_MUTEXATTR_INIT;1
SSL_VARS_NOT_STATIC;1
__STRICT_ANSI__;1
HAVE_ATOMIC_BUILTINS;57
MACOS;1
VALGRIND;4
HAVE_IDENTITY_FUNCS;2
HAVE_SCHED_GETCPU;1
DBTUP_GEN_CPP;1
LOBLK;1
thread_safe_add;1
EPROTO;1
HAVE_CHARSET_keybcs2;4
HAVE_CHARSET_sjis;3
__TRACE_SERIALIZATION;7
PSI_STAGE_CALL;1
_AIX;16
USEBCOPY;1
DNS_USE_OPENSSL_FOR_ID;4
__hpux__;1
__TURBOC__;4
NO_GZIP;3
short;3
NON_DISABLED_GTID;9
FSP_EXTENT_SIZE_MAX;1
__USE_XOPEN;1
