feature;sd
LDAP_OPT_DEBUG_LEVEL;2
RTLD_PARENT;1
ZEND_FAST_RET;1
SIGABRT;1
ENOLINK;1
HAVE___INT8_LIBZIP;2
bit_uint4korr;1
CURLVERSION_SECOND;1
COMPILE_DL_READLINE;4
L64;4
SIGCONT;1
__midl;1
PHP_CLI_WIN32_NO_CONSOLE;8
ER_NET_PACKETS_OUT_OF_ORDER;1
SIGTTOU;1
MSG_FORMAT_QUOTE_APOS;6
APSTUDIO_READONLY_SYMBOLS;1
CDF_DEBUG;15
ER_TOO_BIG_FIELDLENGTH;1
NATIVE_ZOS;1
HAVE_MYSQLI_GET_CHARSET;3
FAR;1
F_SETFD;2
OPENSSL_NO_AES;2
_STRING_ARCH_unaligned;1
SIGTHAW;1
MYSQL_UNIX_ADDR;3
HAVE_IPV6;63
G0;1
SIGALRM;1
ZEND_GCC_VERSION;8
uint8_t;1
ENODEV;1
__64BIT__;1
M_LOG2E;1
STATIC_IMAXDIV;1
OS2;3
PHP_ROUND_HALF_ODD;1
__vax__;2
uint32;1
SIGHUP;1
SIGWINCH;1
HAVE_IBASE;5
HAVE_MYSQL;2
ER_NULL_COLUMN_IN_INDEX;1
ER_IPSOCK_ERROR;1
RTLD_GROUP;1
HAVE_SELECT;3
USHRT_MAX;2
TEST;8
HAVE_ST_RDEV;4
SIZEOF_PTRDIFF_T;11
DB_VERSION_MINOR;5
HAVE_SQLDATASOURCES;4
BROKEN_MSSQL_PCONNECTS;5
HAVE_GMTIME;2
SQLITE_EXTERN;1
REDEBUG;6
DNS_T_NAPTR;1
HAVE_STRCASESTR;1
YYSTACK_USE_ALLOCA;4
SOCK_RDM;1
LINK_SIZE;6
HAVE_SQLTYPES_H;1
ER_QUERY_INTERRUPTED;1
ZEND_INCLUDE_FULL_WINDOWS_HEADERS;1
USE_WARNING_REDUNDANT_NESTED_REPEAT_OPERATOR;1
DEBUG;24
sun;3
ECONNRESET;1
ERA_D_T_FMT;2
PHP_AP_DEBUG;2
HAVE_GETPWNAM_R;7
F_OK;2
HAVE_CLI0CLI_H;1
EL2NSYNC;1
CASE_FOLD_IS_APPLIED_INSIDE_NEGATIVE_CCLASS;3
uint32_t;1
NDBM_INCLUDE_FILE;1
ONIG_ENCODING_ISO_8859_15;1
__BUILTIN_VA_ARG_INCR;2
__STDC_LIMIT_MACROS;2
DBVERSION_72;1
ONIG_DEBUG_PARSE_TREE;4
WHEN_SUPPORTED_BY_MYSQLI;5
M_SQRTPI;1
BITS_IN_JSAMPLE;5
PF_INET;2
MYSQL_OPT_COMPRESS;1
ER_ILLEGAL_REFERENCE;1
HAVE_MYSQL_ERRNO;4
