branch;line;nd
#ifndef _O_BINARY;11;1
#ifdef G_OS_WIN32;17;1
#if G_BYTE_ORDER == G_LITTLE_ENDIAN;244;1
#else;247;1
#if 0;27;1
#if 0;38;1
#if 0;44;1
#if 0;104;1
#ifdef HAVE_UNISTD_H;5;1
#ifdef HAVE_UNISTD_H;5;1
#ifdef HAVE_UNISTD_H;6;1
#ifndef _O_BINARY;10;1
#ifdef G_OS_WIN32;15;1
#ifdef DEBUG_CONTAINER;9;1
#else;11;1
#ifdef G_OS_WIN32;6;1
#if defined (HAVE_FINITE);8;1
#elif defined (HAVE_ISFINITE);10;1
#elif defined (G_OS_WIN32);12;1
#else;14;1
#ifdef HAVE_UNISTD_H;4;1
#ifdef G_OS_WIN32;10;1
#if defined (HAVE_FINITE);26;1
#elif defined (HAVE_ISFINITE);28;1
#elif defined (G_OS_WIN32);30;1
#else;32;1
#ifdef GIMP_UNSTABLE;361;1
#ifdef GIMP_UNSTABLE;404;1
#if 0;1272;1
#if 0;383;1
#if 0;465;1
#if 0;538;1
#if 0;894;1
#if 0;912;1
#if 0;35;1
#if 1;79;1
#else;83;1
#if 0;100;1
#if 0;121;1
#else;125;1
#if 0;154;1
#else;158;1
#if 1;594;1
#else;602;1
#ifndef _MSC_VER;885;1
#else;889;1
#if 0;1105;1
#else;1198;1
#if 0;2782;1
#if 0;2817;1
#ifdef DEBUG_IMAGE_UNDO;347;1
#ifdef DEBUG_IMAGE_UNDO;359;1
#ifdef DEBUG_IMAGE_UNDO;376;1
#ifdef DEBUG_IMAGE_UNDO;387;1
#ifdef DEBUG;48;1
#else;50;1
#ifdef GIMP_UNSTABLE;481;1
#ifdef GIMP_UNSTABLE;107;1
#else;109;1
#if 0;582;1
#if 0;1393;1
#ifdef G_ENABLE_DEBUG;3;1
#else;23;1
#ifdef DEBUG_MEMSIZE;280;1
#ifdef DEBUG_MEMSIZE;296;1
#ifdef HAVE_UNISTD_H;7;1
#ifndef _O_BINARY;10;1
#ifdef G_OS_WIN32;16;1
#ifdef HAVE_UNISTD_H;5;1
#ifdef HAVE_UNISTD_H;3;1
#ifdef G_OS_WIN32;7;1
#ifdef HAVE_UNISTD_H;7;1
#ifdef G_OS_WIN32;13;1
#ifndef _O_BINARY;16;1
#if 0;27;1
#if 0;38;1
#if 0;44;1
#if 0;104;1
#ifdef PREVIEW_CACHE_DEBUG;59;1
#ifdef PREVIEW_CACHE_DEBUG;80;1
#ifdef PREVIEW_CACHE_DEBUG;87;1
#ifdef PREVIEW_CACHE_DEBUG;103;1
#ifdef PREVIEW_CACHE_DEBUG;114;1
#ifdef PREVIEW_CACHE_DEBUG;130;1
#ifdef PREVIEW_CACHE_DEBUG;140;1
#ifdef PREVIEW_CACHE_DEBUG;158;1
#ifdef PREVIEW_CACHE_DEBUG;192;1
#if 0;36;1
#if 0;344;1
#if DEBUG_GIMP_TAG_CACHE;200;1
#ifdef GIMP_UNSTABLE;5;1
#else;8;1
#ifdef HAVE_UNISTD_H;3;1
#ifdef G_OS_WIN32;9;1
#ifdef GIMP_UNSTABLE;43;1
#ifdef GIMP_UNSTABLE;99;1
#ifdef GIMP_UNSTABLE;140;1
#else;142;1
#ifdef GIMP_UNSTABLE;437;1
#ifdef GIMP_CONFIG_DEBUG;155;1
#ifdef GIMP_CONFIG_DEBUG;163;1
#ifdef HAVE_ISO_CODES;898;1
#ifndef GDK_WINDOWING_QUARTZ;971;1
#ifdef ENABLE_MP;1177;1
#else;1179;1
#ifdef ENABLE_MP;1194;1
#ifdef HAVE_ISO_CODES;1223;1
#if 0;458;1
#if 0;466;1
#if 0;138;1
#ifdef GDK_WINDOWING_QUARTZ;1028;1
#if 0;526;1
#if 0;983;1
#if 0;1020;1
#ifndef GDK_WINDOWING_QUARTZ;255;1
#ifdef EVENT_VERBOSE;283;1
#ifdef HAVE_UNISTD_H;7;1
#ifdef G_OS_WIN32;15;1
#ifdef GIMP_UNSTABLE;66;1
#ifndef G_OS_WIN32;127;1
#else;158;1
#ifndef GIMP_APP_GLUE_COMPILATION;3;1
#ifdef HAVE_SYS_PARAM_H;5;1
#ifdef HAVE_UNISTD_H;8;1
#ifdef G_OS_WIN32;13;1
#ifdef GIMP_UNSTABLE;241;1
#ifdef HAVE_SYS_PARAM_H;5;1
#ifdef HAVE_UNISTD_H;9;1
#ifdef HAVE_SYS_PARAM_H;5;1
#ifdef HAVE_UNISTD_H;8;1
#ifdef G_OS_WIN32;13;1
#ifdef G_OS_WIN32;138;1
#else;142;1
#ifdef DEBUG_CAGE;25;1
#ifdef DEBUG_CAGE;212;1
#ifdef GEGL_BUG_645810_SOLVED;427;1
#else;429;1
#ifndef GETTEXT_PACKAGE;3;1
#ifdef G_HAVE_ISO_VARARGS;37;1
#elif defined(G_HAVE_GNUC_VARARGS);39;1
#else;41;2
#ifndef __dbus_glib_marshal_gimp_MARSHAL_H__;1;2
#if HAVE_DBUS_GLIB;2;1
#ifdef G_OS_WIN32;3;1
#ifdef GDK_WINDOWING_QUARTZ;6;1
#if HAVE_DBUS_GLIB;10;1
#if HAVE_DBUS_GLIB;22;1
#ifdef G_OS_WIN32;27;1
#ifdef GDK_WINDOWING_QUARTZ;33;1
#ifdef G_OS_WIN32;46;1
#elif defined (GDK_WINDOWING_QUARTZ);48;1
#elif defined (HAVE_DBUS_GLIB);50;1
#ifdef G_OS_WIN32;57;1
#elif defined (GDK_WINDOWING_QUARTZ);59;1
#elif defined (HAVE_DBUS_GLIB);61;1
#if HAVE_DBUS_GLIB;65;1
#ifdef G_OS_WIN32;97;1
#ifdef GDK_WINDOWING_QUARTZ;197;1
#ifdef G_OS_WIN32;3;1
#ifdef GDK_WINDOWING_X11;5;1
#ifdef GDK_WINDOWING_X11;211;1
#ifdef GDK_WINDOWING_QUARTZ;48;1
#if defined (GDK_WINDOWING_X11);231;1
#elif defined (GDK_WINDOWING_DIRECTFB) || defined (GDK_WINDOWING_FB);233;1
#ifdef GDK_WINDOWING_QUARTZ;305;1
#ifdef GDK_WINDOWING_QUARTZ;344;1
#ifdef HAVE_UNISTD_H;4;1
#ifdef G_OS_WIN32;11;1
#ifdef STARTUP_TIMER;26;1
#ifdef STARTUP_TIMER;51;1
#ifdef STARTUP_TIMER;111;1
