feature;sd
AP_LDAP_OPT_DEBUG;3
CROSS_COMPILE;1
SSL_OP_ALLOW_UNSAFE_LEGACY_RENEGOTIATION;2
AP_DEFAULT_INDEX;1
SSL_SESSION_CACHE_TIMEOUT;1
TLSEXT_ECPOINTFORMAT_uncompressed;1
CACHE_DECLARE_STATIC;1
ERROR_READ_FAULT;1
YYSTYPE_IS_DECLARED;2
YYTYPE_UINT8;1
DEFAULT_LISTENBACKLOG;1
__WATCOMC__;1
ERROR_INSUFFICIENT_BUFFER;1
DEFAULT_GROUP;2
DEFAULT_LOGLEVEL;1
APR_HAVE_IO_H;2
OEMRESOURCE;1
RSAREF;1
SIGBUS;2
LDAP_DECLARE_STATIC;1
HAVE_GETTID;2
AP_DECLARE_EXPORT;2
APR_HOOK_PROBES_ENABLED;4
AP_DECLARE_STATIC;1
HAVE_GETPWNAM;2
NOTDEF;1
APR_HAVE_STDLIB_H;18
YYSTYPE;2
DEFAULT_MAX_SPARE_THREAD;1
_MOD_LOG_CONFIG_H;1
MC_DEFAULT_SERVER_MIN;1
RAND_MAX;3
DEBUG_INCLUDE;5
MIN;2
OPENSSL_NO_SSL2;2
PROXY_DECLARE_EXPORT;2
ap_strchr_c;1
AP_DECLARE_NONSTD;1
APR_HAS_SYSVSEM_SERIALIZE;5
AP_LUA_MODULE_EXT;1
APR_STRINGIFY;1
APR_USE_FLOCK_SERIALIZE;3
STATUS_DECLARE_EXPORT;1
DEBUG_CGI;3
NO_DLOPEN;2
MIME_MAGIC_DEBUG;29
STACK_SIZE_PARAM_IS_A_RESERVATION;1
__int64;1
HAVE_ENGINE_INIT;7
MAX_SPAWN_RATE;4
_OSD_POSIX;16
HAVE_SYS_SDT_H;1
HAVE_TIMES;20
NEED_HASHBANG_EMUL;3
YYDEBUG;5
HAVE_FOPEN64;1
XBITHACK;1
RLIMIT_CPU;16
APR_HAVE_CTYPE_H;2
SATISFY_ALL;1
MAXHOSTNAMELEN;1
APR_HAS_LDAP;6
AP_DEFAULT_MAX_RANGES;1
DEFAULT_KEEPALIVE_TIMEOUT;1
APR_SENDFILE_ENABLED;2
INTERVAL_OF_WRITABLE_PROBES;1
WSAID_ACCEPTEX;1
DEFAULT_SCOREBOARD;3
NON200_RESPONSE_BUF_LEN;1
NEED_UNION_SEMUN;1
NOUSER;1
