feature;sd
xmlUTF8Size;1
bottom_nanoftp;22
xmlThrDefDeregisterNodeDefault;1
LIBXML_THREAD_ALLOC_ENABLED;3
htmlParseFile;1
inputPush;1
xmlGetDtdAttrDesc;1
xmlStrncasecmp;1
xmlUCSIsTamil;1
xmlParsePITarget;1
xmlUCSIsCJKUnifiedIdeographsExtensionA;1
xmlTextWriterStartDocument;1
_REENTRANT;3
xmlXPathCastBooleanToString;1
xmlThrDefOutputBufferCreateFilenameDefault;1
xmlHasProp;1
TRIO_FPCLASSIFY;1
xmlXPathModValues;1
TRUE;4
DEBUG_XPATH_EXPRESSION;1
htmlCtxtReadFd;1
xmlValidateElement;1
TRIO_COMPILER_ANCIENT;5
xmlTextWriterStartElement;1
xmlLinkGetData;1
xmlHashScanFull;1
xmlRegisterDefaultOutputCallbacks;1
ENFILE;1
xmlParserWarning;1
htmlElementAllowedHere;1
xmlThrDefGetWarningsDefaultValue;1
ENOSPC;1
xmlXPathHasSameNodes;1
xmlTextReaderBaseUri;1
htmlHandleOmittedElem;1
DEBUG_LOADER;3
nodePop;1
xmlParseMarkupDecl;1
xmlAddID;1
WITH_BIG_KEY;2
xmlListCopy;1
xmlGetThreadId;1
xmlACatalogAdd;1
LIBXML_WRITER_ENABLED;161
xmlParseVersionInfo;1
xmlParsePEReference;1
xmlCurrentChar;1
TRIO_COMPILER_SUPPORTS_MULTIBYTE;11
xmlTextWriterWriteVFormatString;1
HAVE_FTIME;2
xmlACatalogResolve;1
WXS_ELEM_DECL_CONS_ENABLED;2
TRIO_PLATFORM_AIX;1
xmlUCSIsCatPc;1
xmlExpNewAtom;1
xmlScanName;1
xmlBuildQName;1
xmlNextElementSibling;1
xmlNewAutomata;1
xmlXPathNodeSetCreate;1
xmlStreamWantsAnyNode;1
xmlXPathNextPrecedingSibling;1
EFAULT;1
HAVE_GETTIMEOFDAY;4
xmlXPathDistinctSorted;1
xmlXPatherror;1
xmlTextReaderConstString;1
xmlShellPrintXPathError;1
xmlTextReaderRelaxNGValidate;1
xmlTextReaderHasAttributes;1
xmlDictGetUsage;1
xmlNewTextWriterFilename;1
xmlXPathEvalExpr;1
TRIO_PRIVATE;1
xmlUCSIsCyrillicSupplement;1
xmlUCSIsPrivateUse;1
xmlXPtrEval;1
TRIO_PLATFORM_MPEIX;1
xmlUCSIsTags;1
EAFNOSUPPORT;1
xmlShellPrintNode;1
xmlXPathIdFunction;1
xmlUCSIsHiragana;1
VA_COPY;2
xmlUCSIsLinearBSyllabary;1
xmlNextChar;1
__svr4__;1
xmlSAX2InitDocbDefaultSAXHandler;1
xmlXPathWrapExternal;1
xmlParsePubidLiteral;1
xmlCtxtReset;1
MK_UINT64;1
xmlTextWriterWriteFormatPI;1
xmlParseVersionNum;1
htmlDefaultSAXHandlerInit;1
xmlXPathDebugDumpObject;1
xmlNanoFTPUpdateURL;1
xmlParserInputBufferCreateFile;1
xmlXPathRegisteredFuncsCleanup;1
HAVE_STAT;12
xmlChildElementCount;1
_S_IFMT;1
bottom_HTMLtree;16
