branch;line;nd
#ifdef CACHE_BITMAPS;673;1
#ifdef CACHE_BITMAPS;690;1
#else;692;1
#ifdef CACHE_FID;722;1
#ifdef CACHE_BITMAPS;755;1
#else;757;1
#ifdef I18N;878;1
#ifdef I18N;894;1
#ifndef _XVERTEXT_INCLUDED_;3;2
#ifndef XAW3D1_5E;98;1
#ifndef XAW3D1_5E;290;1
#ifdef XAW3D1_5E;298;1
#ifdef XAW3D1_5E;303;1
#else;323;1
#ifndef MAX_TOPRULER_WD;14;1
#ifndef MAX_SIDERULER_HT;17;1
#ifndef __FreeBSD__;17;1
#if 0;550;1
#ifdef I18N;21;1
#ifdef XAW3D1_5E;100;1
#else;106;1
#ifdef I18N;1063;1
#ifdef USE_XPM;1484;1
#ifdef USE_XPM;1489;1
#else;1500;1
#ifdef USE_XPM;1604;1
