Class,Methods,Over-exposed methods
anonymous(PrivilegedAction) in org::apache::xml::utils::SecuritySupport12.getSystemClassLoader() (Class),1,0
EnvironmentCheck in org::apache::xalan::xslt (Class),19,0
NotCall in org::apache::xalan::xsltc::compiler (Class),3,0
anonymous(PrivilegedAction) in org::apache::xalan::xslt::SecuritySupport12.getFileExists() (Class),1,0
Option in org::apache::xalan::xsltc::cmdline::getopt::GetOpt (Class),6,3
XPathFunctionImpl in org::apache::xalan::extensions (Class),3,0
CompileServlet in <Default Package> (Class),1,0
anonymous(PrivilegedAction) in org::apache::xalan::xsltc::runtime::SecuritySupport12.getContextClassLoader() (Class),1,0
SQLDocument in org::apache::xalan::lib::sql (Class),18,3
DescendantIterator in org::apache::xpath::axes (Class),10,0
ElemValueOf in org::apache::xalan::templates (Class),12,3
FunctionOwner in org::apache::xpath::patterns::FunctionPattern (Class),3,0
AdaptiveResultTreeImpl in org::apache::xalan::xsltc::dom (Class),122,1
DOMLocatorImpl in org::apache::xml::serializer::dom3 (Class),11,0
IllegalCharException in org::apache::xalan::xsltc::compiler (Class),2,0
anonymous(PrivilegedAction) in org::apache::xalan::xsltc::runtime::SecuritySupport12.getParentClassLoader() (Class),1,0
anonymous(PrivilegedAction) in org::apache::xalan::xsltc::compiler::SecuritySupport12.getLastModified() (Class),1,0
DescendantIterator in org::apache::xml::dtm::ref::DTMDefaultBaseIterators (Class),5,1
ElemCopyOf in org::apache::xalan::templates (Class),9,0
IndexedDTMAxisTraverser in org::apache::xml::dtm::ref::DTMDefaultBaseTraversers (Class),4,0
Counter in org::apache::xalan::transformer (Class),4,0
ObjectFactory in org::apache::xpath::functions (Class),11,0
anonymous(XNodeSet) in org::apache::xalan::transformer::KeyTable.getNodeSetDTMByKey() (Class),1,0
anonymous(PrivilegedAction) in org::apache::xalan::lib::sql::SecuritySupport12.getSystemClassLoader() (Class),1,0
BasisLibrary in org::apache::xalan::xsltc::runtime (Class),72,1
OutputPropertiesFactory in org::apache::xml::serializer (Class),5,0
CachedNodeListIterator in org::apache::xalan::xsltc::dom (Class),12,0
ErrorMessages_hu in org::apache::xalan::xsltc::runtime (Class),1,0
UnionChildIterator in org::apache::xpath::axes (Class),5,1
ErrorMessages_pt_BR in org::apache::xalan::xsltc::runtime (Class),1,0
XSLTErrorResources_ru in org::apache::xalan::res (Class),4,0
XSLTVisitor in org::apache::xalan::templates (Class),8,0
DOMBuilder in org::apache::xml::utils (Class),34,0
Step in org::apache::xalan::xsltc::compiler (Class),17,3
FilterExprIteratorSimple in org::apache::xpath::axes (Class),15,0
ObjectPool in org::apache::xml::utils (Class),8,0
ApplyXSLT in servlet (Class),17,0
TypedAncestorIterator in org::apache::xml::dtm::ref::DTMDefaultBaseIterators (Class),2,0
AttributeIterator in org::apache::xml::dtm::ref::sax2dtm::SAX2DTM2 (Class),3,0
XResources_fr in org::apache::xml::utils::res (Class),1,0
EmptyIterator in org::apache::xml::dtm::ref (Class),15,0
XResources_el in org::apache::xml::utils::res (Class),1,0
Trace in <Default Package> (Class),1,0
XMLErrorResources_es in org::apache::xml::res (Class),4,0
ObjectFactory in org::apache::xml::utils (Class),11,0
RelativeLocationPath in org::apache::xalan::xsltc::compiler (Class),2,1
FuncKey in org::apache::xalan::templates (Class),2,0
LocPathIterator in org::apache::xpath::axes (Class),53,10
anonymous(PrivilegedAction) in org::apache::xalan::lib::SecuritySupport12.getLastModified() (Class),1,0
LocaleUtility in org::apache::xml::utils (Class),2,0
FollowingTraverser in org::apache::xml::dtm::ref::DTMDefaultBaseTraversers (Class),5,0
IncrementalSAXSource_Xerces in org::apache::xml::dtm::ref (Class),14,2
ContextMatchStepPattern in org::apache::xpath::patterns (Class),4,0
JAXPVariableStack in org::apache::xpath::jaxp (Class),2,0
NodeSorter in org::apache::xalan::transformer (Class),4,0
AllFromRootTraverser in org::apache::xml::dtm::ref::DTMDefaultBaseTraversers (Class),5,0
Gt in org::apache::xpath::operations (Class),3,0
FunctionPattern in org::apache::xpath::patterns (Class),8,0
CUP$XPathParser$actions in org::apache::xalan::xsltc::compiler (Class),3,0
LocalNameCall in org::apache::xalan::xsltc::compiler (Class),3,0
StopException in org::apache::xml::dtm::ref::IncrementalSAXSource_Filter (Class),2,0
MarkerInstruction in org::apache::xalan::xsltc::compiler::util (Class),6,0
MutableAttrListImpl in org::apache::xml::utils (Class),6,0
anonymous(PrivilegedAction) in org::apache::xalan::xsltc::trax::SecuritySupport12.getContextClassLoader() (Class),1,0
TransformHandler in <Default Package> (Class),5,0
anonymous(PrivilegedAction) in org::apache::xalan::lib::SecuritySupport12.getResourceAsStream() (Class),1,0
anonymous(PrivilegedExceptionAction) in org::apache::xalan::xsltc::runtime::SecuritySupport12.getFileInputStream() (Class),1,0
DefaultMultipleNodeCounter in org::apache::xalan::xsltc::dom::MultipleNodeCounter (Class),1,0
FunctionCall in org::apache::xalan::xsltc::compiler (Class),28,3
StringToIntTable in org::apache::xml::serializer::utils (Class),9,0
FuncUnparsedEntityURI in org::apache::xpath::functions (Class),2,0
XSLTSchema in org::apache::xalan::processor (Class),6,1
HashtableEnumerator in org::apache::xalan::xsltc::runtime::Hashtable (Class),3,0
XMLErrorResources_tr in org::apache::xml::res (Class),4,0
SecuritySupport in org::apache::xalan::xsltc::trax (Class),11,1
ErrorMessages_ca in org::apache::xalan::xsltc::runtime (Class),1,0
XSLTVisitable in org::apache::xalan::templates (Class),1,0
ElemUnknown in org::apache::xalan::templates (Class),5,0
SecuritySupport12 in org::apache::xalan::xsltc::cmdline (Class),9,0
anonymous(PrivilegedAction) in org::apache::xml::dtm::ref::SecuritySupport12.getLastModified() (Class),1,0
ExsltBase in org::apache::xalan::lib (Class),2,0
Util in org::apache::xalan::xsltc::compiler::util (Class),19,0
NodeTest in org::apache::xpath::patterns (Class),26,0
TransformStateSetter in org::apache::xml::serializer (Class),2,0
XSLTErrorResources_es in org::apache::xalan::res (Class),4,0
XSLTErrorResources_zh_CN in org::apache::xalan::res (Class),0,0
ElemVariable in org::apache::xalan::templates (Class),24,1
AttributeList in org::apache::xalan::xsltc::runtime (Class),18,0
XPathEvaluatorImpl in org::apache::xpath::domapi (Class),5,0
XSLTProcessorApplet in org::apache::xalan::client (Class),25,1
DOMEnhancedForDTM in org::apache::xalan::xsltc (Class),9,1
ErrorMessages_sk in org::apache::xalan::xsltc::compiler::util (Class),1,0
WhitespaceStrippingElementMatcher in org::apache::xpath (Class),2,0
TypedFollowingSiblingIterator in org::apache::xml::dtm::ref::DTMDefaultBaseIterators (Class),2,0
anonymous(PrivilegedAction) in org::apache::xalan::xslt::SecuritySupport12.getContextClassLoader() (Class),1,0
anonymous(PrivilegedAction) in org::apache::xml::utils::SecuritySupport12.getFileExists() (Class),1,0
DTMSafeStringPool in org::apache::xml::dtm::ref (Class),5,1
Compile in <Default Package> (Class),4,1
XSLTErrorResources_hu in org::apache::xalan::res (Class),4,0
anonymous(PrivilegedExceptionAction) in org::apache::xml::serializer::SecuritySupport12.getFileInputStream() (Class),1,0
Div in org::apache::xpath::operations (Class),4,0
anonymous(PrivilegedAction) in org::apache::xml::serializer::SecuritySupport12.getContextClassLoader() (Class),1,0
XMLErrorResources_ja in org::apache::xml::res (Class),4,0
XMLErrorResources_it in org::apache::xml::res (Class),4,0
FormatNumberCall in org::apache::xalan::xsltc::compiler (Class),4,0
TypedPrecedingSiblingIterator in org::apache::xml::dtm::ref::DTMDefaultBaseIterators (Class),2,0
SecuritySupport12 in org::apache::xpath::functions (Class),9,0
KeyRefIterator in org::apache::xalan::transformer (Class),4,0
ToXMLStream in org::apache::xml::serializer (Class),17,1
ProcessorExsltFunction in org::apache::xalan::processor (Class),7,1
PrecedingIterator in org::apache::xml::dtm::ref::sax2dtm::SAX2DTM2 (Class),9,0
ConfigurationError in org::apache::xalan::xslt::ObjectFactory (Class),3,0
ProcessorImport in org::apache::xalan::processor (Class),4,1
AttList in org::apache::xml::serializer::utils (Class),13,0
SerializerMessages_ca in org::apache::xml::serializer::utils (Class),1,0
ObjectFactory in org::apache::xalan::xsltc::compiler (Class),11,0
SerializerMessages_es in org::apache::xml::serializer::utils (Class),1,0
Redirect in org::apache::xalan::lib (Class),10,0
SerializerMessages_ru in org::apache::xml::serializer::utils (Class),1,0
ContainsCall in org::apache::xalan::xsltc::compiler (Class),6,0
RootTraverser in org::apache::xml::dtm::ref::DTMDefaultBaseTraversers (Class),4,0
DefaultConnectionPool in org::apache::xalan::lib::sql (Class),20,4
iterOwner in org::apache::xpath::axes::UnionPathIterator (Class),3,0
anonymous(PrivilegedExceptionAction) in org::apache::xpath::functions::SecuritySupport12.getFileInputStream() (Class),1,0
AttributeIterator in org::apache::xpath::axes (Class),4,0
WhitespaceRule in org::apache::xalan::xsltc::compiler::Whitespace (Class),7,4
StringComparable in org::apache::xml::utils (Class),9,0
SQLQueryParser in org::apache::xalan::lib::sql (Class),14,6
Gte in org::apache::xpath::operations (Class),3,0
TypeCheckError in org::apache::xalan::xsltc::compiler::util (Class),8,0
IntVector in org::apache::xml::utils (Class),21,0
FilterParentPath in org::apache::xalan::xsltc::compiler (Class),7,1
XPathParser in org::apache::xalan::xsltc::compiler (Class),30,0
VariableStack in org::apache::xpath (Class),24,0
WriterOutputBuffer in org::apache::xalan::xsltc::runtime::output (Class),6,0
ThreadControllerWrapper in org::apache::xml::utils (Class),3,0
ElemForEach in org::apache::xalan::templates (Class),20,1
TemplateList in org::apache::xalan::templates (Class),20,2
DOM3TreeWalker in org::apache::xml::serializer::dom3 (Class),31,0
NodeIterator in org::apache::xalan::xsltc (Class),11,3
XSLTC in org::apache::xalan::xsltc::compiler (Class),70,14
PredOwner in org::apache::xpath::axes::PredicatedNodeTest (Class),3,0
NameBase in org::apache::xalan::xsltc::compiler (Class),6,0
SerializerSwitcher in org::apache::xalan::transformer (Class),3,0
TraceListenerEx3 in org::apache::xalan::trace (Class),2,0
XResources_hy in org::apache::xml::utils::res (Class),1,0
OneStepIterator in org::apache::xpath::axes (Class),15,0
SecuritySupport12 in org::apache::xml::utils (Class),9,0
anonymous(PrivilegedAction) in org::apache::xml::serializer::dom3::LSSerializerImpl.<Initializer>() (Class),1,0
UseStylesheetPI in <Default Package> (Class),1,0
SecuritySupport in org::apache::xalan::extensions (Class),11,1
XMLErrorResources_ko in org::apache::xml::res (Class),4,0
DTMDOMException in org::apache::xml::dtm (Class),3,0
ProcessorTemplate in org::apache::xalan::processor (Class),3,0
Lt in org::apache::xpath::operations (Class),3,0
anonymous(PrivilegedAction) in org::apache::xalan::lib::SecuritySupport12.getFileExists() (Class),1,0
SAX2DOM in org::apache::xalan::xsltc::trax (Class),23,0
ExtensionNamespacesManager in org::apache::xalan::extensions (Class),10,0
XalanTransformState in org::apache::xalan::transformer (Class),11,1
XPathFactory in org::apache::xpath (Class),1,0
anonymous(PrivilegedAction) in org::apache::xml::serializer::OutputPropertiesFactory.loadPropertiesFile() (Class),1,0
ChildrenIterator in org::apache::xml::dtm::ref::DTMDefaultBaseIterators (Class),3,1
ElemWithParam in org::apache::xalan::templates (Class),12,1
anonymous(PrivilegedAction) in org::apache::xml::dtm::ref::SecuritySupport12.getContextClassLoader() (Class),1,0
Validate in <Default Package> (Class),5,1
ResultNameSpace in org::apache::xalan::transformer (Class),2,0
XResources_ja_JP_A in org::apache::xml::utils::res (Class),1,0
Utils in org::apache::xml::serializer::utils (Class),1,0
ElemExtensionCall in org::apache::xalan::templates (Class),10,0
XResources_it in org::apache::xml::utils::res (Class),1,0
XPATHErrorResources_fr in org::apache::xpath::res (Class),4,0
FilterExpr in org::apache::xalan::xsltc::compiler (Class),7,0
anonymous(PrivilegedAction) in org::apache::xalan::lib::SecuritySupport12.getSystemClassLoader() (Class),1,0
ResultTreeType in org::apache::xalan::xsltc::compiler::util (Class),22,1
DOMErrorImpl in org::apache::xml::serializer::dom3 (Class),12,0
Text in org::apache::xalan::xsltc::compiler (Class),15,5
FilterExprWalker in org::apache::xpath::axes (Class),17,0
ObjectType in org::apache::xalan::xsltc::compiler::util (Class),17,0
MethodType in org::apache::xalan::xsltc::compiler::util (Class),14,0
SerializerMessages_ja in org::apache::xml::serializer::utils (Class),1,0
ElemWhen in org::apache::xalan::templates (Class),8,1
FollowingSiblingTraverser in org::apache::xml::dtm::ref::DTMDefaultBaseTraversers (Class),3,0
anonymous(PrivilegedAction) in org::apache::xalan::xslt::SecuritySupport12.getResourceAsStream() (Class),1,0
SingletonIterator in org::apache::xml::dtm::ref::DTMDefaultBaseIterators (Class),6,0
SecuritySupport in org::apache::xalan::xsltc::compiler (Class),11,1
ProcessorGlobalParamDecl in org::apache::xalan::processor (Class),4,0
Stylesheet in org::apache::xalan::templates (Class),76,14
ToHTMLSAXHandler in org::apache::xml::serializer (Class),43,0
XNodeSet in org::apache::xpath::objects (Class),33,0
anonymous(PrivilegedAction) in org::apache::xml::dtm::ref::SecuritySupport12.getParentClassLoader() (Class),1,0
IdKeyPattern in org::apache::xalan::xsltc::compiler (Class),10,0
MyPrefixResolver in org::apache::xalan::templates::ElemNumber (Class),5,0
anonymous(PrivilegedAction) in org::apache::xalan::xslt::SecuritySupport12.getSystemProperty() (Class),1,0
ProcessorExsltFuncResult in org::apache::xalan::processor (Class),3,1
XMLErrorResources_cs in org::apache::xml::res (Class),4,0
AbsoluteIterator in org::apache::xalan::xsltc::dom (Class),8,0
SecuritySupport in org::apache::xalan::xsltc::compiler::util (Class),11,1
SerializerUtils in org::apache::xalan::serialize (Class),6,0
ToTextSAXHandler in org::apache::xml::serializer (Class),41,0
anonymous(PrivilegedAction) in org::apache::xalan::xsltc::runtime::SecuritySupport12.getLastModified() (Class),1,0
XMLReaderManager in org::apache::xml::utils (Class),5,0
Whitespace in org::apache::xalan::xsltc::compiler (Class),14,1
StringToStringTable in org::apache::xml::utils (Class),12,0
TransformDelegate in <Default Package>::TransformApplet (Class),11,6
LessThanOrEqualComparator in org::apache::xpath::objects (Class),3,0
anonymous(PrivilegedExceptionAction) in org::apache::xalan::lib::SecuritySupport12.getFileInputStream() (Class),1,0
ErrorMessages_cs in org::apache::xalan::xsltc::runtime (Class),1,0
Arg1Owner in org::apache::xpath::functions::Function2Args (Class),3,0
FuncFalse in org::apache::xpath::functions (Class),3,0
NodeCounterGenerator in org::apache::xalan::xsltc::compiler::util (Class),7,0
CurrentNodeListFilter in org::apache::xalan::xsltc::dom (Class),1,0
FuncCurrent in org::apache::xpath::functions (Class),3,0
XSLTCDTMManager in org::apache::xalan::xsltc::dom (Class),9,1
CeilingCall in org::apache::xalan::xsltc::compiler (Class),2,0
NodeInfo in org::apache::xalan::lib (Class),8,0
TransformHome in <Default Package> (Class),2,0
anonymous(PrivilegedAction) in org::apache::xml::utils::SecuritySupport12.getResourceAsStream() (Class),1,0
SystemIDResolver in org::apache::xml::utils (Class),8,0
CallTemplate in org::apache::xalan::xsltc::compiler (Class),8,1
ErrorMessages in org::apache::xalan::xsltc::compiler::util (Class),1,0
SecuritySupport in org::apache::xalan::lib::sql (Class),11,1
LiteralElementAttributes in org::apache::xalan::templates::ElemLiteralResult (Class),10,2
NodeVector in org::apache::xml::utils (Class),31,0
anonymous(PrivilegedAction) in org::apache::xml::serializer::SecuritySupport12.getResourceAsStream() (Class),1,0
anonymous(PrivilegedAction) in org::apache::xml::dtm::SecuritySupport12.getSystemProperty() (Class),1,0
XSLTErrorResources_de in org::apache::xalan::res (Class),4,0
NodeSortRecordGenerator in org::apache::xalan::xsltc::compiler::util (Class),7,0
TestSeq in org::apache::xalan::xsltc::compiler (Class),14,3
ErrorMessages_es in org::apache::xalan::xsltc::runtime (Class),1,0
LocationPathPattern in org::apache::xalan::xsltc::compiler (Class),14,6
CountersTable in org::apache::xalan::transformer (Class),6,1
anonymous(PrivilegedExceptionAction) in org::apache::xml::dtm::SecuritySupport12.getFileInputStream() (Class),1,0
StopParseException in org::apache::xml::utils (Class),2,0
MethodGenerator in org::apache::xalan::xsltc::compiler::util (Class),74,3
XSLTErrorResources_sv in org::apache::xalan::res (Class),2,0
anonymous(PrivilegedAction) in org::apache::xalan::lib::sql::SecuritySupport12.getParentClassLoader() (Class),1,0
ArgExtOwner in org::apache::xpath::functions::FuncExtFunction (Class),3,0
XMLStringDefault in org::apache::xml::utils (Class),39,0
TraceListener in org::apache::xalan::trace (Class),3,0
ChildrenIterator in org::apache::xml::dtm::ref::sax2dtm::SAX2DTM2 (Class),3,0
XSLTErrorResources_pl in org::apache::xalan::res (Class),4,0
SecuritySupport in org::apache::xml::dtm::ref (Class),11,1
SourceLoader in org::apache::xalan::xsltc::compiler (Class),1,0
ProcessorAttributeSet in org::apache::xalan::processor (Class),4,0
TypedFollowingSiblingIterator in org::apache::xml::dtm::ref::sax2dtm::SAX2DTM2 (Class),2,0
ErrorMessages_tr in org::apache::xalan::xsltc::compiler::util (Class),1,0
AbsolutePathPattern in org::apache::xalan::xsltc::compiler (Class),8,0
IdPattern in org::apache::xalan::xsltc::compiler (Class),1,0
ConfigurationError in org::apache::xalan::lib::ObjectFactory (Class),3,0
XPATHErrorResources_pl in org::apache::xpath::res (Class),4,0
ObjectFactory in org::apache::xml::dtm::ref (Class),11,0
DummyPrefixResolver in org::apache::xpath::domapi::XPathEvaluatorImpl (Class),5,0
RoundCall in org::apache::xalan::xsltc::compiler (Class),2,0
anonymous(PrivilegedAction) in org::apache::xalan::xsltc::runtime::SecuritySupport12.getSystemProperty() (Class),1,0
LongArrayWrapper in org::apache::xml::utils::res (Class),3,0
XMLErrorResources_hu in org::apache::xml::res (Class),4,0
TypedAncestorIterator in org::apache::xml::dtm::ref::sax2dtm::SAX2DTM2 (Class),4,0
ConversionInfo in org::apache::xalan::extensions::MethodResolver (Class),1,0
FuncExtFunction in org::apache::xpath::functions (Class),15,0
XMLCharacterRecognizer in org::apache::xml::utils (Class),4,0
SerializerBase in org::apache::xml::serializer (Class),89,13
ErrorMessages_ko in org::apache::xalan::xsltc::runtime (Class),1,0
Otherwise in org::apache::xalan::xsltc::compiler (Class),3,0
XPATHErrorResources_ru in org::apache::xpath::res (Class),4,0
anonymous(PrivilegedAction) in org::apache::xalan::xsltc::trax::SecuritySupport12.getFileExists() (Class),1,0
RtMethodGenerator in org::apache::xalan::xsltc::compiler::util (Class),6,0
ProcessorKey in org::apache::xalan::processor (Class),4,0
LiteralExpr in org::apache::xalan::xsltc::compiler (Class),8,2
XResources_en in org::apache::xml::utils::res (Class),1,0
NamespaceTraverser in org::apache::xml::dtm::ref::DTMDefaultBaseTraversers (Class),3,0
XSLMessages in org::apache::xalan::res (Class),5,0
anonymous(PrivilegedAction) in org::apache::xalan::xsltc::compiler::util::SecuritySupport12.getParentClassLoader() (Class),1,0
SecuritySupport12 in org::apache::xml::dtm::ref (Class),9,0
UnionIterator in org::apache::xalan::xsltc::dom (Class),2,0
OneStepIteratorForward in org::apache::xpath::axes (Class),7,0
ElemNumber in org::apache::xalan::templates (Class),41,1
TypedAttributeIterator in org::apache::xml::dtm::ref::sax2dtm::SAX2DTM2 (Class),3,0
Serializer in org::apache::xml::serializer (Class),10,1
HeapNode in org::apache::xalan::xsltc::dom::MultiValuedNodeHeapIterator (Class),9,5
XPATHErrorResources_sl in org::apache::xpath::res (Class),4,0
NodeIteratorBase in org::apache::xalan::xsltc::dom (Class),11,1
FuncStartsWith in org::apache::xpath::functions (Class),2,0
ObjectFactory in org::apache::xalan::xsltc::runtime (Class),11,1
FloorCall in org::apache::xalan::xsltc::compiler (Class),2,0
Mode in org::apache::xalan::xsltc::compiler (Class),31,1
TransformerFactoryImpl in org::apache::xalan::processor (Class),24,2
StringValueHandler in org::apache::xalan::xsltc::runtime (Class),9,2
TransletOutput in org::apache::xalan::xsltc::compiler (Class),4,0
ChildIterator in org::apache::xpath::axes (Class),5,0
SecuritySupport12 in org::apache::xalan::lib::sql (Class),9,0
XSLTErrorResources_it in org::apache::xalan::res (Class),4,0
anonymous(PrivilegedExceptionAction) in org::apache::xalan::xsltc::cmdline::SecuritySupport12.getFileInputStream() (Class),1,0
SecuritySupport in org::apache::xalan::xsltc::dom (Class),11,1
XSLTErrorResources_en in org::apache::xalan::res (Class),0,0
anonymous(PrivilegedAction) in org::apache::xalan::xsltc::cmdline::SecuritySupport12.getParentClassLoader() (Class),1,0
XResources_ja_JP_I in org::apache::xml::utils::res (Class),1,0
ToXMLSAXHandler in org::apache::xml::serializer (Class),45,0
MatchGenerator in org::apache::xalan::xsltc::compiler::util (Class),13,0
DocumentCache in org::apache::xalan::xsltc::dom (Class),9,0
SerializerMessages_tr in org::apache::xml::serializer::utils (Class),1,0
OutputBuffer in org::apache::xalan::xsltc::runtime::output (Class),4,0
DOMCache in org::apache::xalan::xsltc (Class),1,0
ErrorMessages_tr in org::apache::xalan::xsltc::runtime (Class),1,0
FunctionTable in org::apache::xpath::compiler (Class),7,0
XSLOutputAttributes in org::apache::xml::serializer (Class),23,8
FuncRound in org::apache::xpath::functions (Class),2,0
Mod in org::apache::xpath::operations (Class),4,0
XSLTAttributeDef in org::apache::xalan::processor (Class),43,4
MultiHashtable in org::apache::xalan::xsltc::compiler::util (Class),4,0
DOM2Helper in org::apache::xml::utils (Class),11,0
XPATHErrorResources_tr in org::apache::xpath::res (Class),4,0
FunctionOneArg in org::apache::xpath::functions (Class),11,0
XML11Char in org::apache::xml::serializer::utils (Class),15,0
DTMNamedNodeMap in org::apache::xml::dtm::ref (Class),10,0
URI in org::apache::xml::serializer::utils (Class),42,9
anonymous(PrivilegedAction) in org::apache::xalan::xsltc::cmdline::SecuritySupport12.getResourceAsStream() (Class),1,0
SecuritySupport in org::apache::xml::serializer (Class),11,1
anonymous(PrivilegedAction) in org::apache::xml::utils::SecuritySupport12.getParentClassLoader() (Class),1,0
ForEach in org::apache::xalan::xsltc::compiler (Class),5,0
XResources_de in org::apache::xml::utils::res (Class),1,0
PrecedingSiblingIterator in org::apache::xml::dtm::ref::sax2dtm::SAX2DTM2 (Class),4,0
String in org::apache::xpath::operations (Class),3,0
EncodingInfo in org::apache::xml::serializer (Class),7,1
TransletOutputHandlerFactory in org::apache::xalan::xsltc::runtime::output (Class),15,1
ExpressionNode in org::apache::xpath (Class),5,0
NodeSetDTM in org::apache::xpath (Class),57,4
ExsltSets in org::apache::xalan::lib (Class),6,0
SelfTraverser in org::apache::xml::dtm::ref::DTMDefaultBaseTraversers (Class),5,0
AbsoluteLocationPath in org::apache::xalan::xsltc::compiler (Class),7,2
SuballocatedIntVector in org::apache::xml::utils (Class),21,0
XString in org::apache::xpath::objects (Class),50,3
ConfigurationError in org::apache::xml::serializer::ObjectFactory (Class),3,0
TreeWalker2Result in org::apache::xalan::transformer (Class),4,0
TypedRootIterator in org::apache::xml::dtm::ref::DTMDefaultBaseIterators (Class),2,0
IntegerArray in org::apache::xalan::xsltc::util (Class),25,0
anonymous(PrivilegedAction) in org::apache::xalan::xsltc::compiler::util::SecuritySupport12.getFileExists() (Class),1,0
GreaterThanComparator in org::apache::xpath::objects (Class),3,0
VariableRef in org::apache::xalan::xsltc::compiler (Class),2,0
FoundIndex in org::apache::xpath (Class),2,0
XPathProcessorException in org::apache::xpath (Class),3,0
ToStream in org::apache::xml::serializer (Class),84,2
TransformApplet in <Default Package> (Class),6,0
ConfigurationError in org::apache::xalan::xsltc::dom::ObjectFactory (Class),3,0
ProcessorCharacters in org::apache::xalan::processor (Class),6,1
DocumentHolder in org::apache::xalan::lib::ExsltStrings (Class),1,0
XMLFileFilter in <Default Package>::Validate (Class),2,0
Neg in org::apache::xpath::operations (Class),4,0
SortingIterator in org::apache::xalan::xsltc::dom (Class),12,0
PooledConnection in org::apache::xalan::lib::sql (Class),6,3
ExtendedContentHandler in org::apache::xml::serializer (Class),20,0
PIParamWrapper in org::apache::xalan::xsltc::trax::TransformerFactoryImpl (Class),2,0
SerializerMessages_pt_BR in org::apache::xml::serializer::utils (Class),1,0
FuncTrue in org::apache::xpath::functions (Class),3,0
anonymous(PrivilegedAction) in org::apache::xalan::xsltc::compiler::util::SecuritySupport12.getSystemClassLoader() (Class),1,0
GetOptsException in org::apache::xalan::xsltc::cmdline::getopt (Class),2,0
XPathExpressionContext in org::apache::xpath::XPathContext (Class),9,1
UnresolvedRef in org::apache::xalan::xsltc::compiler (Class),8,0
TypedPrecedingIterator in org::apache::xml::dtm::ref::DTMDefaultBaseIterators (Class),2,0
ToUnknownStream in org::apache::xml::serializer (Class),85,0
FuncCount in org::apache::xpath::functions (Class),2,0
ExsltDatetime in org::apache::xalan::lib (Class),45,1
TransformerIdentityImpl in org::apache::xalan::transformer (Class),46,4
TransformBean in <Default Package> (Class),10,0
Message in org::apache::xalan::xsltc::compiler (Class),4,0
anonymous(PrivilegedAction) in org::apache::xalan::xsltc::trax::SecuritySupport12.getSystemClassLoader() (Class),1,0
anonymous(PrivilegedAction) in org::apache::xalan::xsltc::dom::SecuritySupport12.getSystemClassLoader() (Class),1,0
ExtendedLexicalHandler in org::apache::xml::serializer (Class),1,0
AVT in org::apache::xalan::templates (Class),16,0
ReverseAxesWalker in org::apache::xpath::axes (Class),10,0
URI in org::apache::xml::utils (Class),42,9
RelationalExpr in org::apache::xalan::xsltc::compiler (Class),11,3
ExtensionsTable in org::apache::xalan::extensions (Class),8,0
NameSpace in org::apache::xml::utils (Class),2,0
anonymous(PrivilegedAction) in org::apache::xalan::extensions::SecuritySupport12.getResourceAsStream() (Class),1,0
DTMIterator in org::apache::xml::dtm (Class),26,8
XMLErrorResources_ca in org::apache::xml::res (Class),4,0
DTMDefaultBaseIterators in org::apache::xml::dtm::ref (Class),4,0
anonymous(PrivilegedAction) in org::apache::xalan::xsltc::compiler::SecuritySupport12.getSystemClassLoader() (Class),1,0
FastStringBuffer in org::apache::xml::utils (Class),29,0
BooleanCall in org::apache::xalan::xsltc::compiler (Class),4,0
DTMConfigurationException in org::apache::xml::dtm (Class),7,0
ObjectStack in org::apache::xml::utils (Class),12,0
Parameter in org::apache::xalan::xsltc::runtime (Class),2,0
ObjectFactory in org::apache::xalan::xsltc::cmdline (Class),11,0
ConfigurationError in org::apache::xalan::lib::sql::ObjectFactory (Class),3,0
anonymous(PrivilegedAction) in org::apache::xalan::xsltc::compiler::SecuritySupport12.getFileExists() (Class),1,0
TransformerImpl in org::apache::xalan::transformer (Class),138,19
JavaType in org::apache::xalan::xsltc::compiler::FunctionCall (Class),2,0
NameCall in org::apache::xalan::xsltc::compiler (Class),3,0
ExampleContentHandler in <Default Package> (Class),12,1
PredOwner in org::apache::xpath::patterns::StepPattern (Class),3,0
FuncFormatNumb in org::apache::xalan::templates (Class),5,0
XBoolean in org::apache::xpath::objects (Class),10,0
Operation in org::apache::xpath::operations (Class),12,0
SlotAllocator in org::apache::xalan::xsltc::compiler::util (Class),7,0
And in org::apache::xpath::operations (Class),4,0
FollowingIterator in org::apache::xml::dtm::ref::sax2dtm::SAX2DTM2 (Class),3,0
XPathStylesheetDOM3Exception in org::apache::xpath::domapi (Class),1,0
StepPattern in org::apache::xalan::xsltc::compiler (Class),21,1
anonymous(PrivilegedAction) in org::apache::xalan::extensions::SecuritySupport12.getFileExists() (Class),1,0
SecuritySupport in org::apache::xalan::xsltc::runtime (Class),11,1
MsgMgr in org::apache::xalan::transformer (Class),12,0
TransformerFactoryImpl in org::apache::xalan::xsltc::trax (Class),33,2
SecuritySupport12 in org::apache::xalan::lib (Class),9,0
ParameterRef in org::apache::xalan::xsltc::compiler (Class),4,0
XMLErrorResources_en in org::apache::xml::res (Class),0,0
SerializerMessages_zh_TW in org::apache::xml::serializer::utils (Class),1,0
DOMSerializer in org::apache::xml::serializer (Class),1,0
UnsupportedElement in org::apache::xalan::xsltc::compiler (Class),8,0
