Class,Methods,Over-exposed methods
NodeMouseMotionListener in freemind::controller (Class),11,0
FindTextTests in tests::freemind::findreplace (Class),9,0
anonymous(AbstractAction) in accessories::plugins::dialogs::EnterPasswordDialog.getJOKButton() (Class),1,0
MindMapEdge in freemind::modes (Class),2,1
thetaComparator in freemind::view::mindmapview::ConvexHull (Class),3,0
LinearEdgeView in freemind::view::mindmapview (Class),3,1
anonymous(FilenameFilter) in accessories::plugins::ExportWithXSLT.copyIconsToDirectory() (Class),1,0
BrowsePopupMenu in freemind::modes::browsemode (Class),2,0
FileListFlavorHandler in freemind::modes::mindmapmode::actions::PasteAction (Class),3,0
NodeScriptModel in plugins::script::ScriptEditor (Class),11,0
DefaultMenuAdderCreator in freemind::controller::StructuredMenuHolder (Class),2,0
FormDialogValidator in plugins::collaboration::database::DatabaseBasics (Class),1,0
ColorSwatch in freemind::controller (Class),7,3
anonymous(Thread) in freemind::view::mindmapview::EditNodeExternalApplication.show() (Class),1,0
MindMapToolBar in freemind::modes::mindmapmode (Class),7,0
PageAction in freemind::controller::Controller (Class),2,0
anonymous(Runnable) in freemind::controller::MenuBar::ModesMenuActionListener.actionPerformed() (Class),1,0
AddArrowLinkAction in freemind::modes::mindmapmode::actions (Class),9,0
anonymous(ItemListener) in freemind::controller::Controller::PageAction.actionPerformed() (Class),1,0
ApplyAction in freemind::modes::mindmapmode::attributeactors::AttributeManagerDialog (Class),2,0
FileMode in freemind::modes::filemode (Class),9,0
SaveAction in freemind::modes::ControllerAdapter (Class),2,0
HookFactoryAdapter in freemind::extensions (Class),4,0
Registration in accessories::plugins::NodeHistory (Class),8,0
anonymous(ItemListener) in freemind::common::BooleanProperty.BooleanProperty() (Class),1,0
anonymous(MenuAdder) in freemind::controller::StructuredMenuHolder.updateMenus() (Class),3,0
UnregistryAttributeActor in freemind::modes::mindmapmode::attributeactors (Class),8,0
FollowLinkAction in freemind::modes::mindmapmode::MindMapController (Class),3,1
anonymous(WindowAdapter) in accessories::plugins::time::TimeList.startupMapHook() (Class),1,0
MindMapControllerHookAction in freemind::modes::mindmapmode::actions (Class),3,0
ModeController in freemind::modes (Class),69,1
ZoomAction in freemind::controller::printpreview (Class),2,0
anonymous(Runnable) in freemind::main::FreeMindSplashModern::FeedBackImpl.progress() (Class),1,0
FilterInfo in freemind::controller::filter (Class),10,1
SchemaHandler in de::foltin::CompileXsdStart (Class),1,0
NodeGeneralAction in freemind::modes::mindmapmode::actions (Class),11,0
AttributeTableModel in freemind::modes::attributes (Class),7,0
TransformerRunnable in freemind::main::Tools.getUpdateReader() (Class),5,2
SpringUtilities in plugins::collaboration::jabber::view (Class),4,0
NodeViewEventListener in freemind::modes (Class),2,0
AbstractXmlAction in freemind::modes::mindmapmode::actions::xml (Class),7,0
CreateDisjunctConditionAction in freemind::controller::filter::FilterComposerDialog (Class),2,0
MindMapMode in freemind::modes::mindmapmode (Class),9,0
AttributeTableCellRenderer in freemind::view::mindmapview::attributeview (Class),5,1
ImportAttributesDialog in freemind::modes::mindmapmode::attributeactors (Class),10,0
ControllerAdapter in freemind::modes (Class),100,9
WindowClosingAdapter in accessories::plugins::util::window (Class),3,0
ConditionNotSatisfiedDecorator in freemind::controller::filter::condition (Class),6,0
ScriptContents in plugins::script::SignedScriptHandler (Class),4,0
anonymous(AbstractAction) in accessories::plugins::time::TimeManagement.startupMapHook() (Class),1,0
anonymous(ActionListener) in accessories::plugins::dialogs::ManagePatternsPopupDialog.getJContentPane() (Class),1,0
ScriptEditorStarter in freemind::common::ScriptEditorProperty (Class),1,0
ReplaceAttributeValueActor in freemind::modes::mindmapmode::attributeactors (Class),6,0
RegistryAttributeValueActor in freemind::modes::mindmapmode::attributeactors (Class),7,0
EscapeAction in freemind::main::Tools.addEscapeActionToDialog() (Class),2,0
RootMainView in freemind::view::mindmapview (Class),16,0
AttributeManagerDialog in freemind::modes::mindmapmode::attributeactors (Class),9,0
FormatPaste in accessories::plugins (Class),5,0
FreeMindApplet in freemind::main (Class),44,3
anonymous(PropertyChangeListener) in freemind::modes::mindmapmode::dialogs::StylePatternFrame.addListeners() (Class),1,0
CheckReminder in freemind::modes::common::plugins::ReminderHookBase (Class),2,0
NotesManager in accessories::plugins::NodeNoteRegistration (Class),8,1
EditFilterAction in freemind::controller::filter::FilterToolbar (Class),3,0
ThreeCheckBoxProperty in freemind::common (Class),11,1
ColumnWidthChangeEvent in freemind::modes::attributes (Class),2,0
MindMapMouseMotionManager in freemind::modes::mindmapmode::listeners (Class),5,0
NameMnemonicHolder in freemind::main::Tools (Class),4,0
IconsRenderer in accessories::plugins::time::TimeList (Class),2,0
SetImageByFileChooserAction in freemind::modes::mindmapmode::MindMapController (Class),2,1
anonymous(Runnable) in freemind::view::mindmapview::attributeview::AttributePopupMenu.firePopupMenuWillBecomeInvisible() (Class),1,0
anonymous(MouseMotionListener) in accessories::plugins::dialogs::ManagePatternsPopupDialog.getJContentPane() (Class),2,0
RegistryAttributeActor in freemind::modes::mindmapmode::attributeactors (Class),7,0
HistoryInformation in freemind::modes (Class),7,1
RemoveArrowLinkAction in freemind::modes::mindmapmode::actions (Class),12,0
MouseWheelEventHandler in freemind::modes::mindmapmode::actions::MindMapActions (Class),1,0
Directive in accessories::plugins::time::TableSorter (Class),1,0
anonymous(FreemindPropertyListener) in freemind::modes::NodeAdapter.NodeAdapter() (Class),1,0
ID_BasicStateAdapter in freemind::modes::LinkRegistryAdapter (Class),2,0
ID_UsedStateAdapter in freemind::modes::LinkRegistryAdapter (Class),4,0
ActorXml in freemind::modes::mindmapmode::actions::xml (Class),3,0
anonymous(WindowAdapter) in plugins::collaboration::database::DatabaseBasics::FormDialog.setUp() (Class),1,0
IconProperty in freemind::common (Class),10,1
FreeMindJabberMessageListener in plugins::collaboration::jabber::mindmap::JabberListener (Class),3,0
ResultHandler in plugins::collaboration::database::DatabaseBasics (Class),1,0
anonymous(ActionListener) in freemind::modes::mindmapmode::attributeactors::ImportAttributesDialog.ImportAttributesDialog() (Class),1,0
anonymous(Runnable) in plugins::collaboration::jabber::mindmap::JabberListener::FreeMindJabberMessageListener.executeRemoteCommand() (Class),1,0
CreateNotSatisfiedConditionAction in freemind::controller::filter::FilterComposerDialog (Class),2,0
IteratingAction in freemind::modes::mindmapmode::attributeactors::AssignAttributeDialog (Class),5,0
NavigationNextMapAction in freemind::controller::Controller (Class),2,0
LinkRegistryAdapter in freemind::modes (Class),26,1
SetAttributeRestrictedActor in freemind::modes::mindmapmode::attributeactors (Class),6,0
UndoAction in freemind::modes::mindmapmode::actions (Class),14,1
CommonToggleFoldedAction in freemind::modes::common (Class),6,0
anonymous(AbstractAction) in accessories::plugins::time::TimeList.startupMapHook() (Class),1,0
DisjunctConditions in freemind::controller::filter::condition (Class),6,0
NodeDropListener in freemind::controller (Class),8,0
Registration in accessories::plugins::EncryptNode (Class),5,0
NodeNoteRegistration in accessories::plugins (Class),19,5
anonymous(AbstractAction) in accessories::plugins::dialogs::ChooseFormatPopupDialog.getJOKButton() (Class),1,0
CopySingleAction in freemind::modes::mindmapmode::actions (Class),2,0
anonymous(AbstractAction) in accessories::plugins::dialogs::ManagePatternsPopupDialog.getJCancelButton() (Class),1,0
UpdateThread in plugins::collaboration::database (Class),18,4
SetLinkByFileChooserAction in freemind::modes::mindmapmode::MindMapController (Class),2,1
NodeBackgroundColorAction in freemind::modes::mindmapmode::actions (Class),6,0
MindMapLink in freemind::modes (Class),5,2
EdgeAdapterListener in freemind::modes::EdgeAdapter (Class),2,1
anonymous(SingleNodeOperation) in freemind::modes::mindmapmode::MindMapController.<Initializer>() (Class),1,0
JumpToMapAction in accessories::plugins::NodeNoteRegistration (Class),2,0
JYearChooser in accessories::plugins::time (Class),11,1
ClonedComboBoxModel in freemind::modes::mindmapmode::attributeactors::AssignAttributeDialog (Class),9,0
MindMapLine in freemind::modes (Class),7,0
FreemindResourceBundle in freemind::main::FreeMindCommon (Class),6,0
DesEncrypter in freemind::main::Tools (Class),5,0
ActionPair in freemind::modes::mindmapmode::actions::xml (Class),7,0
anonymous(FormDialogValidator) in plugins::collaboration::database::DatabaseBasics::FormDialog.setUp() (Class),1,0
MindMapMouseWheelEventHandler in freemind::modes::common::listeners (Class),3,0
MapsMenuActionListener in freemind::controller::MenuBar (Class),2,0
anonymous(FeedBack) in freemind::main::FreeMind.main() (Class),5,1
anonymous(DragSourceListener) in freemind::controller::NodeDragListener.dragGestureRecognized() (Class),5,0
BrowseController in freemind::modes::browsemode (Class),18,0
FreemindPropertyContributor in freemind::preferences (Class),1,0
Row in accessories::plugins::time::TableSorter (Class),2,0
ReminderHookBase in freemind::modes::common::plugins (Class),17,1
anonymous(ActionListener) in freemind::view::mindmapview::EditNodeDialog::LongNodeDialog.LongNodeDialog() (Class),1,0
BubbleMainView in freemind::view::mindmapview (Class),15,0
ID_BlankAdapter in freemind::modes::LinkRegistryAdapter (Class),1,1
EncryptedMindMapNode in freemind::modes::mindmapmode (Class),31,2
SetAttributeColumnWidthActor in freemind::modes::mindmapmode::attributeactors (Class),6,0
FileReaderCreator in freemind::modes::mindmapmode::MindMapMapModel (Class),3,0
anonymous(Runnable) in freemind::modes::mindmapmode::actions::UndoAction.startActionFrame() (Class),1,0
ScriptEditor in plugins::script (Class),1,0
ActionFilter in freemind::modes::mindmapmode::actions::xml (Class),1,0
IconsHolder in accessories::plugins::time::TimeList (Class),5,0
FileNodeModel in freemind::modes::filemode (Class),12,0
anonymous(WindowAdapter) in accessories::plugins::dialogs::ManagePatternsPopupDialog.initialize() (Class),1,0
anonymous(ItemListener) in accessories::plugins::FormularEditor::ChoiceEntity.addToPanel() (Class),1,0
SortableHeaderRenderer in accessories::plugins::time::TableSorter (Class),2,0
Controller in freemind::controller (Class),75,7
anonymous(FreemindPropertyListener) in freemind::main::FreeMind.init() (Class),1,0
PatternListSelectionListener in accessories::plugins::dialogs::ManagePatternsPopupDialog (Class),2,0
anonymous(ActionListener) in accessories::plugins::time::TimeManagement.startupMapHook() (Class),1,0
FeedBackImpl in freemind::main::FreeMindSplash (Class),7,1
anonymous(Runnable) in freemind::modes::mindmapmode::MindMapMapModel::DoAutomaticSave.run() (Class),1,0
FollowLinkAction in freemind::modes::browsemode::BrowseController (Class),2,0
ChangeNodeLevelAction in accessories::plugins (Class),3,0
ID_UsedState in freemind::modes::LinkRegistryAdapter (Class),1,0
MindMapHookFactory in freemind::modes::mindmapmode::hooks (Class),18,0
IFreeMindSplash in freemind::main (Class),4,1
MainView in freemind::view::mindmapview (Class),41,9
ImportAction in freemind::modes::mindmapmode::attributeactors::AttributeManagerDialog (Class),2,0
GotoLinkNodeAction in freemind::modes::common (Class),2,0
MapSharingController in plugins::collaboration::jabber::mindmap (Class),12,1
SchemeMapModel in freemind::modes::schememode (Class),8,0
MindMapModeAttributeController in freemind::modes::mindmapmode::attributeactors (Class),18,0
anonymous(ItemListener) in freemind::modes::mindmapmode::attributeactors::AssignAttributeDialog.AssignAttributeDialog() (Class),1,0
anonymous(ListSelectionListener) in accessories::plugins::time::TimeList.startupMapHook() (Class),1,0
PrintMenuAdder in freemind::controller::StructuredMenuHolder (Class),4,0
FreeMindTestBase in tests::freemind (Class),4,1
MindMapPopupMenu in freemind::modes::mindmapmode (Class),3,0
GroupHandler in de::foltin::CompileXsdStart (Class),2,0
OptionPanelFeedback in freemind::preferences::layout::OptionPanel (Class),1,0
AddLocalLinkAction in freemind::modes::mindmapmode::actions (Class),2,0
NavigationPreviousMapAction in freemind::controller::Controller (Class),2,0
anonymous(WindowFocusListener) in freemind::main::FreeMind.main() (Class),2,0
anonymous(PropertyChangeListener) in freemind::controller::Controller.Controller() (Class),1,0
NextLineProperty in freemind::common (Class),5,0
DialogWindowListener in freemind::view::mindmapview::EditNodeBase::EditDialog (Class),2,0
KeyProperty in freemind::preferences::layout::OptionPanel (Class),11,2
anonymous(KeyAdapter) in accessories::plugins::time::TimeList.startupMapHook() (Class),1,0
CloudAdapter in freemind::modes (Class),14,0
SortedMapVector in freemind::controller::filter::util (Class),15,0
anonymous(AbstractAction) in plugins::collaboration::database::DatabaseBasics::FormDialog.setUp() (Class),1,0
SequenceHandler in de::foltin::CompileXsdStart (Class),2,0
AttributeRegistryTable in freemind::modes::mindmapmode::attributeactors (Class),6,0
AttributeController in freemind::modes::attributes (Class),14,0
anonymous(ActionListener) in freemind::controller::Controller::PageAction.actionPerformed() (Class),1,0
EditListAction in freemind::modes::mindmapmode::attributeactors::AttributeManagerDialog (Class),6,1
AttributeExistsCondition in freemind::controller::filter::condition (Class),6,0
OKAction in freemind::modes::mindmapmode::attributeactors::AttributeManagerDialog (Class),2,0
ID_Blank in freemind::modes::LinkRegistryAdapter (Class),0,0
anonymous(Runnable) in accessories::plugins::NodeHistory.invoke() (Class),1,0
RemoveIconAction in freemind::modes::mindmapmode::actions (Class),12,1
SetLinkByTextFieldAction in freemind::modes::mindmapmode::actions (Class),7,0
LoadAction in freemind::controller::filter::FilterComposerDialog (Class),3,0
anonymous(GrabKeyDialog) in freemind::preferences::layout::GrabKeyDialog.init() (Class),2,0
ControllerPopupMenuListener in freemind::modes::ControllerAdapter (Class),4,0
DisposeOnClose in freemind::controller::Controller (Class),2,0
RemoveReminderHook in accessories::plugins::time (Class),2,0
CopyAction in freemind::modes::mindmapmode::actions (Class),2,0
MapModule in freemind::view (Class),12,0
FindAction in freemind::modes::common::actions (Class),11,0
ColorArrowLinkAction in freemind::modes::mindmapmode::actions (Class),8,0
NodeDragListener in freemind::controller (Class),3,0
DeleteAction in freemind::modes::mindmapmode::attributeactors::ListDialog (Class),2,0
DateRenderer in accessories::plugins::time::TimeList (Class),2,1
anonymous(ActionListener) in accessories::plugins::NodeNoteRegistration.showNotesPanel() (Class),1,0
ConjunctConditions in freemind::controller::filter::condition (Class),6,0
Condition in freemind::controller::filter::condition (Class),3,1
anonymous(OptionalDontShowMeAgainDialog.DontShowPropertyHandler) in tests::freemind::DontShowAgainDialogTests.testDialog() (Class),2,0
SelectBranchAction in freemind::modes::mindmapmode::actions (Class),2,0
SchemePopupMenu in freemind::modes::schememode (Class),1,0
ImportMindmanagerFiles in accessories::plugins (Class),4,0
MenuAdder in freemind::controller::StructuredMenuHolder (Class),3,0
AssignAttributesAction in freemind::modes::mindmapmode::MindMapController (Class),2,1
ModeControllerHook in freemind::extensions (Class),0,0
BrowseReminderHook in freemind::modes::browsemode (Class),3,1
RegistrationContainer in freemind::extensions::HookFactory (Class),1,0
ContentPane in freemind::view::mindmapview::NodeViewFactory (Class),2,0
UndoEventReceiver in freemind::extensions (Class),0,0
CreationModificationPlugin in accessories::plugins (Class),10,0
SaveAll in accessories::plugins (Class),3,0
SelectedAttributeChangeListener in freemind::controller::filter::FilterComposerDialog (Class),2,0
anonymous(Runnable) in freemind::main::FreeMindSplash::FeedBackImpl.progress() (Class),1,0
EditControl in freemind::view::mindmapview::EditNodeBase (Class),3,0
ModesMenuActionListener in freemind::controller::MenuBar (Class),2,0
ImportLinkedBranchAction in freemind::modes::mindmapmode::MindMapController (Class),2,0
ForkMainView in freemind::view::mindmapview (Class),11,0
HookInstanciationMethod in freemind::extensions (Class),9,1
XHTMLWriter in freemind::main (Class),8,0
DataFlavorHandler in freemind::modes::mindmapmode::actions::PasteAction (Class),2,0
anonymous(MouseListener) in freemind::view::mindmapview::EditNodeDialog::LongNodeDialog.LongNodeDialog() (Class),6,0
OpenPathAction in freemind::modes::filemode::FileController (Class),2,0
IdentityTransformer in freemind::modes::mindmapmode::dialogs::StylePatternFrame (Class),2,0
ResizeListener in freemind::view::mindmapview::MapView (Class),2,0
BrowseCloudModel in freemind::modes::browsemode (Class),2,0
Base64Tests in tests::freemind (Class),1,0
CenterNodeRunnable in freemind::view::mindmapview::MapView.centerNode() (Class),2,1
EditNodeWYSIWYG in freemind::view::mindmapview (Class),2,0
anonymous(FreemindPropertyListener) in freemind::modes::common::listeners::MindMapMouseWheelEventHandler.MindMapMouseWheelEventHandler() (Class),1,0
ValueTransformator in freemind::modes::mindmapmode::dialogs::StylePatternFrame (Class),1,0
SubmitAction in freemind::view::mindmapview::EditNodeBase::EditDialog (Class),2,0
EdgeStyleAction in freemind::modes::mindmapmode::actions (Class),7,0
IndexPair in freemind::main::HtmlTools (Class),3,0
ComplexContentHandler in de::foltin::CompileXsdStart (Class),1,0
ContentPaneLayout in freemind::view::mindmapview::NodeViewFactory (Class),6,0
ComplexTypeHandler in de::foltin::CompileXsdStart (Class),4,0
CloseButtonClickListener in plugins::collaboration::jabber::mindmap::MapSharingController (Class),6,0
MyFocusListener in freemind::view::mindmapview::attributeview::AttributeTable (Class),3,0
ImageFilter in freemind::extensions::ExportHook (Class),3,0
anonymous(SingleNodeOperation) in freemind::modes::mindmapmode::actions::UsePlainTextAction.UsePlainTextAction() (Class),1,0
CreateConjunctConditionAction in freemind::controller::filter::FilterComposerDialog (Class),2,0
FreeMindMain in freemind::main (Class),40,2
NodeTextComparator in accessories::plugins::SortNodes (Class),2,0
VersionInformation in freemind::main::FreeMindMain (Class),4,0
NodeMouseMotionObserver in freemind::controller::NodeMouseMotionListener (Class),1,0
NodeNote in accessories::plugins (Class),4,0
anonymous(ActionListener) in freemind::common::ComboProperty.ComboProperty() (Class),1,0
MapModuleChangeObserver in freemind::controller::MapModuleManager (Class),5,0
HeaderMouseListener in freemind::view::mindmapview::attributeview::AttributeTable (Class),2,0
IgnoreCaseNodeContainsCondition in freemind::controller::filter::condition (Class),6,0
anonymous(ActionListener) in freemind::view::mindmapview::EditNodeWYSIWYG::HTMLDialog.HTMLDialog() (Class),1,0
FitToPage in accessories::plugins (Class),5,0
Tools in freemind::main (Class),72,0
CancelAction in freemind::modes::mindmapmode::attributeactors::AttributeManagerDialog (Class),2,0
NewPreviousSiblingAction in freemind::modes::mindmapmode::actions (Class),2,0
AddAction in freemind::modes::mindmapmode::attributeactors::AssignAttributeDialog (Class),3,0
anonymous(AbstractAction) in accessories::plugins::time::TimeList.startupMapHook() (Class),1,0
CompareConditionAdapter in freemind::controller::filter::condition (Class),5,0
AbstractActorXml in freemind::modes::mindmapmode::actions::xml (Class),6,0
AttributeViewScrollPane in freemind::view::mindmapview::attributeview (Class),4,0
CenterAction in freemind::modes::filemode::FileController (Class),2,0
MindMapFilterFileFilter in freemind::controller::filter::FilterComposerDialog (Class),4,0
VerticalRootNodeViewLayout in freemind::view::mindmapview (Class),7,1
HtmlConversionTests in tests::freemind (Class),16,0
Iterator in freemind::modes::mindmapmode::attributeactors::MindMapModeAttributeController (Class),2,0
anonymous(TextTranslator) in tests::freemind::DontShowAgainDialogTests.testDialog() (Class),1,0
BackgroundSwatch in freemind::controller::Controller (Class),2,0
EdgeView in freemind::view::mindmapview (Class),16,3
MenuItemEnabledListener in freemind::controller (Class),1,0
FilePopupMenu in freemind::modes::filemode (Class),2,0
SequenceElementHandler in de::foltin::CompileXsdStart (Class),2,0
anonymous(AbstractAction) in accessories::plugins::dialogs::ManagePatternsPopupDialog.getJOKButton() (Class),1,0
RenameAction in freemind::modes::mindmapmode::attributeactors::ListDialog (Class),2,0
ShowSelectionAsRectangleAction in freemind::controller::Controller (Class),3,0
UnregistryAttributeValueActor in freemind::modes::mindmapmode::attributeactors (Class),7,0
AcceptButtonClickListener in plugins::collaboration::jabber::mindmap::MapSharingController (Class),6,0
NodeHolder in accessories::plugins::NodeHistory (Class),6,0
anonymous(FocusListener) in freemind::main::FreeMind::FocusSearch.<Initializer>() (Class),2,0
ExportBranchAction in freemind::modes::mindmapmode::actions (Class),2,0
anonymous(WindowAdapter) in accessories::plugins::time::TimeManagement.startupMapHook() (Class),1,0
NodeHistory in accessories::plugins (Class),4,0
anonymous(MapModuleChangeObserver) in freemind::main::FreeMind.setScreenBounds() (Class),5,0
StylePatternListProperty in accessories::plugins::AutomaticLayout (Class),10,1
anonymous(Runnable) in freemind::modes::common::plugins::ReminderHookBase::CheckReminder.run() (Class),1,0
LoggingOutputStream in freemind::main (Class),2,0
ReaderCreator in freemind::modes::mindmapmode::MindMapMapModel (Class),1,0
anonymous(AbstractAction) in accessories::plugins::time::TimeList.startupMapHook() (Class),1,0
ImportBranchAction in freemind::modes::mindmapmode::MindMapController (Class),2,0
FormularEntity in accessories::plugins::FormularEditor (Class),11,3
ShowAttributeDialogAction in freemind::controller::Controller (Class),3,0
MindIcon in freemind::modes (Class),21,2
FilterToolbar in freemind::controller::filter (Class),13,0
anonymous(WindowAdapter) in freemind::controller::Controller::PropertyAction.actionPerformed() (Class),1,0
ArrowLinkView in freemind::view::mindmapview (Class),18,6
anonymous(Runnable) in accessories::plugins::NodeNote.startupMapHook() (Class),1,0
MenuItemSelectedListener in freemind::controller (Class),1,0
HookFactory in freemind::extensions (Class),11,0
anonymous(FilenameFilter) in freemind::modes::mindmapmode::MindMapController.createIconActions() (Class),1,0
anonymous(KeyListener) in freemind::view::mindmapview::EditNodeDialog::LongNodeDialog.LongNodeDialog() (Class),3,0
ColumnWidthChangeListener in freemind::modes::attributes (Class),1,0
anonymous(JSpinner) in accessories::plugins::time::JSpinField.JSpinField() (Class),3,0
CloseAction in freemind::controller::filter::FilterComposerDialog (Class),2,0
anonymous(Runnable) in freemind::controller::Controller::DocumentationAction.actionPerformed() (Class),1,0
MindMapXMLElement in freemind::modes::mindmapmode (Class),9,0
StandardPropertyHandler in freemind::common::OptionalDontShowMeAgainDialog (Class),3,0
MindMapNodesSelection in freemind::controller (Class),7,0
Visitor in freemind::modes::mindmapmode::attributeactors::MindMapModeAttributeController (Class),1,0
NotesRenderer in accessories::plugins::time::TimeList (Class),2,1
ChangeArrowsInArrowLinkAction in freemind::modes::mindmapmode::actions (Class),9,0
XmlExporter in accessories::plugins::util::xslt (Class),3,0
AddConditionAction in freemind::controller::filter::FilterComposerDialog (Class),2,0
PreviewDialog in freemind::controller::printpreview (Class),6,0
ActionFactory in freemind::modes::mindmapmode::actions::xml (Class),15,0
OptionPanel in freemind::preferences::layout (Class),14,0
MindMapArrowLink in freemind::modes (Class),10,0
LongNodeDialog in freemind::view::mindmapview::EditNodeDialog (Class),7,0
ActionHandler in freemind::preferences::layout::GrabKeyDialog (Class),3,0
AssignAttributeDialog in freemind::modes::mindmapmode::attributeactors (Class),11,0
anonymous(ItemListener) in freemind::modes::mindmapmode::MindMapToolBar.MindMapToolBar() (Class),1,0
RedoAction in freemind::modes::mindmapmode::actions (Class),2,0
anonymous(Runnable) in accessories::plugins::time::TimeList::FilterTextDocumentListener::DelayedTextEntry.run() (Class),1,0
anonymous(WindowAdapter) in freemind::main::FreeMind.setScreenBounds() (Class),1,0
SchemeEdgeModel in freemind::modes::schememode (Class),1,0
MapMouseMotionReceiver in freemind::controller::MapMouseMotionListener (Class),3,0
ObjectHolder in freemind::main::Tools (Class),3,0
anonymous(TextTranslator) in freemind::preferences::layout::OptionPanel.getControls() (Class),1,0
LeftNodeViewLayout in freemind::view::mindmapview (Class),7,1
FreeMindStarter in freemind::main (Class),10,0
DatabaseConnectionHook in plugins::collaboration::database (Class),16,1
Filter in freemind::controller::filter (Class),9,0
BooleanHolder in freemind::main::Tools (Class),4,0
KeyEventQueue in freemind::view::mindmapview::EditNodeBase.redispatchKeyEvents() (Class),5,0
anonymous(ErrorHandler) in plugins::script::ScriptEditorPanel.getErrorHandler() (Class),1,0
HTMLDialog in freemind::view::mindmapview::EditNodeWYSIWYG (Class),10,0
FlatNodeTableFilterModel in accessories::plugins::time (Class),9,0
HtmlFlavorHandler in freemind::modes::mindmapmode::actions::PasteAction (Class),2,0
NodeViewLayout in freemind::view::mindmapview (Class),3,0
ActionHandler in freemind::modes::mindmapmode::actions::xml (Class),4,0
anonymous(ActionListener) in freemind::view::mindmapview::attributeview::AttributePopupMenu.getUp() (Class),1,0
SelectAllAction in freemind::modes::mindmapmode::actions (Class),1,0
anonymous(SingleNodeOperation) in freemind::modes::mindmapmode::MindMapController.<Initializer>() (Class),1,0
ConditionRenderer in freemind::controller::filter::condition (Class),3,0
HtmlTools in freemind::main (Class),26,0
anonymous(Runnable) in accessories::plugins::BlinkingNodeHook::TimerColorChanger.run() (Class),1,0
ButtonEditor in freemind::modes::mindmapmode::attributeactors::AttributeRegistryTable (Class),5,0
NodeMotionListenerView in freemind::view::mindmapview (Class),6,1
SimplyHtmlResources in accessories::plugins::NodeNoteRegistration (Class),2,1
SaveAction in freemind::controller::filter::FilterComposerDialog (Class),3,0
ItalicAction in freemind::modes::mindmapmode::actions (Class),8,0
anonymous(AbstractAction) in freemind::modes::common::dialogs::EnterPasswordDialog.getJCancelButton() (Class),1,0
TimeManagement in accessories::plugins::time (Class),13,0
NodeHolder in accessories::plugins::time::TimeList (Class),5,0
SignedScriptTests in tests::freemind (Class),3,0
RootDestinationNodesGetter in freemind::extensions::HookInstanciationMethod (Class),3,0
anonymous(ErrorHandler) in plugins::script::ScriptingRegistration.act() (Class),1,0
UnderlinedAction in freemind::modes::mindmapmode::actions (Class),8,0
FileController in freemind::modes::filemode (Class),9,0
anonymous(ActionListener) in freemind::view::mindmapview::attributeview::AttributePopupMenu.getDelete() (Class),1,0
anonymous(ActionListener) in freemind::view::mindmapview::EditNodeDialog::LongNodeDialog.LongNodeDialog() (Class),1,0
PermanentNodeHookAdapter in freemind::extensions (Class),18,1
JabberSender in plugins::collaboration::jabber::mindmap (Class),12,1
anonymous(AbstractAction) in accessories::plugins::time::TimeList.startupMapHook() (Class),1,0
StringReaderCreator in freemind::modes::mindmapmode::MindMapMapModel (Class),3,0
ConditionListMouseListener in freemind::controller::filter::FilterComposerDialog (Class),2,0
anonymous(ErrorHandler) in plugins::script::ScriptingEngine.performScriptOperation() (Class),1,0
AttributeTreeNodeInfo in freemind::modes::mindmapmode::attributeactors::ImportAttributesDialog (Class),2,0
ButtonHolder in freemind::main::Tools (Class),5,0
EvaluateAction in freemind::modes::schememode::SchemeController (Class),2,0
anonymous(EditNodeBase.EditControl) in freemind::modes::mindmapmode::actions::EditAction.edit() (Class),3,1
HookAdapter in freemind::extensions (Class),13,3
QuitAction in freemind::controller::Controller (Class),2,0
NodeMotionListener in freemind::controller (Class),10,0
BrowseMapModel in freemind::modes::browsemode (Class),15,0
LockManager in freemind::modes::mindmapmode::MindMapMapModel (Class),9,3
SeparatorHolder in freemind::controller::StructuredMenuHolder (Class),1,1
NodeCompareCondition in freemind::controller::filter::condition (Class),6,0
PasteAction in freemind::modes::mindmapmode::actions (Class),20,1
FreemindHelpStarter in plugins::help (Class),1,0
ToggleFoldedAction in freemind::modes::mindmapmode::actions (Class),9,1
NodeRenderer in accessories::plugins::time::TimeList (Class),2,1
BackButtonClickListener in plugins::collaboration::jabber::mindmap::MapSharingController (Class),6,0
RemoveAllIconsAction in freemind::modes::mindmapmode::actions (Class),10,1
anonymous(EditNodeBase.EditControl) in freemind::modes::mindmapmode::actions::EditAction.edit() (Class),3,1
anonymous(OptionalDontShowMeAgainDialog.DontShowPropertyHandler) in tests::freemind::DontShowAgainDialogTests.testDialog() (Class),2,0
ShowFilterToolbarAction in freemind::controller::Controller (Class),2,0
anonymous(WindowAdapter) in accessories::plugins::dialogs::EnterPasswordDialog.initialize() (Class),1,0
anonymous(ActionListener) in freemind::modes::mindmapmode::attributeactors::AssignAttributeDialog.AssignAttributeDialog() (Class),1,0
ConditionListSelectionListener in freemind::controller::filter::FilterComposerDialog (Class),5,0
NodeColorAction in freemind::modes::mindmapmode::actions (Class),6,1
anonymous(AbstractAction) in freemind::modes::common::dialogs::EnterPasswordDialog.getJOKButton() (Class),1,0
anonymous(ActionListener) in freemind::common::ThreeCheckBoxProperty.ThreeCheckBoxProperty() (Class),1,0
StatefulNodeHook in freemind::extensions (Class),5,0
AboutAction in freemind::controller::Controller (Class),2,0
