Class,Methods,Over-exposed methods
anonymous(javax.swing.event.HyperlinkListener) in edu::umd::cs::findbugs::gui2::AboutDialog.initComponents() (Class),1,0
FieldAccess in edu::umd::cs::findbugs::ba::bcp (Class),4,0
MutableStaticFields in edu::umd::cs::findbugs::detect (Class),11,0
ReflectionDetectorCreator in edu::umd::cs::findbugs::DetectorFactory (Class),5,1
PropertyReadAt in edu::umd::cs::findbugs::util::WriteOnceProperties (Class),2,0
IClassConstants in edu::umd::cs::findbugs::classfile (Class),1,0
BackwardTypeQualifierDataflowFactoryFactory in edu::umd::cs::findbugs::classfile::engine::bcel (Class),2,1
NullnessValue in edu::umd::cs::findbugs::ba::npe2 (Class),15,7
FindBugsFilterFileFilter in edu::umd::cs::findbugs::gui2 (Class),4,1
AboutDialog in edu::umd::cs::findbugs::gui2 (Class),8,0
UpdateChecker in edu::umd::cs::findbugs::updates (Class),24,0
RandomIdAttribute in edu::umd::cs::findbugs::ml::ConvertToARFF (Class),7,0
DisplayBug in edu::umd::cs::findbugs::gui2::SourceCodeDisplay (Class),2,0
FieldDescriptor in edu::umd::cs::findbugs::ba::SourceInfoMap (Class),5,0
FindBugsAnalysisFeatures in edu::umd::cs::findbugs (Class),5,1
ReadReturnShouldBeChecked in edu::umd::cs::findbugs::detect (Class),7,0
FindBadForLoop in edu::umd::cs::findbugs::detect (Class),3,0
Methods in edu::umd::cs::findbugs::detect (Class),3,0
ParameterWarningSuppressor in edu::umd::cs::findbugs (Class),2,0
CachedExceptionSet in edu::umd::cs::findbugs::ba::type::TypeAnalysis (Class),5,0
BugPattern in edu::umd::cs::findbugs (Class),24,9
SplitCamelCaseIdentifierTest in edu::umd::cs::findbugs::ml (Class),8,0
RepeatedConditionals in edu::umd::cs::findbugs::detect (Class),6,0
MaxRankDecorator in edu::umd::cs::findbugs::bugReporter (Class),2,0
SortedBugCollection in edu::umd::cs::findbugs (Class),104,26
TypeQualifierDatabase in edu::umd::cs::findbugs::ba::jsr305 (Class),6,0
UnpackedCode in edu::umd::cs::findbugs::classfile::engine::bcel (Class),3,0
UserTextFile in edu::umd::cs::findbugs::charsets (Class),5,0
anonymous(FileFilter) in edu::umd::cs::findbugs::gui2::PreferencesFrame.createPluginPane()::anonymous(ActionListener).actionPerformed() (Class),2,0
SuperfluousInstanceOf in edu::umd::cs::findbugs::detect (Class),5,0
ProjectStats in edu::umd::cs::findbugs (Class),38,10
anonymous(XPathFind) in edu::umd::cs::findbugs::xml::XPathFind.main() (Class),1,0
Obfuscate in edu::umd::cs::findbugs (Class),16,0
PrefixMatcher in edu::umd::cs::findbugs::workflow::RejarClassesForAnalysis::RejarClassesForAnalysisCommandLine (Class),4,0
FindMismatchedWaitOrNotify in edu::umd::cs::findbugs::detect (Class),5,0
SpringUtilities in edu::umd::cs::findbugs::gui2 (Class),4,0
TypeQualifierApplications in edu::umd::cs::findbugs::ba::jsr305 (Class),32,0
UnionBugs in edu::umd::cs::findbugs::anttask (Class),7,0
FindBugsDefaultAnnotations in edu::umd::cs::findbugs::ba::jsr305 (Class),1,0
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::MainFrameTree.createBranchPopUpMenu() (Class),1,0
BugCollectionBugReporter in edu::umd::cs::findbugs (Class),12,1
ReturnPathDataflowFactory in edu::umd::cs::findbugs::classfile::engine::bcel (Class),2,1
CallSite in edu::umd::cs::findbugs (Class),10,3
Filter in edu::umd::cs::findbugs::filter (Class),23,0
SourceSearcher in edu::umd::cs::findbugs::workflow (Class),4,0
UserPreferences in edu::umd::cs::findbugs::config (Class),40,1
CallListAnalysis in edu::umd::cs::findbugs::ba::ca (Class),14,0
InheritanceEdge in edu::umd::cs::findbugs::ba::ch (Class),1,0
FindSelfComparison2 in edu::umd::cs::findbugs::detect (Class),5,0
FindBugsProgress in edu::umd::cs::findbugs (Class),7,2
anonymous(DiscoverSourceDirectories.Progress) in edu::umd::cs::findbugs::DiscoverSourceDirectories.main() (Class),9,0
BackwardTypeQualifierDataflowFactory in edu::umd::cs::findbugs::ba::jsr305 (Class),3,0
anonymous(FieldOrMethodDescriptorCreator) in edu::umd::cs::findbugs::classfile::engine::ClassParser.readMethod() (Class),1,0
anonymous(java.awt.event.FocusAdapter) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),1,0
anonymous(PrivilegedExceptionAction) in edu::umd::cs::findbugs::tools::junit::JUnitJarRunner.buildTestSuite() (Class),1,0
FilterActivityNotifier in edu::umd::cs::findbugs::gui2::FilterActivity (Class),2,0
DesignationKeyComparator in edu::umd::cs::findbugs::I18N (Class),4,0
NavigableTextPane in edu::umd::cs::findbugs::sourceViewer (Class),12,0
anonymous(DocumentListener) in edu::umd::cs::findbugs::gui2::CloudCommentsPane.CloudCommentsPane() (Class),4,0
anonymous(RunnableWithExceptions) in edu::umd::cs::findbugs::ba::ch::Subtypes2Test.testIdentitySubtype() (Class),1,0
ClassContext in edu::umd::cs::findbugs::ba (Class),91,2
anonymous(Runnable) in edu::umd::cs::findbugs::gui::RunAnalysisDialog::RunAnalysisProgress.beginStage() (Class),1,0
anonymous(ComputeEffectiveTypeQualifierAnnotation) in edu::umd::cs::findbugs::ba::jsr305::TypeQualifierApplications.getEffectiveTypeQualifierAnnotation() (Class),2,0
ExceptionThrown in edu::umd::cs::findbugs::detect::RuntimeExceptionCapture (Class),1,0
Debug in edu::umd::cs::findbugs::gui2 (Class),4,0
DefaultSortedTableModel in edu::umd::cs::findbugs::gui (Class),20,1
Progress in edu::umd::cs::findbugs::DiscoverSourceDirectories (Class),7,5
BlockingSourceRepository in edu::umd::cs::findbugs::ba::SourceFinder (Class),8,2
SetInfoCommandLine in edu::umd::cs::findbugs::workflow::SetBugDatabaseInfo (Class),4,0
XMLOutputUtil in edu::umd::cs::findbugs::xml (Class),5,0
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::FBFileChooser.addHiddenFileCheckBox() (Class),1,0
NameLookup in edu::umd::cs::findbugs::cloud::username (Class),3,0
UnconditionalValueDerefDataflow in edu::umd::cs::findbugs::ba::deref (Class),1,0
DefaultNullnessAnnotations in edu::umd::cs::findbugs::ba (Class),2,0
PromptForNameLookup in edu::umd::cs::findbugs::cloud::username (Class),3,0
MergeSummarizeAndView in edu::umd::cs::findbugs::workflow (Class),17,0
anonymous(java.awt.event.ActionListener) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),1,0
anonymous(java.awt.event.ActionListener) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),1,0
InefficientToArray in edu::umd::cs::findbugs::detect (Class),6,0
NameValuePair in edu::umd::cs::findbugs::xml::XMLAttributeList (Class),3,2
ReturnPathTypeTest in edu::umd::cs::findbugs::ba::npe (Class),11,0
CheckBoxList in edu::umd::cs::findbugs::gui2 (Class),4,1
ValidationSecurityManager in edu::umd::cs::findbugs::ba::jsr305::TypeQualifierValue (Class),3,0
anonymous(BasicSplitPaneUI) in edu::umd::cs::findbugs::gui2::MainFrameComponentFactory.summaryTab() (Class),1,0
anonymous(AnalysisCallback) in edu::umd::cs::findbugs::gui2::AnalyzingDialog.AnalyzingDialog() (Class),2,0
anonymous(BugAction) in edu::umd::cs::findbugs::gui2::CloudCommentsPane.setDesignation() (Class),1,0
ReverseDFSOrder in edu::umd::cs::findbugs::ba (Class),1,0
anonymous(BasicSplitPaneDivider) in edu::umd::cs::findbugs::gui2::MainFrameComponentFactory.summaryTab()::anonymous(BasicSplitPaneUI).createDefaultDivider() (Class),1,0
Viewer in edu::umd::cs::findbugs::gui2::SplashFrame (Class),6,1
FindTwoLockWait in edu::umd::cs::findbugs::detect (Class),8,0
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::CloudCommentsPaneSwing.setupLinksOrButtons() (Class),1,0
EngineRegistrar in edu::umd::cs::findbugs::classfile::engine (Class),3,0
anonymous(Runnable) in edu::umd::cs::findbugs::gui2::DisplayNonmodelMessage.<Initializer>() (Class),1,0
TypeDataflow in edu::umd::cs::findbugs::ba::type (Class),3,0
SupertypeQueryResults in edu::umd::cs::findbugs::ba::ch::Subtypes2 (Class),5,0
anonymous(CloudFilter) in edu::umd::cs::findbugs::gui2::ViewFilter::CloudFilter (Class),1,0
FindUnsatisfiedObligation in edu::umd::cs::findbugs::detect (Class),5,0
CategoryFilteringBugReporter in edu::umd::cs::findbugs (Class),3,0
CFGBuilder in edu::umd::cs::findbugs::ba (Class),2,0
anonymous(ThreadLocal) in edu::umd::cs::findbugs::ba::jsr305::TypeQualifierAnnotation.<Initializer>() (Class),1,0
anonymous(java.awt.event.ActionListener) in edu::umd::cs::findbugs::gui::AnalysisErrorDialog.initComponents() (Class),1,0
anonymous(AnalysisLocal) in edu::umd::cs::findbugs::ba::ClassContext.<Initializer>() (Class),1,0
UnionResultsCommandLine in edu::umd::cs::findbugs::workflow::UnionResults (Class),3,0
BackwardProgramOrder in edu::umd::cs::findbugs::ba::Dataflow (Class),2,0
ThrownExceptionIterator in edu::umd::cs::findbugs::ba::type::ExceptionSet (Class),8,2
ExitCodes in edu::umd::cs::findbugs (Class),1,0
ProjectFilterSettingsTest in edu::umd::cs::findbugs::config (Class),9,0
Profiler in edu::umd::cs::findbugs::log (Class),12,0
anonymous(java.awt.event.ActionListener) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),1,0
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::NewProjectWizard.NewProjectWizard() (Class),4,0
PatternMatcher in edu::umd::cs::findbugs::workflow::RejarClassesForAnalysis::RejarClassesForAnalysisCommandLine (Class),2,0
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::MainFrame.addDesignationItem() (Class),1,0
MissingClassException in edu::umd::cs::findbugs::classfile (Class),3,0
anonymous(CloudFilter) in edu::umd::cs::findbugs::gui2::ViewFilter::CloudFilter (Class),2,0
AbstractDominatorsAnalysis in edu::umd::cs::findbugs::ba (Class),12,0
anonymous(Runnable) in edu::umd::cs::findbugs::gui::RunAnalysisDialog::RunAnalysisProgress.finishPerClassAnalysis() (Class),1,0
anonymous(java.awt.event.ActionListener) in edu::umd::cs::findbugs::gui::AboutDialog.initComponents() (Class),1,0
anonymous(Runnable) in edu::umd::cs::findbugs::gui2::AbstractSwingGuiCallback.showMessageDialog() (Class),1,0
ClassNameAndSuperclassInfoAnalysisEngine in edu::umd::cs::findbugs::classfile::engine (Class),4,1
PutfieldScanner in edu::umd::cs::findbugs::ba (Class),2,0
MethodBytecodeSetFactory in edu::umd::cs::findbugs::classfile::engine::bcel (Class),3,0
LoopFinder in edu::umd::cs::findbugs::detect::FindCircularDependencies (Class),4,0
anonymous(java.awt.event.ActionListener) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),1,0
SwingCommandLine in edu::umd::cs::findbugs::gui::FindBugsFrame (Class),6,3
DirectlyRelevantTypeQualifiersDatabase in edu::umd::cs::findbugs::ba::jsr305 (Class),4,0
IsNullConditionDecision in edu::umd::cs::findbugs::ba::npe (Class),8,0
ClassStats in edu::umd::cs::findbugs::PackageStats (Class),13,5
MyAbstractCloud in edu::umd::cs::findbugs::cloud::AbstractCloudTest (Class),26,0
NULL2Z in edu::umd::cs::findbugs::bcel::generic (Class),1,0
TestNullnessValue in edu::umd::cs::findbugs::ba::npe2 (Class),3,0
anonymous(TypeCategory) in edu::umd::cs::findbugs::ba::generic::GenericUtilities::TypeCategory (Class),2,0
AboutDialog in edu::umd::cs::findbugs::gui (Class),8,0
anonymous(Runnable) in edu::umd::cs::findbugs::gui2::MainFrameLoadSaveHelper.loadAnalysis() (Class),1,0
SuppressionMatcher in edu::umd::cs::findbugs (Class),7,1
ReturnPathType in edu::umd::cs::findbugs::ba::npe (Class),11,4
anonymous(Runnable) in edu::umd::cs::findbugs::gui2::AnalyzingDialog::AnalysisThread.scheduleDialogCleanup() (Class),1,0
CloudStatusListener in edu::umd::cs::findbugs::cloud::Cloud (Class),2,1
LongOrDoubleLocalVariable in edu::umd::cs::findbugs::ba::bcp (Class),2,0
RemoteDirectoryEntry in edu::umd::cs::findbugs::ba::URLClassPath (Class),4,0
ZipCodeBaseFactory in edu::umd::cs::findbugs::classfile::impl (Class),3,0
AnnotatedString in edu::umd::cs::findbugs::gui (Class),8,2
JAIFScanner in edu::umd::cs::findbugs::jaif (Class),9,4
DefinitelyNullSetAnalysis in edu::umd::cs::findbugs::ba::npe2 (Class),15,0
InvalidBytecodeException in edu::umd::cs::findbugs::ba (Class),6,0
ReverseDepthFirstSearch in edu::umd::cs::findbugs::ba (Class),2,0
FindCircularDependencies in edu::umd::cs::findbugs::detect (Class),7,0
FindBugsFrame in edu::umd::cs::findbugs::gui (Class),121,7
RegexpStringMatcher in edu::umd::cs::findbugs::ba::bcp::Invoke (Class),2,0
anonymous(java.awt.event.WindowAdapter) in edu::umd::cs::findbugs::gui2::NewProjectWizard.createFilePanel()::anonymous(ActionListener).actionPerformed()::anonymous(Runnable).run() (Class),1,0
DroppedException in edu::umd::cs::findbugs::detect (Class),9,0
BugLoader in edu::umd::cs::findbugs::gui2 (Class),13,2
anonymous(Sortables) in edu::umd::cs::findbugs::gui2::Sortables (Class),2,0
anonymous(JavaClassAndMethodChooser) in edu::umd::cs::findbugs::ba::Hierarchy.<Initializer>() (Class),2,0
TypeQualifierValueSet in edu::umd::cs::findbugs::ba::jsr305 (Class),34,5
BadSyntaxForRegularExpression in edu::umd::cs::findbugs::detect (Class),8,0
Decision in edu::umd::cs::findbugs::ba::npe2 (Class),3,2
PruneInfeasibleExceptionEdges in edu::umd::cs::findbugs::ba (Class),5,0
ExceptionSetFactory in edu::umd::cs::findbugs::ba::type (Class),8,0
MethodHash in edu::umd::cs::findbugs::ba (Class),15,2
MissingNodeException in edu::umd::cs::findbugs::ml::ConvertToARFF (Class),2,0
anonymous(java.awt.event.ActionListener) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),1,0
StackDepth in edu::umd::cs::findbugs::ba (Class),4,1
anonymous(ZipElementHandler) in edu::umd::cs::findbugs::workflow::RejarClassesForAnalysis.execute() (Class),1,0
anonymous(java.awt.event.ActionListener) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),1,0
MethodDescriptor in edu::umd::cs::findbugs::ba::SourceInfoMap (Class),5,0
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::MainFrameMenu.createMainMenuBar() (Class),1,0
DetectorFactory in edu::umd::cs::findbugs (Class),26,9
anonymous(java.awt.event.ActionListener) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),1,0
UnionResults in edu::umd::cs::findbugs::workflow (Class),4,0
TypeAnnotation in edu::umd::cs::findbugs (Class),20,1
anonymous(WarningDecorator) in edu::umd::cs::findbugs::detect::FindRefComparison.analyzeMethod() (Class),1,0
PluginUpdate in edu::umd::cs::findbugs::updates::UpdateChecker (Class),7,0
ClassPathImpl in edu::umd::cs::findbugs::classfile::impl (Class),10,1
anonymous(JavaClassAndMethodChooser) in edu::umd::cs::findbugs::ba::Hierarchy.<Initializer>() (Class),2,0
InvalidJUnitTest in edu::umd::cs::findbugs::detect (Class),10,0
BugTreeNode in edu::umd::cs::findbugs::gui::FindBugsFrame (Class),4,0
FindFloatEquality in edu::umd::cs::findbugs::detect (Class),7,0
BadUseOfReturnValue in edu::umd::cs::findbugs::detect (Class),4,0
DataflowAnalysisException in edu::umd::cs::findbugs::ba (Class),9,0
TreemapVisualization in edu::umd::cs::findbugs::workflow (Class),6,0
BugInstanceByCategoryComparator in edu::umd::cs::findbugs::gui::FindBugsFrame (Class),3,0
anonymous(RunnableWithExceptions) in edu::umd::cs::findbugs::ba::ch::Subtypes2Test.testArrayOfPrimitiveIsSubtypeOfObject() (Class),1,0
IntAnnotation in edu::umd::cs::findbugs (Class),19,3
PriorityAdjustment in edu::umd::cs::findbugs::props (Class),3,0
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::NewFilterFrame.NewFilterFrame() (Class),1,0
DistanceComparator in edu::umd::cs::findbugs::sourceViewer::NavigableTextPane (Class),2,0
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::MainFrameMenu.setViewMenu() (Class),1,0
anonymous(CloudFilter) in edu::umd::cs::findbugs::gui2::ViewFilter::CloudFilter (Class),2,0
BetterCFGBuilder2 in edu::umd::cs::findbugs::ba (Class),13,0
anonymous(JavaClassAndMethodChooser) in edu::umd::cs::findbugs::ba::Hierarchy.<Initializer>() (Class),2,0
anonymous(DefaultListCellRenderer) in edu::umd::cs::findbugs::gui2::CloudCommentsPane.CloudCommentsPane() (Class),1,0
ConvertToARFF in edu::umd::cs::findbugs::ml (Class),26,1
Invoke in edu::umd::cs::findbugs::ba::bcp (Class),8,0
JAIFEvents in edu::umd::cs::findbugs::jaif (Class),8,0
Dom4JXMLOutput in edu::umd::cs::findbugs::xml (Class),17,0
RelationalOp in edu::umd::cs::findbugs::filter (Class),8,1
ZipInputStreamCodeBaseEntry in edu::umd::cs::findbugs::classfile::impl (Class),10,0
RemoteArchiveEntry in edu::umd::cs::findbugs::ba::URLClassPath (Class),4,0
PrettyPrintBugDescriptions in edu::umd::cs::findbugs::tools::html (Class),16,0
ConstantAnalysis in edu::umd::cs::findbugs::ba::constant (Class),7,0
anonymous(FieldOrMethodDescriptorCreator) in edu::umd::cs::findbugs::classfile::engine::ClassParser.readField() (Class),1,0
IClassObserver in edu::umd::cs::findbugs::classfile (Class),1,0
anonymous(Sortables) in edu::umd::cs::findbugs::gui2::Sortables (Class),5,0
anonymous(Sortables) in edu::umd::cs::findbugs::gui2::Sortables (Class),3,0
ConfigureDetectorsDialog in edu::umd::cs::findbugs::gui (Class),13,0
SplitLayout in edu::umd::cs::findbugs::gui2 (Class),11,0
FindBugs2 in edu::umd::cs::findbugs (Class),59,4
FieldDescriptor in edu::umd::cs::findbugs::classfile (Class),4,0
ClassFileNameMismatch in edu::umd::cs::findbugs::workflow::RejarClassesForAnalysis (Class),1,0
BugRenderer in edu::umd::cs::findbugs::gui2 (Class),2,0
TargetEnumeratingVisitor in edu::umd::cs::findbugs::ba (Class),13,5
AbstractBlockOrder in edu::umd::cs::findbugs::ba (Class),3,0
OpcodeStack in edu::umd::cs::findbugs (Class),65,6
MethodBytecodeSet in edu::umd::cs::findbugs::ba (Class),2,0
ReturnPathTypeDataflow in edu::umd::cs::findbugs::ba::npe (Class),1,0
anonymous(Comparator) in edu::umd::cs::findbugs::plan::ExecutionPlan.appendDetectorsToPass() (Class),1,0
AnalysisCallback in edu::umd::cs::findbugs::gui2 (Class),2,0
ValueNumberFrameModelingVisitor in edu::umd::cs::findbugs::ba::vna (Class),35,0
TypeQualifierResolver in edu::umd::cs::findbugs::ba::jsr305 (Class),7,0
ObligationPolicyDatabase in edu::umd::cs::findbugs::ba::obl (Class),11,0
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::CloudCommentsPane.CloudCommentsPane() (Class),1,0
ClassVertex in edu::umd::cs::findbugs::ba::ch (Class),21,7
UnresolvedXField in edu::umd::cs::findbugs::ba (Class),10,0
FilterByCalls in edu::umd::cs::findbugs::log::Profiler (Class),2,0
anonymous(FactoryChooser) in edu::umd::cs::findbugs::Plugin.getFactoryByShortName() (Class),1,0
CloudComboBoxRenderer in edu::umd::cs::findbugs::gui2::NewProjectWizard (Class),2,0
NonExceptionPostdominatorsAnalysis in edu::umd::cs::findbugs::classfile::engine::bcel (Class),1,0
VersionMatcher in edu::umd::cs::findbugs::filter (Class),3,0
IncompatMaskTest in edu::umd::cs::findbugs::detect (Class),2,0
DismantleBytecode in edu::umd::cs::findbugs::visitclass (Class),68,14
AnalysisThread in edu::umd::cs::findbugs::gui2::AnalyzingDialog (Class),5,0
anonymous(Runnable) in edu::umd::cs::findbugs::gui2::MainFrame::MyGuiCallback.setErrorMessage() (Class),1,0
anonymous(TypeCategory) in edu::umd::cs::findbugs::ba::generic::GenericUtilities::TypeCategory (Class),2,0
Entry in edu::umd::cs::findbugs::ba::URLClassPath (Class),3,2
anonymous(java.awt.event.ActionListener) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),1,0
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::NewProjectWizard.NewProjectWizard() (Class),1,0
anonymous(RunnableWithExceptions) in edu::umd::cs::findbugs::ba::ch::Subtypes2Test.testUnrelatedTypes() (Class),1,0
IfNull in edu::umd::cs::findbugs::ba::bcp (Class),3,0
TestASM in edu::umd::cs::findbugs::detect (Class),3,0
NoteCheckReturnValueAnnotations in edu::umd::cs::findbugs::detect (Class),3,0
DuplicatePluginIdError in edu::umd::cs::findbugs::plugins (Class),4,0
anonymous(java.awt.event.ActionListener) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),1,0
ZipFileCodeBase in edu::umd::cs::findbugs::classfile::impl (Class),6,0
ExceptionSetFactoryFactory in edu::umd::cs::findbugs::classfile::engine::bcel (Class),2,1
FunctionsThatMightBeMistakenForProcedures in edu::umd::cs::findbugs::detect (Class),7,0
SerializableIdiom in edu::umd::cs::findbugs::detect (Class),13,0
TextUIProgressCallback in edu::umd::cs::findbugs (Class),11,0
CallListDataflowFactory in edu::umd::cs::findbugs::classfile::engine::bcel (Class),2,1
BugFilingCommentHelper in edu::umd::cs::findbugs::cloud (Class),9,0
WebCloudNameLookup in edu::umd::cs::findbugs::cloud::username (Class),16,4
ConstraintGraph in edu::umd::cs::findbugs::plan (Class),3,1
DeadLocalStoreProperty in edu::umd::cs::findbugs::detect (Class),2,0
ComparatorIdiom in edu::umd::cs::findbugs::detect (Class),4,0
anonymous(CloudFilter) in edu::umd::cs::findbugs::gui2::ViewFilter::CloudFilter (Class),2,0
FieldSet in edu::umd::cs::findbugs::ba::heap (Class),15,7
Filter in edu::umd::cs::findbugs::workflow (Class),2,0
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::AbstractSwingGuiCallback.createComboBox() (Class),1,0
anonymous(TypeCategory) in edu::umd::cs::findbugs::ba::generic::GenericUtilities::TypeCategory (Class),2,0
MyTreeExpansionListener in edu::umd::cs::findbugs::gui2::MainFrameTree (Class),3,0
WideComboBox in edu::umd::cs::findbugs::gui2 (Class),7,1
PasteAction in edu::umd::cs::findbugs::gui2::MainFrameMenu (Class),2,1
ProjectSettings in edu::umd::cs::findbugs::gui2 (Class),12,1
anonymous(java.awt.event.ActionListener) in edu::umd::cs::findbugs::gui2::SourceDirectoryWizard.initComponents() (Class),1,0
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::MainFrameComponentFactory.createSourceSearchPanel() (Class),1,0
FieldStoreTypeDatabase in edu::umd::cs::findbugs::ba::type (Class),5,0
anonymous(Sortables) in edu::umd::cs::findbugs::gui2::Sortables (Class),2,0
StoreDataflow in edu::umd::cs::findbugs::ba::heap (Class),1,0
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::CloudCommentsPane.CloudCommentsPane() (Class),1,0
WarningProperty in edu::umd::cs::findbugs::props (Class),2,2
AssertionMethods in edu::umd::cs::findbugs::ba (Class),10,0
ReturnTypeAnnotationLookupResult in edu::umd::cs::findbugs::ba::jsr305 (Class),2,0
anonymous(AttributeCallback) in edu::umd::cs::findbugs::ml::ConvertToARFF.generateInstances() (Class),2,0
Subtypes2Test in edu::umd::cs::findbugs::ba::ch (Class),17,0
BooleanAttribute in edu::umd::cs::findbugs::ml::ConvertToARFF (Class),4,0
ClassScreenerTest in edu::umd::cs::findbugs (Class),8,0
anonymous(ChangeListener) in edu::umd::cs::findbugs::gui2::SorterDialog::SortableCheckBox.SortableCheckBox() (Class),1,0
anonymous(Runnable) in edu::umd::cs::findbugs::ba::vna::ValueNumber.<Initializer>() (Class),1,0
AndMatcher in edu::umd::cs::findbugs::filter (Class),6,0
TestGenericSignatureParser in edu::umd::cs::findbugs::ba::generic (Class),2,0
BugInstanceGroup in edu::umd::cs::findbugs::gui (Class),5,1
DontCatchIllegalMonitorStateException in edu::umd::cs::findbugs::detect (Class),6,0
StandardTypeMerger in edu::umd::cs::findbugs::ba::type (Class),10,0
DoubleExtraType in edu::umd::cs::findbugs::ba::type (Class),5,0
ClassWarningSuppressor in edu::umd::cs::findbugs (Class),3,1
UnionBugs2 in edu::umd::cs::findbugs::anttask (Class),7,0
PostProcessingPathVisitor in edu::umd::cs::findbugs::detect::FindUnsatisfiedObligation::MethodChecker (Class),9,0
SourceCharset in edu::umd::cs::findbugs::charsets (Class),6,0
ListBugDatabaseInfoCommandLine in edu::umd::cs::findbugs::workflow::ListBugDatabaseInfo (Class),4,0
DebugRepositoryLookupFailureCallback in edu::umd::cs::findbugs::ba (Class),5,0
anonymous(Runnable) in edu::umd::cs::findbugs::gui2::CloudCommentsPane.applyToBugs() (Class),1,0
anonymous(java.awt.event.FocusAdapter) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),1,0
OrMatcher in edu::umd::cs::findbugs::filter (Class),4,0
MarkedEdge in edu::umd::cs::findbugs::ba::PruneInfeasibleExceptionEdges (Class),2,1
OpcodeStackItemTest in edu::umd::cs::findbugs (Class),1,0
NominalAttribute in edu::umd::cs::findbugs::ml::ConvertToARFF (Class),4,0
anonymous(Runnable) in edu::umd::cs::findbugs::ba::SourceFinder.makeInMemorySourceRepository() (Class),1,0
anonymous(java.awt.event.ActionListener) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),1,0
anonymous(Runnable) in edu::umd::cs::findbugs::ba::vna::ValueNumberFrame.<Initializer>() (Class),1,0
BugProperty in edu::umd::cs::findbugs (Class),11,2
anonymous(ActionListener) in edu::umd::cs::findbugs::gui::FindBugsFrame.postInitComponents() (Class),1,0
FieldOrMethodDescriptor in edu::umd::cs::findbugs::classfile (Class),13,1
CheckedAnalysisException in edu::umd::cs::findbugs::classfile (Class),4,0
DuplicateBranches in edu::umd::cs::findbugs::detect (Class),13,0
CheckMessagesException in edu::umd::cs::findbugs::tools::xml::CheckMessages (Class),4,0
NoNameLookup in edu::umd::cs::findbugs::cloud::username (Class),2,0
DirectoryCodeBaseEntry in edu::umd::cs::findbugs::classfile::impl (Class),9,0
anonymous(Comparator) in edu::umd::cs::findbugs::gui2::CloudCommentsPane.changeClicked() (Class),1,0
DuplicatePluginIdException in edu::umd::cs::findbugs::plugins (Class),4,0
anonymous(java.awt.event.ActionListener) in edu::umd::cs::findbugs::gui::FindBugsFrame.initComponents() (Class),1,0
Stats in edu::umd::cs::findbugs::workflow::CloudSyncAndReport (Class),1,0
IClassFactory in edu::umd::cs::findbugs::classfile (Class),5,0
InitializeGUI in edu::umd::cs::findbugs::gui2::MainFrameComponentFactory (Class),3,0
NumberedEditorKit in edu::umd::cs::findbugs::sourceViewer (Class),2,0
anonymous(java.awt.event.ActionListener) in edu::umd::cs::findbugs::gui2::SourceDirectoryWizard.initComponents() (Class),1,0
SourceInfoMap in edu::umd::cs::findbugs::ba (Class),14,1
FirstVersionMatcher in edu::umd::cs::findbugs::filter (Class),6,0
anonymous(ActionListener) in edu::umd::cs::findbugs::gui2::PreferencesFrame.createFilterPane() (Class),1,0
GenericUtilitiesTest in edu::umd::cs::findbugs::ba::generic (Class),7,0
anonymous(Runnable) in edu::umd::cs::findbugs::gui2::SourceDirectoryWizard.main() (Class),1,0
RepositoryClassParser in edu::umd::cs::findbugs::ba (Class),4,0
anonymous(DefaultHighlighter.DefaultHighlightPainter) in edu::umd::cs::findbugs::gui::FindBugsFrame.postInitComponents() (Class),1,0
CallToUnsupportedMethod in edu::umd::cs::findbugs::detect (Class),4,0
SCCSetIterator in edu::umd::cs::findbugs::graph::StronglyConnectedComponents (Class),4,1
MSVCommandLine in edu::umd::cs::findbugs::workflow::MergeSummarizeAndView (Class),3,0
