Class,Methods,Over-exposed methods
OnlyOnceErrorHandler in org::apache::log4j::helpers (Class),9,0
ExternallyRolledFileAppender in org::apache::log4j::varia (Class),5,2
SAXErrorHandler in org::apache::log4j::xml (Class),5,1
HUPNode in org::apache::log4j::varia (Class),2,0
LogFactor5Dialog in org::apache::log4j::lf5::viewer (Class),7,1
InitUsingLog4JProperties in examples::lf5::InitUsingLog4JProperties (Class),2,0
ERFATestCase in org::apache::log4j::varia (Class),5,0
CategoryImmediateEditor in org::apache::log4j::lf5::viewer::categoryexplorer (Class),6,0
anonymous(DocumentListener) in org::apache::log4j::chainsaw::ControlPanel.ControlPanel() (Class),3,0
A in org::apache::log4j::or (Class),0,0
QuietWriter in org::apache::log4j::helpers (Class),4,0
Log4jRequestHandler in com::psibt::framework::net (Class),3,1
anonymous(ActionListener) in org::apache::log4j::chainsaw::ControlPanel.ControlPanel() (Class),1,0
AppenderSkeleton in org::apache::log4j (Class),22,5
AttributesRenderer in org::apache::log4j::or::sax (Class),2,0
DefaultConnectionHandler in com::klopotek::utils::log (Class),4,0
XMLSample in org::apache::log4j::xml::examples (Class),13,1
anonymous(ParseAction) in org::apache::log4j::xml::DOMConfigurator.doConfigure() (Class),2,0
DatagramStringAppender in org::apache::log4j::net (Class),13,0
anonymous(ParseAction) in org::apache::log4j::xml::DOMConfigurator.doConfigure() (Class),2,0
JMSAppender in org::apache::log4j::net (Class),30,1
AppenderTable in <Default Package> (Class),4,1
OptionConverter in org::apache::log4j::helpers (Class),14,0
TestCase3 in org::apache::log4j::defaultInit (Class),5,0
anonymous(ActionListener) in org::apache::log4j::lf5::viewer::LogBrokerMonitor.createAllLogTableColumnsMenuItem() (Class),1,0
OverriddenThrowable in org::apache::log4j::spi::ThrowableInformationTest (Class),3,1
anonymous(ActionListener) in org::apache::log4j::lf5::viewer::categoryexplorer::CategoryNodeEditor.createSelectDescendantsMenuItem() (Class),1,0
PropertyCallback in org::apache::log4j::config::PropertyGetter (Class),1,0
DatePatternConverter in org::apache::log4j::helpers::PatternParser (Class),2,0
TelnetAppender in org::apache::log4j::net (Class),8,1
PassingLogRecordFilter in org::apache::log4j::lf5 (Class),3,1
AbsoluteTimeDateFormat in org::apache::log4j::helpers (Class),5,1
RollingFileAppender in org::apache::log4j::PropertyConfiguratorTest (Class),10,2
XLoggerTestCase in org::apache::log4j::customLogger (Class),7,0
LoggerDynamicMBean in org::apache::log4j::jmx (Class),13,1
TestCase2 in org::apache::log4j::defaultInit (Class),5,0
PatternParser in org::apache::log4j::helpers (Class),8,2
PropertyConfigurator in org::apache::log4j (Class),21,1
InitUsingPropertiesFile in examples::lf5::InitUsingPropertiesFile (Class),2,0
CompositeRollingAppender in org::apache::log4j (Class),32,4
MyTableModel in org::apache::log4j::chainsaw (Class),19,0
ORTestCase in org::apache::log4j::or (Class),13,0
CategoryNodeEditor in org::apache::log4j::lf5::viewer::categoryexplorer (Class),18,2
anonymous(ActionListener) in org::apache::log4j::lf5::viewer::LogBrokerMonitor.createConfigureMaxRecords() (Class),1,0
TestCase4 in org::apache::log4j::defaultInit (Class),5,0
LogColumn in com::klopotek::utils::log (Class),2,0
EnhancedPatternLayout in org::apache::log4j (Class),9,1
SMTPAppenderTest in org::apache::log4j::net (Class),3,0
DateFormatManager in org::apache::log4j::lf5::util (Class),24,3
LogTableColumnFormatException in org::apache::log4j::lf5::viewer (Class),2,0
NotOverriddenThrowable in org::apache::log4j::spi::ThrowableInformationTest (Class),3,1
EventBufferElement in org::apache::log4j::gui (Class),1,0
anonymous(ActionListener) in org::apache::log4j::lf5::viewer::LogBrokerMonitor.createLogTableColumnMenuItem() (Class),1,0
PatternLayoutTest in org::apache::log4j (Class),7,0
PatternParserTest in org::apache::log4j::pattern (Class),16,0
PatternAbbreviator in org::apache::log4j::pattern::NameAbbreviator (Class),2,0
UsingSocketAppenders in examples::lf5::UsingSocketAppenders (Class),2,0
LogLevelFormatException in org::apache::log4j::lf5 (Class),1,0
anonymous(ParseAction) in org::apache::log4j::xml::DOMConfigurator.doConfigure() (Class),2,0
NastyThrowable in org::apache::log4j::spi::ThrowableInformationTest (Class),3,1
RollingCalendar in org::apache::log4j (Class),6,0
BridgePatternConverter in org::apache::log4j::pattern (Class),4,0
ProvisionNode in org::apache::log4j (Class),2,0
BlockableVectorAppender in org::apache::log4j::AsyncAppenderTestCase (Class),4,2
BadStringifier in org::apache::log4j::TestLogXF (Class),3,0
MyPatternLayout in org::apache::log4j (Class),4,0
DC in org::apache::log4j::xml (Class),13,0
Chain in org::apache::log4j::performance::ListVsVector (Class),2,0
JDBCAppender in org::apache::log4j::jdbc (Class),24,2
anonymous(Runnable) in org::apache::log4j::lf5::util::LogFileParser.run() (Class),1,0
HierarchyThresholdTestCase in org::apache::log4j (Class),14,1
Logger in org::apache::log4j (Class),9,1
DefaultThrowableRenderer in org::apache::log4j (Class),3,1
NOPWriter in org::apache::log4j::performance (Class),7,0
FileDatePatternConverter in org::apache::log4j::pattern (Class),2,0
anonymous(ActionListener) in org::apache::log4j::lf5::viewer::LogBrokerMonitor.createEditSortNDCMI() (Class),1,0
ProblemLevel in org::apache::log4j::HTMLLayoutTest (Class),2,0
PatternConverter in org::apache::log4j::pattern (Class),4,0
DiagnosticContext in org::apache::log4j::NDC (Class),1,0
SyslogWriter in org::apache::log4j::helpers (Class),6,0
anonymous(ActionListener) in org::apache::log4j::lf5::viewer::LogBrokerMonitor.createResetLogLevelColorMenuItem() (Class),1,0
Num343PatternConverter in org::apache::log4j::pattern (Class),4,0
anonymous(LogRecordFilter) in org::apache::log4j::lf5::viewer::LogBrokerMonitor.createLogRecordFilter() (Class),1,0
CategoryExplorerModel in org::apache::log4j::lf5::viewer::categoryexplorer (Class),17,1
EnhancedPatternLayoutTest in org::apache::log4j (Class),7,0
HTTPRequestHandler in com::psibt::framework::net (Class),7,2
MRUFileManager in org::apache::log4j::lf5::viewer::configure (Class),18,4
XLevel in examples::customLevel (Class),5,0
anonymous(ActionListener) in org::apache::log4j::lf5::viewer::LogBrokerMonitor.createAllLogLevelsMenuItem() (Class),1,0
RootRequestHandler in com::psibt::framework::net (Class),13,4
LevelTest in org::apache::log4j (Class),25,0
RendererMap in org::apache::log4j::or (Class),10,1
TestLogMF in org::apache::log4j (Class),124,0
SocketServer2 in com::systemsunion::LoggingServer (Class),4,0
ServerThread in com::psibt::framework::net::PluggableHTTPServer (Class),2,0
anonymous(ActionListener) in org::apache::log4j::lf5::viewer::categoryexplorer::CategoryNodeEditor.createExpandMenuItem() (Class),1,0
LogFactor5InputDialog in org::apache::log4j::lf5::viewer (Class),4,1
Log4jEntityResolver in org::apache::log4j::xml (Class),3,1
TestLogXF in org::apache::log4j (Class),17,0
LevelMatchFilter in org::apache::log4j::varia (Class),7,1
ServerMonitor in org::apache::log4j::net::SocketHubAppender (Class),4,1
MyLoggerTest in examples::subclass (Class),2,0
