Class,Methods,Over-exposed methods
HibernateEntityManagerEventListener in org::hibernate::ejb::event (Class),0,0
anonymous(Value.DeferredInitializer) in org::hibernate::service::ServiceRegistryBuilder.<Initializer>() (Class),1,0
SaveOrUpdateEventListener in org::hibernate::event::spi (Class),1,0
PartTimeEmployee in org::hibernate::test::discriminator (Class),2,0
StatisticsInitiator in org::hibernate::stat::internal (Class),6,1
CollectionBinder in org::hibernate::cfg::annotations (Class),70,2
EJB3PersistOnFlushEventListener in org::hibernate::ejb::event (Class),2,1
UnidirectionalManyToManyBagCollectionEventTest in org::hibernate::test::event::collection::association::unidirectional::manytomany (Class),4,0
anonymous(WrapperOptions) in org::hibernate::type::AbstractStandardBasicType.nullSafeSet() (Class),3,0
anonymous(CascadeStyle) in org::hibernate::engine::spi::CascadeStyle.<Initializer>() (Class),2,0
BaseGeneralDataRegion in org::hibernate::cache::infinispan::impl (Class),5,0
EntityAndMappedSuperClass in org::hibernate::metamodel::source::annotations::util::EntityHierarchyTest.testEntityAndMappedSuperClassAnnotations() (Class),0,0
InterbaseDialect in org::hibernate::dialect (Class),16,0
SessionFactoryOptions in org::hibernate::SessionFactory (Class),2,2
BasicLazyInitializer in org::hibernate::proxy::pojo (Class),6,1
AbstractMockerTest in org::hibernate::metamodel::source::annotations::xml::mocker (Class),17,3
AbstractPostInsertGenerator in org::hibernate::id (Class),3,0
XmlTest in org::hibernate::ejb::test::xml (Class),3,0
BasicTestEntity2 in org::hibernate::envers::test::integration::basic (Class),11,0
CustomClassDescriptor in org::hibernate::bytecode::buildtime::internal::JavassistInstrumenter (Class),4,0
VersionedEntityWithInverseManyToManyTest in org::hibernate::test::immutable::entitywithmutablecollection::inverse (Class),1,0
ErrorDialectResolver2 in org::hibernate::dialect::TestingDialects (Class),2,1
TransactionalAccess in org::hibernate::cache::infinispan::naturalid (Class),17,0
ExpectedValue in org::hibernate::metamodel::source::annotations::entity::LobBindingTests (Class),1,0
SortTest in org::hibernate::test::sorted (Class),2,0
Image in org::hibernate::test::hql (Class),7,1
AbstractRestrictableStatement in org::hibernate::hql::internal::ast::tree (Class),6,2
CompositeDateIdTestEntity in org::hibernate::envers::test::entities::ids (Class),9,0
Cat in org::hibernate::ejb::test::emops (Class),3,1
AbstractPreDatabaseOperationEvent in org::hibernate::event::spi (Class),5,0
Customers in org::hibernate::test::namingstrategy (Class),4,0
ClassDescriptor in org::hibernate::bytecode::buildtime::spi (Class),3,0
NoopGetter in org::hibernate::property::NoopAccessor (Class),7,0
Fumm in org::hibernate::test::legacy (Class),7,1
EJB3FlushEventListener in org::hibernate::ejb::event (Class),4,1
InstantiateInterceptor in org::hibernate::test::interceptor (Class),2,0
BasketItemsPK in org::hibernate::test::annotations::idmanytoone (Class),7,2
B in org::hibernate::test::legacy (Class),8,3
BasicSetter in org::hibernate::property::BasicPropertyAccessor (Class),6,1
Country in org::hibernate::test::annotations (Class),7,2
EntityNamesTest in org::hibernate::envers::test::integration::reventity::trackmodifiedentities (Class),4,0
User in org::hibernate::test::annotations::manytoone (Class),0,0
ReadWriteEhcacheCollectionRegionAccessStrategy in org::hibernate::cache::ehcache::internal::strategy (Class),2,0
anonymous(Value.DeferredInitializer) in org::hibernate::metamodel::source::hbm::VersionAttributeSourceImpl.<Initializer>() (Class),1,0
BagBinder in org::hibernate::cfg::annotations (Class),3,1
anonymous(CascadeStyle) in org::hibernate::engine::spi::CascadeStyle.<Initializer>() (Class),2,0
VersionedCompiledCode in org::hibernate::test::annotations::lob (Class),4,2
ParserContext in org::hibernate::loader::custom::sql::SQLCustomQuery (Class),8,0
JoinMulIdNaming in org::hibernate::envers::test::integration::naming::ids (Class),7,0
MySibling in org::hibernate::test::generatedkeys::identity (Class),8,0
QueryBinder in org::hibernate::metamodel::source::annotations::global (Class),11,0
MultiCircleJpaCascadeTest in org::hibernate::ejb::test::cascade::multicircle (Class),9,0
TableManipulationTests in org::hibernate::metamodel::relational (Class),5,0
Type in org::hibernate::type (Class),42,0
Restrictions in org::hibernate::criterion (Class),43,1
DirtyCheckContext in org::hibernate::CustomEntityDirtinessStrategy (Class),1,0
anonymous(Single) in org::hibernate::test::dialect::functional::cache::SQLFunctionsInterSystemsTest.testSetProperties() (Class),1,0
BiggestForest in org::hibernate::test::annotations::manytoone (Class),5,2
InternetFavorites in org::hibernate::test::annotations::embedded (Class),5,3
UnknownInheritanceTypeException in org::hibernate::metamodel::source::annotations (Class),1,0
ListRefIngEntity in org::hibernate::envers::test::entities::onetomany (Class),12,0
anonymous(CriteriaExecutor) in org::hibernate::test::querycache::AbstractQueryCacheResultTransformerTest.testOneNonEntityProjectionList() (Class),1,0
DerivedIdentityWithBidirectionalAssociationTest in org::hibernate::test::annotations::derivedidentities::bidirectional (Class),3,0
ClassicQueryTranslatorFactory in org::hibernate::hql::internal::classic (Class),3,0
Person in org::hibernate::test::legacy (Class),9,1
Joiner in org::hibernate::test::hql (Class),7,0
ClusterAwareRegionFactory in org::hibernate::test::cache::infinispan::functional::cluster (Class),16,0
Person in org::hibernate::envers::test::integration::entityNames::singleAssociatedAudited (Class),8,3
anonymous(AfterCompletionAction) in org::hibernate::engine::transaction::synchronization::internal::SynchronizationCallbackCoordinatorImpl.<Initializer>() (Class),1,0
anonymous(HqlExecutor) in org::hibernate::test::querycache::AbstractQueryCacheResultTransformerTest.testAliasToEntityMapOneProjectionList() (Class),1,0
NativeSQLQueryNonScalarReturn in org::hibernate::engine::query::spi::sql (Class),8,0
StatementPreparationTemplate in org::hibernate::engine::jdbc::internal::StatementPreparerImpl (Class),5,2
Paper in org::hibernate::test::annotations::generics (Class),1,1
SimpleIdMapperBuilder in org::hibernate::envers::entities::mapper::id (Class),0,0
anonymous(BasicBinder) in org::hibernate::type::descriptor::sql::RealTypeDescriptor.getBinder() (Class),1,0
ComponentAuditingData in org::hibernate::envers::configuration::metadata::reader (Class),5,1
anonymous(ComparisonOperator) in org::hibernate::ejb::criteria::predicate::ComparisonPredicate::ComparisonOperator (Class),2,0
QueryLockingTest in org::hibernate::ejb::test::lock (Class),9,0
Lifecycle in org::hibernate::classic (Class),5,0
BidirectionalOneToManyBagCollectionEventTest in org::hibernate::test::event::collection::association::bidirectional::onetomany (Class),4,0
Person in org::hibernate::test::annotations::derivedidentities::e6::a (Class),1,1
ContainerInnerClass in org::hibernate::test::legacy::ComponentNotNullMaster (Class),16,1
NonDurableConnectionObserver in org::hibernate::engine::jdbc::spi (Class),0,0
BigIntegerValueHandler in org::hibernate::ejb::criteria::ValueHandlerFactory (Class),4,1
AuditOrder in org::hibernate::envers::query::order (Class),1,0
Intervention in org::hibernate::test::legacy (Class),6,0
NotAuditExpression in org::hibernate::envers::query::criteria (Class),2,0
BaseRegion in org::hibernate::cache::infinispan::impl (Class),23,1
CodedPairSetHolder in org::hibernate::test::annotations::cascade (Class),8,1
Container in org::hibernate::test::legacy (Class),22,9
Device in org::hibernate::test::annotations::onetoone::hhh4851 (Class),5,1
Clear in org::hibernate::collection::internal::PersistentSet (Class),4,0
DoubleValueHandler in org::hibernate::ejb::criteria::ValueHandlerFactory (Class),4,1
TwoEntityOneAuditedQueryGenerator in org::hibernate::envers::entities::mapper::relation::query (Class),2,0
MetaAttributeSource in org::hibernate::metamodel::source::binder (Class),3,3
CollectionOfComponents in org::hibernate::envers::test::integration::components::collections (Class),4,0
DefaultPreLoadEventListener in org::hibernate::event::internal (Class),2,0
anonymous(ViolatedConstraintNameExtracter) in org::hibernate::engine::jdbc::spi::SqlExceptionHelper.<Initializer>() (Class),1,0
ClassTypeEntity in org::hibernate::envers::test::integration::inheritance::single::discriminatorformula (Class),9,2
SybaseLockHintsTest in org::hibernate::test::dialect::unit::lockhint (Class),3,0
OrderLine in org::hibernate::test::criteria (Class),8,3
Ejb3XmlOneToManyTest in org::hibernate::test::annotations::xml::ejb3 (Class),23,0
Enrolment in org::hibernate::test::criteria (Class),15,1
IntegerProperty in org::hibernate::test::annotations::any (Class),9,0
IndexBuilderTest in org::hibernate::metamodel::source::annotations::xml::mocker (Class),1,0
AbstractCollectionEvent in org::hibernate::event::spi (Class),10,0
JtaPlatformException in org::hibernate::service::jta::platform::spi (Class),2,0
DDLFormatterImpl in org::hibernate::engine::jdbc::internal (Class),6,0
anonymous(CriteriaExecutor) in org::hibernate::test::querycache::AbstractQueryCacheResultTransformerTest.testEntityWithJoinFetchedLazyOneToManyMultiAndNullElementList() (Class),1,0
LobMergeTest in org::hibernate::test::lob (Class),4,0
Interceptor in org::hibernate (Class),18,0
anonymous(CriteriaExecutor) in org::hibernate::test::querycache::AbstractQueryCacheResultTransformerTest.testMultiSelectNewListList() (Class),1,0
Morito in org::hibernate::ejb::test::pack::cfgxmlpar (Class),5,0
InvalidMethodForAnnotationException in org::hibernate::testing::junit4 (Class),2,0
JoinWalker in org::hibernate::loader (Class),59,11
MonetoryAmountUserType in org::hibernate::test::cut (Class),14,0
JaxbProcessor in org::hibernate::service::internal (Class),10,0
MinMax in org::hibernate::test::annotations::beanvalidation (Class),2,0
Id in org::hibernate::test::manytomanyassociationclass::compositeid::MembershipWithCompositeId (Class),8,1
Person in org::hibernate::test::queryplan (Class),8,0
Thing in org::hibernate::test::unionsubclass (Class),7,4
PropertyAccessor in org::hibernate::property (Class),2,0
Lighter in org::hibernate::ejb::test::pack::war (Class),0,0
DataHelper in org::hibernate::type::descriptor::java (Class),11,0
AddressBook in org::hibernate::test::annotations::indexcoll (Class),12,5
ListRefCollEntity in org::hibernate::envers::test::entities::onetomany::detached (Class),12,0
NonUniqueObjectException in org::hibernate (Class),5,0
SessionRefreshTestCase in org::hibernate::test::cache::infinispan::functional::cluster (Class),7,1
GoalKeeper in org::hibernate::test::annotations::id::entities (Class),2,0
QueryKey in org::hibernate::cache::spi (Class),8,0
FirstName in org::hibernate::test::annotations::entity (Class),2,1
User in org::hibernate::test::orphan (Class),11,2
UserImpl in org::hibernate::test::annotations::interfaces (Class),4,0
SingleTableSubclass in org::hibernate::mapping (Class),5,0
TypeHelper in org::hibernate::type (Class),10,0
Entity in org::hibernate::test::idgen::biginteger::sequence (Class),6,0
AfterCompletionAction in org::hibernate::engine::transaction::synchronization::spi (Class),1,0
Constraint in org::hibernate::mapping (Class),18,0
StatsTest in org::hibernate::test::stats (Class),6,0
Custom in org::hibernate::envers::test::integration::reventity (Class),10,0
EntityWithCrazyCompositeKey in org::hibernate::test::hql (Class),4,0
anonymous(ResultChecker) in org::hibernate::test::querycache::AbstractQueryCacheResultTransformerTest.testOneNonEntityProjectionUnique() (Class),1,0
EntityWithNonInverseOneToManyTest in org::hibernate::test::immutable::entitywithmutablecollection::noninverse (Class),1,0
EntityTest in org::hibernate::test::annotations (Class),16,0
Employee in org::hibernate::test::queryplan (Class),4,0
BasicTransactionalTestCase in org::hibernate::test::cache::infinispan::functional (Class),15,0
SQLExceptionConverterFactory in org::hibernate::exception::spi (Class),5,0
ToBytesTransformer in org::hibernate::type::descriptor::java::UUIDTypeDescriptor (Class),4,1
DefaultUpdateEventListener in org::hibernate::event::internal (Class),3,0
JoinedFilteredBulkManipulationTest in org::hibernate::test::filter::hql (Class),7,0
MimerSQLDialect in org::hibernate::dialect (Class),15,0
Frame in org::hibernate::test::annotations::manytoone (Class),7,3
anonymous(CriteriaExecutor) in org::hibernate::test::querycache::AbstractQueryCacheResultTransformerTest.testAliasToEntityMapNoProjectionNullAndNonNullAliasList() (Class),1,0
CloudType in org::hibernate::test::annotations::xml::hbm (Class),5,1
Cat in org::hibernate::test::hql (Class),1,0
ImmutableTest in org::hibernate::test::immutable (Class),34,1
PurchaseRecordIdGenerator in org::hibernate::test::cid (Class),2,0
OneToManyOwned in org::hibernate::envers::test::integration::manytoone::bidirectional (Class),13,2
EmbIdBidirectional in org::hibernate::envers::test::integration::onetoone::bidirectional::ids (Class),6,0
NoOpListener in org::hibernate::ejb::test (Class),1,0
SessionWithSharedConnectionTest in org::hibernate::sharedSession (Class),8,0
Stuff in org::hibernate::test::legacy (Class),11,5
anonymous(AttributeContext) in org::hibernate::ejb::metamodel::AttributeFactory.wrap() (Class),2,0
anonymous(TestExpectedUsage) in org::hibernate::test::transaction::jdbc::TestExpectedUsage.testBasicUsage() (Class),1,0
MetaAttribute in org::hibernate::mapping (Class),8,0
FootballerPk in org::hibernate::test::annotations::id::entities (Class),8,0
ByteCodeHelper in org::hibernate::bytecode::spi (Class),4,0
OrderByClause in org::hibernate::hql::internal::ast::tree (Class),4,0
AnnotationValueChecker in org::hibernate::metamodel::source::annotations::xml::mocker::AbstractMockerTest (Class),2,0
SQLExceptionConverter in org::hibernate::exception::spi (Class),1,0
ImplicitStatementProxyHandler in org::hibernate::engine::jdbc::internal::proxy (Class),2,0
Group in org::hibernate::test::sql::hand (Class),9,1
ClobProxy in org::hibernate::engine::jdbc (Class),12,5
ReverseComparator in org::hibernate::test::legacy (Class),3,0
ExclusiveGroup in org::hibernate::metamodel::source::annotations::xml::filter::ExclusiveAnnotationFilter (Class),9,0
NonStrictReadWriteEhcacheCollectionRegionAccessStrategy in org::hibernate::cache::ehcache::internal::strategy (Class),7,0
anonymous(ResultChecker) in org::hibernate::test::querycache::AbstractQueryCacheResultTransformerTest.testEntityWithJoinedLazyOneToManyMultiAndNullListCriteria() (Class),1,0
Boy in org::hibernate::test::annotations::access::xml (Class),4,0
Darkness in org::hibernate::test::annotations::query (Class),0,0
PersonalContact in org::hibernate::envers::test::integration::inheritance::tableperclass::notownedrelation (Class),4,0
ResultChecker in org::hibernate::test::querycache::AbstractQueryCacheResultTransformerTest (Class),1,0
anonymous(AssociationInitCallback) in org::hibernate::loader::JoinWalker::AssociationInitCallback.<Initializer>() (Class),1,0
SimpleIdentifierSource in org::hibernate::metamodel::source::binder (Class),1,1
DB2400Dialect in org::hibernate::dialect (Class),8,0
ContextualLobCreator in org::hibernate::engine::jdbc (Class),11,3
ByteTest in org::hibernate::test::typedescriptor (Class),3,0
DefaultPersistEventListener in org::hibernate::event::internal (Class),10,0
CompositePluralAttributeElementSource in org::hibernate::metamodel::source::binder (Class),4,0
AfterClassCallbackHandler in org::hibernate::testing::junit4 (Class),3,0
Optimizer in org::hibernate::id::enhanced (Class),4,1
JACCPermissions in org::hibernate::secure::internal (Class),4,0
Id in org::hibernate::test::cid::PurchaseRecord (Class),8,3
Super in org::hibernate::test::legacy (Class),2,1
ChildReferencing in org::hibernate::envers::test::integration::inheritance::tableperclass::childrelation (Class),6,0
AbstractOperationTestCase in org::hibernate::test::ops (Class),7,0
BugSystem in org::hibernate::test::annotations::collectionelement (Class),5,3
A in org::hibernate::test::annotations::fkcircularity (Class),2,0
OrionJtaPlatform in org::hibernate::service::jta::platform::internal (Class),4,1
MyDialectResolver2 in org::hibernate::dialect::TestingDialects (Class),1,1
CriteriaJoinWalker in org::hibernate::loader::criteria (Class),16,3
ParentWithBidirectionalOneToMany in org::hibernate::test::event::collection::association::bidirectional::onetomany (Class),7,0
Simple in org::hibernate::event::internal::EventCacheTest (Class),3,1
BabyCompleteEntity in org::hibernate::envers::test::integration::superclass::auditparents (Class),7,0
ParentEntity in org::hibernate::test::inheritancediscriminator (Class),1,0
C in org::hibernate::test::naturalid::nullable (Class),1,1
Building in org::hibernate::test::annotations::uniqueconstraint (Class),4,0
Sale in org::hibernate::test::annotations::collectionelement::indexedCollection (Class),4,3
Person in org::hibernate::test::component::basic (Class),17,6
Caipirinha in org::hibernate::ejb::test::pack::excludehbmpar (Class),6,0
QueryBuilder in org::hibernate::envers::tools::query (Class),15,0
anonymous(AccessCallback) in org::hibernate::id::TableHiLoGenerator.generate() (Class),1,0
ResultCheckStyleTest in org::hibernate::test::sql::check (Class),7,0
Garden in org::hibernate::ejb::test::metadata (Class),7,0
DuplicateMappingException in org::hibernate (Class),6,0
TransactionJoiningTest in org::hibernate::ejb::test::transaction (Class),5,0
AggregateQuery in org::hibernate::envers::test::integration::query (Class),3,0
PersisterClassResolver in org::hibernate::persister::spi (Class),4,0
anonymous(HqlExecutor) in org::hibernate::test::querycache::AbstractQueryCacheResultTransformerTest.testJoinWithFetchJoinWithAliasedJoinedAndOwnerProjectedListHql() (Class),1,0
Resource in org::hibernate::test::legacy (Class),6,0
DependentId in org::hibernate::test::annotations::derivedidentities::bidirectional (Class),0,0
DiscriminatorSourceImpl in org::hibernate::metamodel::source::annotations::attribute (Class),5,0
NamedInputStream in org::hibernate::ejb::packaging (Class),5,0
OneToManyComponent in org::hibernate::envers::test::entities::components::relations (Class),10,0
Address in org::hibernate::test::deletetransient (Class),9,3
PackagedEntityManagerTest in org::hibernate::ejb::test::packaging (Class),13,0
JarVisitor in org::hibernate::ejb::packaging (Class),3,1
E in org::hibernate::test::annotations::cascade::circle::sequence (Class),4,1
Owner in org::hibernate::test::instrument::domain (Class),5,0
EmployeeId in org::hibernate::test::annotations::derivedidentities::e3::b (Class),1,1
TargetMember in org::hibernate::build::gradle::inject (Class),4,1
SimpleOpsTest in org::hibernate::test::ops (Class),3,0
ManyToManyMaxFetchDepth0Test in org::hibernate::test::annotations::manytomany (Class),1,0
EnhancedUserType in org::hibernate::usertype (Class),3,0
PreCollectionRemoveEvent in org::hibernate::event::spi (Class),1,0
anonymous(BasicExtractor) in org::hibernate::type::descriptor::sql::SmallIntTypeDescriptor.getExtractor() (Class),1,0
TimestampsRegionImpl in org::hibernate::cache::infinispan::timestamp (Class),12,0
anonymous(Callable) in org::hibernate::test::cache::infinispan::collection::AbstractCollectionRegionAccessStrategyTestCase.evictOrRemoveAllTest() (Class),1,0
BeanValidationProvidedFactoryTest in org::hibernate::test::annotations::beanvalidation (Class),3,0
DriverManagerConnectionProviderImpl in org::hibernate::service::jdbc::connections::internal (Class),11,0
EntityMetamodel in org::hibernate::tuple::entity (Class),68,1
ProxyTest in org::hibernate::test::proxy (Class),17,0
Display in org::hibernate::test::annotations::beanvalidation (Class),5,1
PropertyReference in org::hibernate::cfg::Mappings (Class),1,0
CascadeTestWithAssignedParentIdTest in org::hibernate::test::cascade (Class),2,0
anonymous(HqlExecutor) in org::hibernate::test::querycache::AbstractQueryCacheResultTransformerTest.testAliasToBeanDtoLiteralArgList() (Class),1,0
CollectionInitializer in org::hibernate::loader::collection (Class),1,0
Parent in org::hibernate::test::collection::map (Class),9,2
ObjectNameNormalizerImpl in org::hibernate::cfg::Configuration (Class),3,0
InstrumentCacheTest in org::hibernate::test::lazycache (Class),5,0
TestExceptionRevisionListener in org::hibernate::envers::test::integration::reventity (Class),1,0
BooleanType in org::hibernate::type (Class),9,1
Remove in org::hibernate::collection::internal::PersistentMap (Class),4,0
anonymous(EntityNotFoundDelegate) in org::hibernate::metamodel::source::internal::SessionFactoryBuilderImplTest.testBuildSessionFactoryWithUpdatedOptions() (Class),1,0
EntityFetchReturn in org::hibernate::loader::custom (Class),2,1
AddressAdapterImpl in org::hibernate::cache::infinispan::util (Class),11,0
Person in org::hibernate::test::onetoone::joined (Class),1,1
SessionStatistics in org::hibernate::stat (Class),4,0
CollectionElementTest in org::hibernate::test::annotations::collectionelement (Class),12,0
ForeignKey in org::hibernate::mapping (Class),19,1
Org in org::hibernate::test::onetoone::optional (Class),0,0
FavoriteCustomer in org::hibernate::test::idclass (Class),2,0
MapGetter in org::hibernate::property::MapAccessor (Class),7,0
anonymous(HqlExecutor) in org::hibernate::test::querycache::AbstractQueryCacheResultTransformerTest.testMultiEntityProjectionList() (Class),1,0
anonymous(EntityNotFoundDelegate) in org::hibernate::internal::SessionFactoryImpl.SessionFactoryImpl()::anonymous(SessionFactoryOptions).getEntityNotFoundDelegate() (Class),1,0
PropertyInterceptor in org::hibernate::test::interceptor (Class),3,1
NotInstrumentedException in org::hibernate::bytecode::spi (Class),2,0
IncrementListener in org::hibernate::ejb::test::pack::defaultpar (Class),3,0
B in org::hibernate::ejb::test::cascade::multicircle (Class),8,4
Distinct in org::hibernate::criterion (Class),12,0
anonymous(HqlExecutor) in org::hibernate::test::querycache::AbstractQueryCacheResultTransformerTest.testAliasToEntityMapNoProjectionNullAndNonNullAliasList() (Class),1,0
DataPoint in org::hibernate::test::readonly (Class),11,5
PolymorphismTest in org::hibernate::test::annotations::polymorphism (Class),2,0
Knive in org::hibernate::test::annotations::access::xml (Class),4,0
TransitiveOverrideEntity in org::hibernate::envers::test::integration::superclass::auditoverride (Class),8,0
MapSetter in org::hibernate::property::MapAccessor (Class),4,0
ExtendsQueueEntry in org::hibernate::cfg (Class),5,4
DerivedIdentitySimpleParentEmbeddedDepTest in org::hibernate::test::annotations::derivedidentities::e1::c (Class),3,0
AuditedImplementor in org::hibernate::envers::test::integration::interfaces::hbm::propertiesAudited2 (Class),9,4
NaturalIdHelper in org::hibernate::engine::spi::PersistenceContext (Class),13,0
anonymous(StatementPreparationTemplate) in org::hibernate::engine::jdbc::internal::StatementPreparerImpl.buildPreparedStatementPreparationTemplate() (Class),1,0
LongInElementsTest in org::hibernate::test::criteria (Class),5,0
anonymous(ReplicationMode) in org::hibernate::ReplicationMode (Class),1,0
TransientObjectException in org::hibernate (Class),1,0
MaterializedBlobTest in org::hibernate::test::lob (Class),1,0
Clear in org::hibernate::collection::internal::PersistentBag (Class),4,0
EhcacheAccessStrategyFactoryImpl in org::hibernate::cache::ehcache::internal::strategy (Class),5,0
IdbagOwner in org::hibernate::test::collection::idbag (Class),7,1
VarbinaryTypeDescriptor in org::hibernate::type::descriptor::sql (Class),6,1
JPAPersistEventListener in org::hibernate::test::jpa::AbstractJPATest (Class),1,1
AttributesBuilder in org::hibernate::metamodel::source::annotations::xml::mocker (Class),13,0
anonymous(Work) in org::hibernate::test::rowid::RowIdTest.afterSessionFactoryBuilt() (Class),1,0
MetaAttributable in org::hibernate::mapping (Class),3,0
Address in org::hibernate::ejb::test::xml::sequences (Class),10,0
Tuplizer in org::hibernate::tuple (Class),7,0
anonymous(TestCode) in org::hibernate::test::fetchprofiles::join::JoinFetchProfileTest.testNormalCriteria() (Class),1,0
TrivialTest in org::hibernate::jmx (Class),1,0
ManyToOneMocker in org::hibernate::metamodel::source::annotations::xml::mocker (Class),6,0
SubqueryExpression in org::hibernate::criterion (Class),7,0
ImplicitJoinTest in org::hibernate::ejb::criteria::paths (Class),1,0
ManyToManyCollectionElement in org::hibernate::metamodel::binding (Class),8,0
MappedSuperclassWithEmbeddedTest in org::hibernate::ejb::test::metagen::mappedsuperclass::embedded (Class),1,0
Square in org::hibernate::test::annotations::access::jpa (Class),5,3
LongByteArrayHolder in org::hibernate::test::lob (Class),5,3
TvMagazin in org::hibernate::test::annotations::cid (Class),1,1
CompositeCustom in org::hibernate::envers::test::integration::customtype (Class),4,0
AbstractPropertiesAudited2Test in org::hibernate::envers::test::integration::interfaces::hbm::propertiesAudited2 (Class),4,0
OverrideDefaultRevListenerTest in org::hibernate::envers::test::integration::reventity (Class),1,0
FromParser in org::hibernate::hql::internal::classic (Class),5,1
Product in org::hibernate::test::annotations::tableperclass (Class),1,1
Ejb3XmlOneToOneTest in org::hibernate::test::annotations::xml::ejb3 (Class),11,0
StringSetEntity in org::hibernate::envers::test::entities::collection (Class),8,0
TypeOverrides in org::hibernate::cache::infinispan (Class),24,1
LockingStrategyException in org::hibernate::dialect::lock (Class),3,0
TimestampTest in org::hibernate::test::timestamp (Class),4,0
BasicEntityPropertyMapping in org::hibernate::persister::entity (Class),7,0
BasicJoinColumnSet in org::hibernate::envers::test::integration::onetomany::detached (Class),4,0
TableMetadata in org::hibernate::tool::hbm2ddl (Class),16,0
ToOneRelationMetadataGenerator in org::hibernate::envers::configuration::metadata (Class),5,0
ExtendedMappings in org::hibernate::cfg (Class),0,0
B in org::hibernate::test::annotations::idmanytoone::alphabetical (Class),5,0
DependentId in org::hibernate::test::annotations::derivedidentities (Class),3,0
File in org::hibernate::test::annotations::inheritance::mixed (Class),6,1
GasKey in org::hibernate::test::annotations::indexcoll (Class),3,2
UnversionedProperty in org::hibernate::envers::test::integration::basic (Class),4,0
EntityManagerIllustrationTest in org::hibernate::tutorial::em (Class),3,0
BeanInfoHelper in org::hibernate::internal::util::beans (Class),5,0
FavoriteThings in org::hibernate::test::annotations::embedded (Class),5,3
SecureDocument in org::hibernate::test::interfaceproxy (Class),4,1
ListJoinColumnBidirectionalInheritanceRefEdChildEntity in org::hibernate::envers::test::entities::onetomany::detached (Class),8,0
Qualifier in org::hibernate::ejb::test::xml (Class),6,0
Bunny in org::hibernate::test::annotations::id::sequences::entities (Class),2,0
SetRefIngEntity in org::hibernate::envers::test::entities::onetomany (Class),13,0
IdClassGeneratedValueTest in org::hibernate::test::annotations::idclassgeneratedvalue (Class),4,0
SubclassEntitySourceImpl in org::hibernate::metamodel::source::hbm (Class),3,0
anonymous(PreparedStatementProxy) in org::hibernate::type::descriptor::sql::PreparedStatementProxy.generateProxy() (Class),1,0
BasicExpectation in org::hibernate::jdbc::Expectations (Class),7,0
MultiTenantConnectionProvider in org::hibernate::service::jdbc::connections::spi (Class),5,0
AggressiveReleaseTest in org::hibernate::test::connections (Class),11,0
BackrefTest in org::hibernate::test::unidir (Class),4,0
TestTools in org::hibernate::envers::test::tools (Class),7,0
EntityWithCompositeId in org::hibernate::ejb::test (Class),4,0
Group in org::hibernate::test::idbag (Class),4,1
Plane in org::hibernate::test::id (Class),5,1
ManyOperationsInTransaction in org::hibernate::envers::test::integration::basic (Class),6,0
EmbeddableEntityObject in org::hibernate::metamodel::source::annotations::xml::mocker::DefaultConfigurationHelper (Class),6,0
Newspaper in org::hibernate::test::annotations::indexcoll (Class),8,3
SupportsUnboundedLobLocatorMaterializationCheck in org::hibernate::testing::DialectChecks (Class),1,0
SubclassTest in org::hibernate::test::annotations::inheritance::union (Class),3,0
DenormalizedTable in org::hibernate::mapping (Class),8,0
JdbcLobBuilder in org::hibernate::jdbc::LobCreatorTest (Class),3,0
BasicClassFilter in org::hibernate::bytecode::buildtime::spi (Class),5,0
PropertyAsset in org::hibernate::test::annotations::inheritance::joined (Class),2,0
UniqueConstraintHolder in org::hibernate::cfg (Class),6,1
anonymous(EmptyInterceptor) in org::hibernate::test::interceptor::InterceptorTest.testPrepareStatementFaultIntercept() (Class),1,0
ScriptExporter in org::hibernate::tool::hbm2ddl (Class),4,0
GroupsPerOperation in org::hibernate::cfg::beanvalidation (Class),4,0
QueryHints in org::hibernate::annotations (Class),2,0
CollectionFilterImpl in org::hibernate::internal (Class),6,0
NotInsertableEntityType in org::hibernate::envers::test::integration::notinsertable::manytoone (Class),8,0
ManyToManyInverseToSuperclassTest in org::hibernate::envers::test::integration::manytomany::inverseToSuperclass (Class),3,0
ReadEntityWhitEntityNameTest in org::hibernate::envers::test::integration::entityNames::auditedEntity (Class),6,0
SchemaExport in org::hibernate::tool::hbm2ddl (Class),25,0
ExistsPredicate in org::hibernate::ejb::criteria::predicate (Class),6,0
Contact in org::hibernate::envers::test::integration::inheritance::joined::notownedrelation (Class),8,1
Editor in org::hibernate::test::annotations::lob (Class),3,2
anonymous(PutFromLoadValidator) in org::hibernate::test::cache::infinispan::collection::AbstractCollectionRegionAccessStrategyTestCase.testPutFromLoadRemoveDoesNotProduceStaleData() (Class),1,0
ContractVariation in org::hibernate::test::immutable::entitywithmutablecollection (Class),11,1
CleanupSynch in org::hibernate::context::internal::ThreadLocalSessionContext (Class),3,0
EqualsHelper in org::hibernate::internal::util::compare (Class),2,0
EJB3AutoFlushEventListener in org::hibernate::ejb::event (Class),4,1
NamedQueryCollectionInitializer in org::hibernate::persister::collection (Class),3,0
anonymous(Thread) in org::hibernate::test::cache::infinispan::entity::AbstractEntityRegionAccessStrategyTestCase.testInsert() (Class),1,0
MultiTenantConnectionProviderImpl in <Default Package> (Class),7,0
Employee in org::hibernate::test::orphan::one2one::fk::composite (Class),5,3
