Class,Methods,Over-exposed methods
Child in org::hibernate::test::collection::map (Class),6,1
SimpleValueRelationalState in org::hibernate::metamodel::relational::state (Class),0,0
G in org::hibernate::test::annotations::cascade::multicircle::nonjpa::identity (Class),6,3
OrderItemID in org::hibernate::test::annotations::onetomany (Class),6,0
anonymous(ColumnNameIterator) in org::hibernate::envers::configuration::metadata::MetadataTools.getColumnNameIterator() (Class),3,0
JoinColumnOverrideTest in org::hibernate::test::annotations::id::sequences (Class),2,0
DependentId in org::hibernate::test::annotations::derivedidentities::e1::a (Class),6,0
OuterJoinLoadable in org::hibernate::persister::entity (Class),15,0
Permission in org::hibernate::test::collection::original (Class),6,1
anonymous(DuplicationStrategy) in org::hibernate::ejb::event::JpaIntegrator.<Initializer>() (Class),2,0
ForeignKeyDirection in org::hibernate::type (Class),3,0
QueryParameters in org::hibernate::engine::spi (Class),56,0
anonymous(ClassFilter) in org::hibernate::ejb::packaging::NativeScanner.getVisitor() (Class),1,0
Assignable in org::hibernate::test::legacy (Class),5,2
Master in org::hibernate::envers::test::integration::onetomany::inverseToSuperclass (Class),7,3
AbstractProxyHandler in org::hibernate::engine::jdbc::internal::proxy (Class),9,0
NodeEnvironment in org::hibernate::test::cache::infinispan (Class),9,2
SupportSubqueryAsLeftHandSideInPredicate in org::hibernate::testing::DialectChecks (Class),1,0
HasChangedForDefaultNotUsing in org::hibernate::envers::test::integration::modifiedflags (Class),16,0
anonymous(JoinSequence.Selector) in org::hibernate::hql::internal::classic::QueryTranslatorImpl.mergeJoins() (Class),1,0
EntityVerifyVersionProcess in org::hibernate::action::internal (Class),2,0
FlushEvent in org::hibernate::event::spi (Class),1,0
anonymous(CriteriaExecutor) in org::hibernate::test::querycache::AbstractQueryCacheResultTransformerTest.testJoinWithFetchJoinListCriteria() (Class),1,0
anonymous(HqlExecutor) in org::hibernate::test::querycache::AbstractQueryCacheResultTransformerTest.testEntityWithJoinedLazyOneToManyMultiAndNullListHql() (Class),1,0
Stoppable in org::hibernate::service::spi (Class),1,0
SecondaryTableTest in org::hibernate::metamodel::source::annotations::entity (Class),2,0
DelayedPostInsertIdentifier in org::hibernate::action::internal (Class),5,1
OnReplicateVisitor in org::hibernate::event::internal (Class),2,0
SequenceHiLoGeneratorNoIncrementTest in org::hibernate::id (Class),5,0
StandardServiceRegistryImpl in org::hibernate::service::internal (Class),3,0
anonymous(CriteriaExecutor) in org::hibernate::test::querycache::AbstractQueryCacheResultTransformerTest.testEntityWithNonLazyOneToManyUnique() (Class),1,0
DefaultPersistOnFlushEventListener in org::hibernate::event::internal (Class),2,0
GenericObject in org::hibernate::test::annotations::manytoone::referencedcolumnname (Class),10,0
ComponentMapKey in org::hibernate::envers::test::integration::collection::mapkey (Class),4,0
AbstractActivity in org::hibernate::envers::test::integration::inheritance::mixed::entities (Class),4,0
AttributeTypeResolver in org::hibernate::metamodel::source::annotations::attribute::type (Class),2,0
SizeExpression in org::hibernate::criterion (Class),4,0
CollectionChangeWorkUnit in org::hibernate::envers::synchronization::work (Class),11,0
HasChangedManyToOneInComponent in org::hibernate::envers::test::integration::modifiedflags (Class),3,0
FetchReturn in org::hibernate::SQLQuery (Class),3,0
Instrument in org::hibernate::ejb::test::exception (Class),8,1
TypedOneToOneTest in org::hibernate::test::typedonetoone (Class),3,0
ShoppingBasketsPK in org::hibernate::test::annotations::idmanytoone (Class),7,2
anonymous(ExplicitHibernateTypeSource) in org::hibernate::metamodel::source::hbm::Helper.<Initializer>() (Class),2,0
LogHelper in org::hibernate::ejb::util (Class),3,0
EntityWithNonInverseManyToManyTest in org::hibernate::test::immutable::entitywithmutablecollection::noninverse (Class),1,0
BaseCoreFunctionalTestCase in org::hibernate::testing::junit4 (Class),46,12
Car in org::hibernate::test::id (Class),5,2
anonymous(HqlExecutor) in org::hibernate::test::querycache::AbstractQueryCacheResultTransformerTest.testAliasToBeanDtoMultiArgList() (Class),1,0
PendingPut in org::hibernate::cache::infinispan::access::PutFromLoadValidator (Class),3,0
ForeignKeyKey in org::hibernate::mapping::Table (Class),3,0
Collection in org::hibernate::mapping (Class),117,6
ResultMetadataValidator in org::hibernate::ejb::HibernateEntityManagerImplementor::Options (Class),1,0
EmbeddableHierarchy in org::hibernate::metamodel::source::annotations::entity (Class),8,1
anonymous(Runnable) in org::hibernate::ejb::test::lock::UpgradeLockTest.testUpgradeReadLockToOptimisticForceIncrement() (Class),1,0
SimpleNaturalIdLoadAccessImpl in org::hibernate::internal::SessionImpl (Class),8,0
AliasedProjection in org::hibernate::criterion (Class),12,0
Sky in org::hibernate::test::annotations::xml::hbm (Class),8,2
MiddleDummyComponentMapper in org::hibernate::envers::entities::mapper::relation::component (Class),4,0
HqlQueryCachePutResultTransformerTest in org::hibernate::test::querycache (Class),2,0
JndiHelper in org::hibernate::internal::util::jndi (Class),4,0
LazyInitializationException in org::hibernate (Class),2,0
Student in org::hibernate::ejb::test::cascade (Class),8,3
SortKey in org::hibernate::sql::ordering::antlr (Class),1,0
anonymous(BlobTypeDescriptor) in org::hibernate::type::descriptor::sql::BlobTypeDescriptor.<Initializer>() (Class),1,0
RevisionListener in org::hibernate::envers (Class),1,0
SchemaAware in org::hibernate::metamodel::source::annotations::xml::mocker (Class),4,2
AbstractEnversTest in org::hibernate::envers::test (Class),3,1
UnmappedSubClass in org::hibernate::metamodel::source::annotations::util::EntityHierarchyTest.testMappedSuperClass() (Class),0,0
SerializableTypeTest in org::hibernate::test::lob (Class),3,0
GenericJDBCException in org::hibernate::exception (Class),2,0
CollectionTest in org::hibernate::test::collection::original (Class),7,0
anonymous(Work) in org::hibernate::test::cascade::RefreshTest.updateStatuses() (Class),1,0
ScrollableResults in org::hibernate (Class),34,10
anonymous(Callable) in org::hibernate::test::cache::infinispan::functional::cluster::NaturalIdInvalidationTestCase.getCitizenWithCriteria() (Class),1,0
AuditedMethodSubclassEntity in org::hibernate::envers::test::integration::superclass::auditedAtSuperclassLevel::auditMethodSubclass (Class),9,1
PostDeleteEvent in org::hibernate::event::spi (Class),5,0
ImportSqlCommandExtractor in org::hibernate::tool::hbm2ddl (Class),1,0
DependentId in org::hibernate::test::annotations::derivedidentities::e3::b (Class),1,1
OracleCustomSQLTest in org::hibernate::test::sql::hand::custom::oracle (Class),1,0
BatchModeJtaPlatform in org::hibernate::test::cache::infinispan::util (Class),6,0
Identity in org::hibernate::test::annotations::query (Class),6,0
HibernateTransactionManagerLookup in org::hibernate::cache::infinispan::tm (Class),2,0
TransactionEnvironmentImpl in org::hibernate::internal (Class),7,0
HasChangedCompositeCustom in org::hibernate::envers::test::integration::modifiedflags (Class),3,0
StandardDialectResolver in org::hibernate::service::jdbc::dialect::internal (Class),3,0
UnaryOperatorNode in org::hibernate::hql::internal::ast::tree (Class),1,0
anonymous(HqlExecutor) in org::hibernate::test::querycache::AbstractQueryCacheResultTransformerTest.testOneNonEntityProjectionUnique() (Class),1,0
XX in org::hibernate::test::legacy::X (Class),6,0
BaseRegionAccessStrategy in org::hibernate::testing::cache (Class),14,2
Person in org::hibernate::test::extendshbm (Class),6,0
Fo in org::hibernate::test::legacy (Class),13,3
Lock in org::hibernate::testing::cache::AbstractReadWriteAccessStrategy (Class),12,1
HbmBindingContext in org::hibernate::metamodel::source::hbm (Class),4,0
OptimisticLockAnnotationTest in org::hibernate::test::annotations::various (Class),2,0
MultiTableTest in org::hibernate::test::legacy (Class),18,0
Multiplicity in org::hibernate::test::legacy (Class),1,1
BId in org::hibernate::test::annotations::idmanytoone::alphabetical (Class),7,0
CourseMeetingId in org::hibernate::test::criteria (Class),10,4
ImmutableNaturalIdTest in org::hibernate::test::jpa::naturalid (Class),9,1
Address in org::hibernate::test::annotations::onetoone::primarykey (Class),4,0
anonymous(CriteriaExecutor) in org::hibernate::test::querycache::AbstractQueryCacheResultTransformerTest.testOneEntityProjectionUnique() (Class),1,0
ValueGenerationPlan in org::hibernate::mapping::Component (Class),3,0
FooComponent in org::hibernate::test::legacy (Class),25,9
DiscriminatorOptionsTest in org::hibernate::test::annotations::inheritance::discriminatoroptions (Class),3,0
TernaryMapFlush in org::hibernate::envers::test::integration::manytomany::ternary (Class),4,0
BooleanDescriptorTest in org::hibernate::type::descriptor::java (Class),4,0
Investment in org::hibernate::test::annotations::embeddables::nested (Class),6,0
CriteriaQuery in org::hibernate::criterion (Class),17,2
Waiter in org::hibernate::test::annotations::access::xml (Class),0,0
TableSpecification in org::hibernate::metamodel::relational (Class),17,1
TimesTenDialect in org::hibernate::dialect (Class),31,0
CollectionPersister in org::hibernate::test::annotations::persister (Class),1,0
BasicProxyFactory in org::hibernate::bytecode::spi (Class),1,0
TestData in org::hibernate::test::hql::BulkManipulationTest (Class),3,0
anonymous(TestCode) in org::hibernate::test::fetchprofiles::join::JoinFetchProfileTest.testCriteriaManyToOneFetchProfile() (Class),1,0
FileZippedJarVisitor in org::hibernate::ejb::packaging (Class),4,0
ComponentPropertyMapper in org::hibernate::envers::entities::mapper (Class),9,0
PhoneNumber in org::hibernate::test::domain (Class),11,0
AbstractCollectionChangeTest in org::hibernate::envers::test::integration::collection::norevision (Class),6,2
DistinctRootEntityResultTransformer in org::hibernate::transform (Class),7,0
IdManyToOneTest in org::hibernate::test::annotations::idmanytoone (Class),3,0
EmbeddedEntity in org::hibernate::metamodel::source::annotations::entity::EmbeddableBindingTest (Class),0,0
DataPoint in org::hibernate::test::batch (Class),9,2
IsLoadedTest in org::hibernate::ejb::test::util (Class),2,0
AbstractComponentType in org::hibernate::type (Class),0,0
AllCached in org::hibernate::test::naturalid::mutable::cached (Class),6,1
EntityTableObjectNameSource in org::hibernate::cfg::annotations::EntityBinder (Class),3,0
Customer in org::hibernate::test::join (Class),5,2
F in org::hibernate::ejb::test::cascade::multicircle (Class),8,4
CollectionCleanup in org::hibernate::action::internal::BulkOperationCleanupAction (Class),2,0
MiddleIdData in org::hibernate::envers::entities::mapper::relation (Class),6,1
NullnessPredicate in org::hibernate::ejb::criteria::predicate (Class),7,0
Order in org::hibernate::test::sql::hand (Class),7,2
MixedInheritanceStrategiesEntityTest in org::hibernate::envers::test::integration::inheritance::mixed (Class),7,0
SQLQueryReturnProcessor in org::hibernate::loader::custom::sql (Class),17,1
CustomSqlElement in org::hibernate::internal::jaxb::mapping::hbm (Class),4,0
PersistentCollectionChangeWorkUnit in org::hibernate::envers::synchronization::work (Class),14,0
EmbeddedIdTest in org::hibernate::metamodel::source::annotations::entity (Class),1,0
File in org::hibernate::test::annotations::inheritance::joined (Class),6,1
BasicNaming in org::hibernate::envers::test::integration::naming (Class),6,0
ManyToOneComponentTestEntity in org::hibernate::envers::test::entities::components::relations (Class),10,0
ParameterTest in org::hibernate::ejb::criteria (Class),3,0
MergeTest in org::hibernate::test::nonflushedchanges (Class),22,0
SupportTickets in org::hibernate::test::annotations::fetchprofile (Class),6,0
Foo in org::hibernate::metamodel::source::annotations::global::QueryBinderTest.testNoResultClass() (Class),0,0
SessionFactoryObserverTest in org::hibernate::ejb::test::ejb3configuration (Class),1,0
Order in org::hibernate::test::keymanytoone::bidir::embedded (Class),9,0
Blobber in org::hibernate::test::legacy (Class),7,0
ConnectionProviderJdbcConnectionAccess in org::hibernate::engine::jdbc::internal::JdbcServicesImpl (Class),3,0
NamedParameterDescription in org::hibernate::engine::query::spi::ParamLocationRecognizer (Class),5,2
BasicCollectionElement in org::hibernate::metamodel::binding (Class),4,0
anonymous(HqlExecutor) in org::hibernate::test::querycache::AbstractQueryCacheResultTransformerTest.testAliasToEntityMapMultiProjectionWithNullAliasList() (Class),1,0
Being in org::hibernate::ejb::test::metadata (Class),0,0
Set in org::hibernate::mapping (Class),6,0
SimpleValueBinding in org::hibernate::metamodel::binding (Class),12,1
NotonialDeal in org::hibernate::test::annotations::embedded (Class),2,0
CurrencyType in org::hibernate::type (Class),5,1
HQLQueryPlan in org::hibernate::engine::query::spi (Class),18,1
Node in org::hibernate::test::id::uuid::strategy (Class),6,2
WhereParser in org::hibernate::hql::internal::classic (Class),18,1
TooManyRowsAffectedException in org::hibernate::jdbc (Class),3,0
DoubleSetRefCollEntity in org::hibernate::envers::test::entities::onetomany::detached (Class),14,0
PropertyAccess in org::hibernate::metamodel::source::annotations::entity::AccessBindingTest (Class),1,0
IdMapper in org::hibernate::envers::entities::mapper::id (Class),11,0
SequenceGenerator in org::hibernate::id (Class),12,2
FlushTest in org::hibernate::ejb::test::emops (Class),9,0
anonymous(CriteriaExecutor) in org::hibernate::test::querycache::AbstractQueryCacheResultTransformerTest.testEntityWithJoinedLazyOneToManySingleElementListCriteria() (Class),1,0
JoinColumnOverrideTest in org::hibernate::test::annotations::id (Class),2,0
EJBQLTest in org::hibernate::test::hql (Class),13,0
anonymous(AbstractReturningWork) in org::hibernate::test::legacy::FooBarTest.testPersistCollections() (Class),1,0
SomeGuy in org::hibernate::test::annotations::generics (Class),3,1
Membership in org::hibernate::test::sql::autodiscovery (Class),13,0
SortedSetCollectionMapper in org::hibernate::envers::entities::mapper::relation (Class),2,0
Strategy in org::hibernate::test::dirtiness::CustomDirtinessStrategyTest (Class),7,1
StandardSQLFunction in org::hibernate::dialect::function (Class),9,1
BidirectionalOneToManyBagSubclassCollectionEventTest in org::hibernate::test::event::collection::association::bidirectional::onetomany (Class),2,0
anonymous(HqlExecutor) in org::hibernate::test::querycache::AbstractQueryCacheResultTransformerTest.testAliasToBeanDtoOneArgList() (Class),1,0
RDMSOS2200Dialect in org::hibernate::dialect (Class),22,0
Result in org::hibernate::test::legacy (Class),8,3
NotFoundTest in org::hibernate::test::annotations::notfound (Class),2,0
MapType in org::hibernate::type (Class),8,0
CalendarMutabilityPlan in org::hibernate::type::descriptor::java::CalendarTypeDescriptor (Class),3,1
BasicType in org::hibernate::type (Class),1,1
Id in org::hibernate::test::orphan::one2one::fk::composite::EmployeeInfo (Class),8,0
OperatorNode in org::hibernate::hql::internal::ast::tree (Class),3,0
Incident in org::hibernate::ejb::test::association (Class),5,0
JpaEntityNameTest in org::hibernate::ejb::test::xml (Class),2,0
anonymous(BasicExtractor) in org::hibernate::type::descriptor::sql::BitTypeDescriptor.getExtractor() (Class),1,0
Employee in org::hibernate::test::orphan::one2one::pk::unidirectional (Class),5,3
NonExistentOrmVersionTest in org::hibernate::test::annotations::xml::ejb3 (Class),1,0
Lower in org::hibernate::test::legacy (Class),15,5
Order in org::hibernate::property (Class),5,3
JtaAwareConnectionProviderImpl in org::hibernate::testing::jta (Class),11,0
CreateKeySecondPass in org::hibernate::cfg (Class),3,0
CardPrimaryKey in org::hibernate::test::annotations::idmanytoone::Card (Class),3,1
HHH4851Test in org::hibernate::test::annotations::onetoone::hhh4851 (Class),3,0
Simple in org::hibernate::ejb::test::instrument (Class),2,0
anonymous(Callable) in org::hibernate::test::cache::infinispan::functional::BasicTransactionalTestCase.saveSomeCitizens() (Class),1,0
UnidirectionalOneToManySetCollectionEventTest in org::hibernate::test::event::collection::association::unidirectional::onetomany (Class),3,0
QueryResultsRegionImpl in org::hibernate::testing::cache::CachingRegionFactory (Class),1,0
Kitten in org::hibernate::ejb::test (Class),6,1
Foo in org::hibernate::test::legacy (Class),78,10
NoJtaPlatform in org::hibernate::service::jta::platform::internal (Class),7,1
ANSICaseFragment in org::hibernate::sql (Class),2,0
HqlToken in org::hibernate::hql::internal::ast (Class),6,1
BasicSetWithEmbId in org::hibernate::envers::test::integration::onetomany (Class),8,0
TransactionEnvironmentImpl in org::hibernate::test::common (Class),7,0
StrTestEntityComparator in org::hibernate::envers::test::entities (Class),3,1
anonymous(HqlExecutor) in org::hibernate::test::querycache::AbstractQueryCacheResultTransformerTest.testAliasToEntityMapMultiProjectionList() (Class),1,0
DeleteStatement in org::hibernate::hql::internal::ast::tree (Class),6,0
anonymous(DuplicationStrategy) in org::hibernate::ejb::event::JpaIntegrator.<Initializer>() (Class),2,0
Discount in org::hibernate::test::annotations (Class),7,4
SmallIntTypeDescriptor in org::hibernate::type::descriptor::sql (Class),6,1
UnknownUnwrapTypeException in org::hibernate::service (Class),2,0
Item in org::hibernate::test::annotations::derivedidentities::e1::b2 (Class),17,1
DelayedOperation in org::hibernate::collection::internal::AbstractPersistentCollection (Class),3,2
InsertOrderingTest in org::hibernate::test::insertordering (Class),3,0
BaseAnnotationIndexTestCase in org::hibernate::metamodel::source::annotations::util (Class),4,0
InterfacesTest in org::hibernate::test::annotations::interfaces (Class),2,0
ParentAuditing in org::hibernate::envers::test::integration::inheritance::tableperclass (Class),6,0
EnumConversionHelper in org::hibernate::metamodel::source::annotations (Class),7,0
ForeignKeyMetadata in org::hibernate::tool::hbm2ddl (Class),8,1
EhcacheStatsImplTest in org::hibernate::test::cache (Class),3,0
AbstractEntityManagerImpl in org::hibernate::ejb (Class),74,6
NaturalIdLoadAccessImpl in org::hibernate::internal::SessionImpl (Class),9,0
anonymous(ForeignKeyDirection) in org::hibernate::type::ForeignKeyDirection.<Initializer>() (Class),3,0
JoinedSubclassFilterTest in org::hibernate::test::subclassfilter (Class),3,0
ExceptionTest in org::hibernate::ejb::test::exception (Class),7,0
AuditReader in org::hibernate::envers (Class),14,2
HasChangedOneToManyInComponent in org::hibernate::envers::test::integration::modifiedflags (Class),3,0
Woody in org::hibernate::test::annotations::access (Class),4,1
FootballerPk in org::hibernate::test::annotations::id::sequences::entities (Class),8,0
Item in org::hibernate::test::interfaceproxy (Class),3,2
OneToOne in org::hibernate::mapping (Class),16,0
ReadOnlyEhcacheEntityRegionAccessStrategy in org::hibernate::cache::ehcache::internal::strategy (Class),10,0
Bunny in org::hibernate::test::annotations::id::entities (Class),2,0
TemplatedViolatedConstraintNameExtracter in org::hibernate::exception::spi (Class),1,0
InstrumentTest in org::hibernate::test::instrument::buildtime (Class),11,0
ClassLoadingIsolater in org::hibernate::testing::junit4 (Class),2,0
ComponentOwner in org::hibernate::test::generated (Class),8,2
ThreadLocalCurrentSessionTest in org::hibernate::test::connections (Class),8,0
MutableType in org::hibernate::type (Class),4,0
EntityXmlMappingData in org::hibernate::envers::configuration::metadata (Class),11,0
BeanValidationEventListener in org::hibernate::cfg::beanvalidation (Class),11,0
BooleanTypeDescriptor in org::hibernate::type::descriptor::java (Class),13,1
EnversListenerDuplicationStrategy in org::hibernate::envers::event (Class),4,1
ReadOnlyAccess in org::hibernate::cache::infinispan::collection (Class),6,0
TransactionCoordinator in org::hibernate::engine::transaction::spi (Class),21,1
HolidayCalendar in org::hibernate::test::domain (Class),10,2
Address in org::hibernate::test::abstractembeddedcomponents::propertyref (Class),6,0
InheritanceIndexedJoinColumnBidirectionalList in org::hibernate::envers::test::integration::onetomany::detached (Class),8,0
PropertySubqueryExpression in org::hibernate::criterion (Class),2,0
SecondaryMulIdTestEntity in org::hibernate::envers::test::integration::secondary::ids (Class),13,0
NotExpression in org::hibernate::criterion (Class),4,0
GetLoadTest in org::hibernate::test::ops (Class),7,0
Elephant in org::hibernate::ejb::test::pack::explodedpar (Class),5,0
anonymous(ResultChecker) in org::hibernate::test::querycache::AbstractQueryCacheResultTransformerTest.testMapElementsList() (Class),1,0
Order in org::hibernate::test::annotations::manytoone (Class),7,3
Configurable in org::hibernate::id (Class),1,0
TimestampedEntity in org::hibernate::test::nonflushedchanges (Class),8,0
Address in org::hibernate::test::ops (Class),12,0
ValueHandlerFactory in org::hibernate::ejb::criteria (Class),9,0
JdbcResourceRegistry in org::hibernate::engine::jdbc::spi (Class),9,0
User in org::hibernate::test::version::db (Class),12,4
ChildEntity in org::hibernate::envers::test::integration::inheritance::single (Class),8,0
OrderLine in org::hibernate::test::annotations::derivedidentities::bidirectional (Class),10,0
AbstractNonFunctionalTestCase in org::hibernate::test::cache::infinispan (Class),11,0
InstantiationOptimizerAdapter in org::hibernate::bytecode::internal::javassist (Class),2,0
AbstractResultSetProxyHandler in org::hibernate::engine::jdbc::internal::proxy (Class),10,4
ImageHolder in org::hibernate::test::annotations::lob (Class),9,5
Delegate in org::hibernate::id::SequenceIdentityGenerator (Class),4,0
ColumnMetadata in org::hibernate::tool::hbm2ddl (Class),8,1
MutualFund in org::hibernate::test::cut (Class),5,2
AssociationKey in org::hibernate::engine::spi (Class),3,0
OrderByParser in org::hibernate::hql::internal::classic (Class),5,1
CharBooleanType in org::hibernate::type (Class),3,0
DetailedSemanticException in org::hibernate::hql::internal::ast (Class),7,0
AvgFunction in org::hibernate::dialect::function::StandardAnsiSqlAggregationFunctions (Class),6,1
Bug in org::hibernate::ejb::test::pack::overridenpar (Class),7,0
StandardQueryCache in org::hibernate::cache::internal (Class),12,0
OneToManyComponentTestEntity in org::hibernate::envers::test::entities::components::relations (Class),10,0
anonymous(Operation) in org::hibernate::ejb::criteria::expression::BinaryArithmeticOperation::Operation (Class),1,0
Bed in org::hibernate::test::annotations::access::jpa (Class),2,1
TestExpectedUsage in org::hibernate::test::transaction::jdbc (Class),3,0
WrappedImageType in org::hibernate::test::annotations::lob (Class),3,1
TestRevisionListener in org::hibernate::envers::test::integration::reventity (Class),2,0
CharacterArrayType in org::hibernate::type (Class),4,2
CompositeElementPropertyMapping in org::hibernate::persister::collection (Class),3,0
MigrationTest in org::hibernate::test::schemaupdate (Class),4,0
AssertionFailure in org::hibernate (Class),3,0
CommandExtractorServiceTest in org::hibernate::test::fileimport (Class),2,0
AnnotatedTrackingEntitiesTest in org::hibernate::envers::test::integration::reventity::trackmodifiedentities (Class),2,0
ProxyBean in org::hibernate::test::bytecode (Class),4,0
Person in org::hibernate::test::annotations::embedded::many2one (Class),9,2
Account in org::hibernate::test::propertyref::component::complete (Class),5,2
TimestampedEntity in org::hibernate::test::ops (Class),8,0
AbstractPersistentCollection in org::hibernate::collection::internal (Class),58,6
ArraysTools in org::hibernate::envers::tools (Class),1,0
PaperType in org::hibernate::test::annotations::generics (Class),5,1
EmbeddableWithOne2ManyTest in org::hibernate::test::annotations::embedded::one2many (Class),3,0
Pasta in org::hibernate::ejb::test::packaging (Class),4,0
CascadeMergeToChildBeforeParentTest in org::hibernate::test::cascade::circle (Class),6,0
OneAuditEntityQueryGenerator in org::hibernate::envers::entities::mapper::relation::query (Class),2,0
DependantValue in org::hibernate::mapping (Class),8,0
JoinColumnBidirectionalList in org::hibernate::envers::test::integration::onetomany::detached (Class),7,0
AbstractAuditWorkUnit in org::hibernate::envers::synchronization::work (Class),9,2
IdentifierGenerationException in org::hibernate::id (Class),2,0
PersistenceUnitInfoImpl in org::hibernate::ejb::test::jee::OrmVersionTest (Class),21,1
PersistenceXmlLoader in org::hibernate::ejb::packaging (Class),10,0
SQLQuery in org::hibernate (Class),18,0
ImmutableNaturalIdTest in org::hibernate::test::naturalid::immutable (Class),7,1
AddDelTest in org::hibernate::envers::test::integration::merge (Class),4,0
AssociationResolver in org::hibernate::metamodel::source::internal (Class),3,0
Item in org::hibernate::test::querycache (Class),7,4
Owner in org::hibernate::test::readonly (Class),6,0
IdentifierGeneratingInsert in org::hibernate::id::insert (Class),1,0
JPAMetadataProvider in org::hibernate::cfg::annotations::reflection (Class),6,0
SchemaExportTask in org::hibernate::tool::hbm2ddl (Class),16,0
anonymous(DeferredInitializer) in org::hibernate::internal::util::Value.<Initializer>() (Class),1,0
PropertyAuditProjection in org::hibernate::envers::query::projection (Class),2,0
JoinedSubclassFkSecondPass in org::hibernate::cfg (Class),4,0
MappedSuperClass in org::hibernate::metamodel::source::annotations::util::EntityHierarchyTest.testExplicitInheritanceStrategy() (Class),0,0
DDLTest in org::hibernate::test::annotations::beanvalidation (Class),7,0
ChildAssigned in org::hibernate::test::jpa::cascade (Class),9,0
Item in org::hibernate::test::namingstrategy (Class),11,0
URLFavorite in org::hibernate::test::annotations::embedded (Class),3,2
Tool in org::hibernate::test::annotations::entity (Class),2,0
SessionStatsTest in org::hibernate::test::stats (Class),3,0
UnknownAccessTypeException in org::hibernate::cache::spi::access (Class),1,0
Ternary in org::hibernate::test::legacy::Container (Class),6,0
SelectExpression in org::hibernate::sql (Class),2,0
BiRefEdEntity in org::hibernate::envers::test::integration::onetoone::bidirectional (Class),11,1
anonymous(HqlExecutor) in org::hibernate::test::querycache::AbstractQueryCacheResultTransformerTest.testAliasToEntityMapMultiAggregatedPropProjectionSingleResult() (Class),1,0
NotAuditedManyToOneComponentTestEntity in org::hibernate::envers::test::entities::components::relations (Class),10,0
SequenceHiLoGenerator in org::hibernate::id (Class),5,1
Simple in org::hibernate::test::legacy (Class),18,5
GenericTypeDiscoveryTest in org::hibernate::metamodel::source::annotations::util (Class),2,0
ManPk in org::hibernate::test::annotations::manytomany (Class),9,4
anonymous(CascadingAction) in org::hibernate::engine::spi::CascadingAction.<Initializer>() (Class),5,0
OneToManyPluralAttributeElementSourceImpl in org::hibernate::metamodel::source::hbm (Class),5,0
Author in org::hibernate::ejb::test::cascade (Class),1,1
Soldier in org::hibernate::ejb::test::cascade (Class),9,3
anonymous(IdentifierValue) in org::hibernate::engine::spi::IdentifierValue.<Initializer>() (Class),3,0
Summary in org::hibernate::test::annotations::embedded (Class),7,3
anonymous(Value.DeferredInitializer) in org::hibernate::engine::jdbc::internal::proxy::ProxyBuilder.<Initializer>() (Class),2,0
SpecialManyToManyCollectionPropertyMapping in org::hibernate::hql::internal::ast::tree::FromElementType (Class),6,0
ExistsSubqueryExpression in org::hibernate::criterion (Class),2,0
NonIdentityGeneratorChecker in org::hibernate::test::legacy::CustomSQLTest (Class),1,0
TemporalBindingTest in org::hibernate::metamodel::source::annotations::entity (Class),3,0
Parent in org::hibernate::test::util::dtd (Class),4,0
IllegalDereferenceException in org::hibernate::ejb::criteria (Class),2,0
DecodeCaseFragment in org::hibernate::sql (Class),2,0
CardField in org::hibernate::test::annotations::cid::keymanytoone (Class),4,1
Verifier in org::hibernate::test::hql::HqlParserTest.testHHH1780() (Class),3,0
Peugot in org::hibernate::test::annotations::entity (Class),1,1
AbstractBynaryType in org::hibernate::type (Class),15,0
HasChangedNotOwnedBidirectional in org::hibernate::envers::test::integration::modifiedflags (Class),3,0
AbstractPropertyHolder in org::hibernate::cfg (Class),24,1
LoadEventListener in org::hibernate::event::spi (Class),2,0
Renderable in org::hibernate::ejb::criteria (Class),2,0
C in org::hibernate::test::annotations::cascade::multicircle::jpa::sequence (Class),6,3
JoinFetchProfileTest in org::hibernate::test::fetchprofiles::join (Class),13,0
Phone in org::hibernate::metamodel::source::annotations::entity::EmbeddableBindingTest (Class),0,0
JtaPlatformImpl in org::hibernate::test::cache::infinispan::tm (Class),7,0
KeyManyToOneEntity in org::hibernate::test::hql (Class),3,0
Product in org::hibernate::test::mapcompelem (Class),7,1
Competition in org::hibernate::test::ops (Class),6,3
ExtendedPropertyMapper in org::hibernate::envers::entities::mapper (Class),1,0
DerivedIdentityEmbeddedIdParentSameIdTypeEmbeddedIdDepTest in org::hibernate::test::annotations::derivedidentities::e6::b (Class),2,0
MultiPathCascadeTest in org::hibernate::test::cascade (Class),11,0
D_PK in org::hibernate::test::annotations::fkcircularity (Class),2,0
BlobDescriptorTest in org::hibernate::type::descriptor::java (Class),6,0
Document in org::hibernate::test::mixed (Class),7,4
BasicAttributeBinding in org::hibernate::metamodel::binding (Class),15,0
PointyTooth in org::hibernate::test::annotations::id::entities (Class),2,0
FieldTransformer in org::hibernate::bytecode::internal::javassist (Class),20,0
HqlQueryCacheIgnoreResultTransformerTest in org::hibernate::test::querycache (Class),6,0
LobCreator in org::hibernate::engine::jdbc (Class),8,0
PostCollectionRemoveEvent in org::hibernate::event::spi (Class),1,0
RevisionTypePropertyName in org::hibernate::envers::query::property (Class),2,0
Trousers in org::hibernate::test::annotations::onetoone (Class),1,1
PersistentSetNonLazyTest in org::hibernate::test::collection::set (Class),3,0
AbstractPropertyMapping in org::hibernate::persister::entity (Class),16,4
Org in org::hibernate::test::onetoone::joined (Class),1,1
