Class,Methods,Over-exposed methods
TickUnit in org::jfree::chart::axis (Class),9,1
Timeline in org::jfree::chart::axis (Class),7,0
CategoryLabelPositions in org::jfree::chart::axis (Class),13,0
StackedAreaChartTests in org::jfree::chart::junit (Class),8,0
XYBoxAndWhiskerRenderer in org::jfree::chart::renderer::xy (Class),24,6
LocalListener in org::jfree::chart::junit::XYLineChartTests (Class),3,0
CombinedRangeCategoryPlotTests in org::jfree::chart::plot::junit (Class),12,2
XYBoxAnnotation in org::jfree::chart::annotations (Class),10,0
StackedXYBarRenderer in org::jfree::chart::renderer::xy (Class),11,1
StackedAreaRenderer in org::jfree::chart::renderer::category (Class),13,0
OHLCSeriesCollection in org::jfree::data::time::ohlc (Class),29,2
CustomCategoryURLGenerator in org::jfree::chart::urls (Class),9,3
anonymous(Icon) in org::jfree::chart::renderer::category::MinMaxCategoryRenderer.getIcon() (Class),3,0
VectorDataItemTests in org::jfree::data::xy::junit (Class),6,0
DatasetChangeEvent in org::jfree::data::general (Class),2,0
DatasetGroup in org::jfree::data::general (Class),6,1
StandardBarPainter in org::jfree::chart::renderer::category (Class),6,0
StackedBarRendererTests in org::jfree::chart::renderer::category::junit (Class),8,0
XYURLGenerator in org::jfree::chart::urls (Class),1,0
ValueAxis in org::jfree::chart::axis (Class),78,10
MyRendererChangeListener in org::jfree::chart::renderer::junit::AbstractRendererTests (Class),2,1
NormalizedMatrixSeries in org::jfree::data::xy (Class),7,0
StandardTickUnitSourceTests in org::jfree::chart::axis::junit (Class),4,0
SlidingCategoryDataset in org::jfree::data::category (Class),19,4
GanttChartTests in org::jfree::chart::junit (Class),11,1
ImageTitleTests in org::jfree::chart::title::junit (Class),9,0
PowerFunction2D in org::jfree::data::function (Class),6,2
Pin in org::jfree::chart::plot::dial::DialPointer (Class),12,0
ControlPoint in org::jfree::chart::renderer::xy::XYSplineRenderer (Class),2,0
FastScatterPlotTests in org::jfree::chart::plot::junit (Class),8,0
BarPainter in org::jfree::chart::renderer::category (Class),4,0
Week in org::jfree::data::time (Class),26,3
XYIntervalSeriesCollection in org::jfree::data::xy (Class),22,0
TitleChangeListener in org::jfree::chart::event (Class),1,0
AreaRenderer in org::jfree::chart::renderer::category (Class),8,0
ItemHandler in org::jfree::data::xml (Class),7,0
MatrixSeriesCollection in org::jfree::data::xy (Class),17,1
GanttCategoryDataset in org::jfree::data::gantt (Class),10,0
TimeTableXYDatasetTests in org::jfree::data::time::junit (Class),9,0
GradientXYBarPainter in org::jfree::chart::renderer::xy (Class),9,0
ShipNeedle in org::jfree::chart::needle (Class),6,1
XIntervalSeriesCollection in org::jfree::data::xy (Class),20,1
DateRange in org::jfree::data::time (Class),10,0
CategoryLabelPosition in org::jfree::chart::axis (Class),20,4
XYErrorRendererTests in org::jfree::chart::renderer::xy::junit (Class),11,0
GanttRendererTests in org::jfree::chart::renderer::category::junit (Class),7,0
XYStepAreaRenderer in org::jfree::chart::renderer::xy (Class),19,7
VectorTests in org::jfree::data::xy::junit (Class),6,0
DialPointer in org::jfree::chart::plot::dial (Class),10,1
anonymous(StandardChartTheme) in org::jfree::chart::StandardChartTheme.createLegacyTheme() (Class),1,0
EmptyBlock in org::jfree::chart::block (Class),8,0
PaintScaleLegendTests in org::jfree::chart::title::junit (Class),6,0
IntervalXYDelegate in org::jfree::data::xy (Class),23,4
State in org::jfree::chart::renderer::xy::DeviationRenderer (Class),1,0
DynamicTimeSeriesCollection in org::jfree::data::time (Class),43,5
MeanAndStandardDeviationTests in org::jfree::data::statistics::junit (Class),5,0
XYZURLGenerator in org::jfree::chart::urls (Class),1,0
PaintScaleLegend in org::jfree::chart::title (Class),30,1
RainbowPalette in org::jfree::chart::plot (Class),3,0
DateTickUnit in org::jfree::chart::axis (Class),29,4
CategoryPlotTests in org::jfree::chart::plot::junit (Class),25,0
SeriesDataset in org::jfree::data::general (Class),3,0
RootHandler in org::jfree::data::xml (Class),6,3
TitleChangeEvent in org::jfree::chart::event (Class),2,0
EntityBlockResult in org::jfree::chart::block (Class),1,0
SymbolicXYItemLabelGeneratorTests in org::jfree::chart::labels::junit (Class),7,0
ShortTextTitle in org::jfree::chart::title (Class),7,0
SimpleHistogramBinTests in org::jfree::data::statistics::junit (Class),7,0
LegendTitle in org::jfree::chart::title (Class),37,1
XYItemRendererState in org::jfree::chart::renderer::xy (Class),7,1
Vector in org::jfree::data::xy (Class),7,2
WaterfallBarRenderer in org::jfree::chart::renderer::category (Class),16,4
KeyedObjectTests in org::jfree::data::junit (Class),6,0
GrayPaintScaleTests in org::jfree::chart::renderer::junit (Class),8,0
GrayPaintScale in org::jfree::chart::renderer (Class),10,4
XYDataset in org::jfree::data::xy (Class),6,0
DateRangeTests in org::jfree::data::time::junit (Class),6,0
XYTextAnnotation in org::jfree::chart::annotations (Class),34,10
DefaultTimeline in org::jfree::chart::axis::DateAxis (Class),9,0
DefaultXYZDatasetTests in org::jfree::data::xy::junit (Class),11,1
PeriodAxis in org::jfree::chart::axis (Class),48,3
IntervalCategoryItemLabelGeneratorTests in org::jfree::chart::labels::junit (Class),7,0
ItemLabelAnchor in org::jfree::chart::labels (Class),5,0
WaferMapDataset in org::jfree::data::general (Class),20,0
CandlestickRenderer in org::jfree::chart::renderer::xy (Class),32,7
anonymous(SelectionAdapter) in org::jfree::experimental::chart::swt::editor::SWTPlotAppearanceEditor.SWTPlotAppearanceEditor() (Class),1,0
ArcDialFrameTests in org::jfree::chart::plot::dial::junit (Class),6,0
TaskTests in org::jfree::data::gantt::junit (Class),6,0
LocalListener in org::jfree::chart::junit::XYBarChartTests (Class),3,0
BoxAndWhiskerRendererTests in org::jfree::chart::renderer::category::junit (Class),20,0
ChartChangeEvent in org::jfree::chart::event (Class),7,0
AnnotationChangeEvent in org::jfree::chart::event (Class),2,0
WindItemRenderer in org::jfree::chart::renderer::xy (Class),4,1
DefaultOHLCDatasetTests in org::jfree::data::xy::junit (Class),9,0
DefaultKeyedValueDataset in org::jfree::data::general (Class),11,0
MyRenderer in org::jfree::chart::renderer::category::junit::StackedBarRenderer3DTests (Class),2,0
ClusteredXYBarRenderer in org::jfree::chart::renderer::xy (Class),9,1
EmptyBlockTests in org::jfree::chart::block::junit (Class),5,0
ModuloAxisTests in org::jfree::chart::axis::junit (Class),6,0
AreaChartTests in org::jfree::chart::junit (Class),8,0
TaskSeriesCollectionTests in org::jfree::data::gantt::junit (Class),29,0
VectorSeriesTests in org::jfree::data::xy::junit (Class),15,0
JFreeChart in org::jfree::chart (Class),72,10
DefaultChartEditor in org::jfree::chart::editor (Class),9,2
CategoryPointerAnnotation in org::jfree::chart::annotations (Class),24,0
ScatterRenderer in org::jfree::chart::renderer::category (Class),24,1
XYItemEntityTests in org::jfree::chart::entity::junit (Class),5,0
DefaultCategoryItemRenderer in org::jfree::chart::renderer::category (Class),2,0
BubbleXYItemLabelGeneratorTests in org::jfree::chart::labels::junit (Class),8,0
XYAnnotationBoundsInfo in org::jfree::chart::annotations (Class),3,0
SWTPlotEditor in org::jfree::experimental::chart::swt::editor (Class),7,1
ContourPlotTests in org::jfree::chart::plot::junit (Class),3,0
XYStepChartTests in org::jfree::chart::junit (Class),7,0
PieChartTests in org::jfree::chart::junit (Class),5,0
BoxAndWhiskerXYToolTipGenerator in org::jfree::chart::labels (Class),5,0
PlumNeedleTests in org::jfree::chart::needle::junit (Class),5,0
anonymous(SelectionAdapter) in org::jfree::experimental::chart::swt::editor::SWTPlotAppearanceEditor.SWTPlotAppearanceEditor() (Class),1,0
ValueSequence in org::jfree::data::time::DynamicTimeSeriesCollection (Class),4,0
StandardCategoryURLGenerator in org::jfree::chart::urls (Class),8,0
DefaultPolarItemRendererTests in org::jfree::chart::renderer::junit (Class),6,0
MiddlePinNeedle in org::jfree::chart::needle (Class),6,1
CategoryToPieDatasetTests in org::jfree::data::category::junit (Class),8,0
StandardPieURLGeneratorTests in org::jfree::chart::urls::junit (Class),6,0
StandardXYSeriesLabelGenerator in org::jfree::chart::labels (Class),8,1
CSV in org::jfree::data::io (Class),6,0
Minute in org::jfree::data::time (Class),23,4
StandardXYBarPainterTests in org::jfree::chart::renderer::xy::junit (Class),6,0
ColorBarTests in org::jfree::chart::axis::junit (Class),6,0
Tick in org::jfree::chart::axis (Class),9,2
LegendItemBlockContainer in org::jfree::chart::title (Class),11,2
MultiplePiePlotTests in org::jfree::chart::plot::junit (Class),8,0
VectorSeriesCollection in org::jfree::data::xy (Class),18,1
MultiplePiePlot in org::jfree::chart::plot (Class),26,3
PolarAxisLocation in org::jfree::chart::plot (Class),5,0
YIntervalRendererTests in org::jfree::chart::renderer::xy::junit (Class),8,0
CategoryLabelPositionsTests in org::jfree::chart::axis::junit (Class),6,0
VectorRendererTests in org::jfree::chart::renderer::xy::junit (Class),7,0
OHLCDataItemTests in org::jfree::data::xy::junit (Class),5,0
XYCoordinate in org::jfree::data::xy (Class),8,2
StatisticalLineAndShapeRendererTests in org::jfree::chart::renderer::category::junit (Class),10,0
ValueAxisPlot in org::jfree::chart::plot (Class),1,0
StandardXYURLGenerator in org::jfree::chart::urls (Class),6,0
PolarItemRenderer in org::jfree::chart::renderer (Class),15,0
YIntervalDataItemTests in org::jfree::data::xy::junit (Class),7,0
StandardXYItemLabelGenerator in org::jfree::chart::labels (Class),10,0
XYDatasetTableModel in org::jfree::data::xy (Class),11,0
IntervalCategoryDataset in org::jfree::data::category (Class),4,0
OHLCSeries in org::jfree::data::time::ohlc (Class),5,0
LongNeedle in org::jfree::chart::needle (Class),6,1
IntervalXYDataset in org::jfree::data::xy (Class),8,0
LegendItem in org::jfree::chart (Class),59,21
PolynomialFunction2D in org::jfree::data::function (Class),6,2
XYShapeRendererTests in org::jfree::chart::renderer::xy::junit (Class),8,0
SegmentedTimeline in org::jfree::chart::axis (Class),46,11
EntityCollection in org::jfree::chart::entity (Class),8,0
DataPackageResources in org::jfree::data::resources (Class),2,0
DefaultCategoryDatasetTests in org::jfree::data::category::junit (Class),17,0
AxisLocation in org::jfree::chart::axis (Class),7,0
XYStepAreaRendererTests in org::jfree::chart::renderer::xy::junit (Class),8,0
DynamicDriveToolTipTagFragmentGenerator in org::jfree::chart::imagemap (Class),4,0
HourTests in org::jfree::data::time::junit (Class),25,0
Statistics in org::jfree::data::statistics (Class),13,0
TaskSeriesCollection in org::jfree::data::gantt (Class),38,2
SWTPlotAppearanceEditor in org::jfree::experimental::chart::swt::editor (Class),9,2
RangeTests in org::jfree::data::junit (Class),12,0
CompositeTitleTests in org::jfree::chart::title::junit (Class),7,0
DefaultBoxAndWhiskerCategoryDataset in org::jfree::data::statistics (Class),44,2
StatisticsTests in org::jfree::data::statistics::junit (Class),15,0
PeriodAxisLabelInfo in org::jfree::chart::axis (Class),21,3
SWTTitleEditor in org::jfree::experimental::chart::swt::editor (Class),7,1
CategoryLabelPositionTests in org::jfree::chart::axis::junit (Class),5,0
CategoryToolTipGenerator in org::jfree::chart::labels (Class),1,0
OutlierTests in org::jfree::chart::renderer::junit (Class),7,0
PieSectionLabelGenerator in org::jfree::chart::labels (Class),2,0
WaferMapPlot in org::jfree::chart::plot (Class),14,0
CandlestickRendererTests in org::jfree::chart::renderer::xy::junit (Class),10,0
XIntervalSeries in org::jfree::data::xy (Class),8,0
StackedXYAreaRenderer2Tests in org::jfree::chart::renderer::xy::junit (Class),9,0
LineFunction2DTests in org::jfree::data::function::junit (Class),7,0
XYPolygonAnnotationTests in org::jfree::chart::annotations::junit (Class),7,0
StatisticalBarRenderer in org::jfree::chart::renderer::category (Class),13,1
CyclicNumberAxis in org::jfree::chart::axis (Class),35,3
BlockContainerTests in org::jfree::chart::block::junit (Class),5,0
MyPlotChangeListener in org::jfree::chart::plot::junit (Class),4,2
ContourValuePlot in org::jfree::chart::plot (Class),1,0
HashUtilities in org::jfree::chart (Class),13,0
DayTests in org::jfree::data::time::junit (Class),25,0
TickUnitSource in org::jfree::chart::axis (Class),3,0
DataPackageResources_de in org::jfree::data::resources (Class),2,0
DataPackageResources_pl in org::jfree::data::resources (Class),2,0
XYSmoothLineAndShapeRenderer in org::jfree::experimental::chart::renderer::xy (Class),4,0
LegendRenderingOrder in org::jfree::chart (Class),5,0
SWTPaintCanvas in org::jfree::experimental::swt (Class),12,0
HighLowItemLabelGeneratorTests in org::jfree::chart::labels::junit (Class),7,0
ParamChecks in org::jfree::chart::util (Class),1,0
IntervalMarker in org::jfree::chart::plot (Class),14,0
CustomXYURLGeneratorTests in org::jfree::chart::urls::junit (Class),7,0
AbstractXYItemRendererTests in org::jfree::chart::renderer::xy::junit (Class),9,0
CombinedXYPlot in org::jfree::experimental::chart::plot (Class),5,0
KeyedValueDataset in org::jfree::data::general (Class),0,0
TaskSeriesTests in org::jfree::data::gantt::junit (Class),6,0
ChartFactory in org::jfree::chart (Class),41,1
AxisState in org::jfree::chart::axis (Class),14,2
Year in org::jfree::data::time (Class),20,2
XYLineAndShapeRenderer in org::jfree::chart::renderer::xy (Class),53,3
AbstractPieLabelDistributor in org::jfree::chart::plot (Class),6,2
XYBarChartTests in org::jfree::chart::junit (Class),7,0
LayeredBarRenderer in org::jfree::chart::renderer::category (Class),8,1
ComparableObjectSeriesTests in org::jfree::data::junit (Class),7,0
DialValueIndicator in org::jfree::chart::plot::dial (Class),45,0
XYTaskDataset in org::jfree::data::gantt (Class),30,1
StrokeMap in org::jfree::chart (Class),10,3
CategoryItemLabelGenerator in org::jfree::chart::labels (Class),3,0
JDBCXYDataset in org::jfree::data::jdbc (Class),21,0
AbstractDataset in org::jfree::data::general (Class),13,0
XYItemRenderer in org::jfree::chart::renderer::xy (Class),135,0
WindNeedleTests in org::jfree::chart::needle::junit (Class),5,0
DataPackageResources_fr in org::jfree::data::resources (Class),2,0
MultipleXYSeriesLabelGeneratorTests in org::jfree::chart::labels::junit (Class),7,0
EntityBlockParams in org::jfree::chart::block (Class),1,0
CategoryToPieDataset in org::jfree::data::category (Class),15,4
YIntervalSeriesTests in org::jfree::data::xy::junit (Class),15,0
XYBubbleRendererTests in org::jfree::chart::renderer::xy::junit (Class),8,0
CategoryTableXYDatasetTests in org::jfree::data::xy::junit (Class),9,0
DefaultValueDataset in org::jfree::data::general (Class),8,0
XYAreaRendererState in org::jfree::chart::renderer::xy::XYAreaRenderer (Class),1,0
ChartFrame in org::jfree::chart (Class),3,0
MyLogarithmicAxis in org::jfree::chart::axis::junit::LogarithmicAxisTests (Class),4,0
MultipleXYSeriesLabelGenerator in org::jfree::chart::labels (Class),10,2
JFreeChartResources in org::jfree::chart::resources (Class),2,0
GradientXYBarPainterTests in org::jfree::chart::renderer::xy::junit (Class),6,0
QuarterDateFormat in org::jfree::chart::axis (Class),8,0
PlotUtilities in org::jfree::chart::plot (Class),1,0
XYAreaRenderer2Tests in org::jfree::chart::renderer::xy::junit (Class),9,0
LineBorder in org::jfree::chart::block (Class),12,2
DefaultTableXYDataset in org::jfree::data::xy (Class),37,7
PlotChangeListener in org::jfree::chart::event (Class),1,0
TitleEntity in org::jfree::chart::entity (Class),11,0
JDBCPieDataset in org::jfree::data::jdbc (Class),7,0
HistogramDataset in org::jfree::data::statistics (Class),22,1
JFreeChartTests in org::jfree::chart::junit (Class),16,0
MonthDateFormat in org::jfree::chart::axis (Class),11,1
CombinedDomainXYPlotTests in org::jfree::chart::plot::junit (Class),13,0
ThermometerPlotTests in org::jfree::chart::plot::junit (Class),7,0
XYBlockRenderer in org::jfree::chart::renderer::xy (Class),16,3
KeyedObjects in org::jfree::data (Class),17,3
ContourEntity in org::jfree::chart::entity (Class),7,0
OHLCTests in org::jfree::data::time::ohlc::junit (Class),6,0
CategoryTickTests in org::jfree::chart::axis::junit (Class),6,0
LocalListener in org::jfree::chart::junit::AreaChartTests (Class),3,0
StandardXYZToolTipGeneratorTests in org::jfree::chart::labels::junit (Class),7,0
DefaultHighLowDatasetTests in org::jfree::data::xy::junit (Class),6,0
LookupPaintScale in org::jfree::chart::renderer (Class),13,4
SWTStrokeCanvas in org::jfree::experimental::chart::swt::editor (Class),8,0
DefaultShadowGenerator in org::jfree::chart::util (Class),14,0
LineFunction2D in org::jfree::data::function (Class),6,2
LogFormat in org::jfree::chart::util (Class),12,0
MeanAndStandardDeviation in org::jfree::data::statistics (Class),9,4
DefaultContourDataset in org::jfree::data::contour (Class),27,0
WaterfallBarRendererTests in org::jfree::chart::renderer::category::junit (Class),8,0
XYDataItem in org::jfree::data::xy (Class),14,5
SubCategoryAxisTests in org::jfree::chart::axis::junit (Class),7,0
StandardCategoryItemLabelGenerator in org::jfree::chart::labels (Class),7,0
ScatterPlotTests in org::jfree::chart::junit (Class),7,0
ItemLabelAnchorTests in org::jfree::chart::labels::junit (Class),4,0
DefaultKeyedValues2DTests in org::jfree::data::junit (Class),17,0
XYDifferenceRenderer in org::jfree::chart::renderer::xy (Class),26,6
CategoryRangeInfo in org::jfree::data::category (Class),1,0
State in org::jfree::chart::renderer::xy::SamplingXYLineRenderer (Class),3,0
XYToolTipGenerator in org::jfree::chart::labels (Class),1,0
CombinedCategoryPlotDemo1 in org::jfree::experimental::chart::demo (Class),8,4
MeterPlotTests in org::jfree::chart::plot::junit (Class),6,0
TimePeriodValuesCollectionTests in org::jfree::data::time::junit (Class),10,0
YIntervalSeriesCollection in org::jfree::data::xy (Class),20,0
DeviationRendererTests in org::jfree::chart::renderer::xy::junit (Class),7,0
DataUtilitiesTests in org::jfree::data::junit (Class),10,0
CategoryTick in org::jfree::chart::axis (Class),8,1
XYDotRendererTests in org::jfree::chart::renderer::xy::junit (Class),8,0
RelativeDateFormatTests in org::jfree::chart::util::junit (Class),10,0
LevelRenderer in org::jfree::chart::renderer::category (Class),16,4
IntervalXYItemLabelGenerator in org::jfree::chart::labels (Class),10,0
ValueMarkerTests in org::jfree::chart::plot::junit (Class),10,0
MeterPlot in org::jfree::chart::plot (Class),56,4
SamplingXYLineRenderer in org::jfree::chart::renderer::xy (Class),10,0
anonymous(SelectionAdapter) in org::jfree::experimental::chart::swt::editor::SWTAxisEditor.SWTAxisEditor() (Class),1,0
StandardDialScale in org::jfree::chart::plot::dial (Class),50,1
UnknownKeyException in org::jfree::data (Class),1,0
SpiderWebPlotTests in org::jfree::chart::plot::junit (Class),7,0
StatisticalCategoryDataset in org::jfree::data::statistics (Class),4,0
StackedAreaRendererTests in org::jfree::chart::renderer::category::junit (Class),8,0
JDBCCategoryDataset in org::jfree::data::jdbc (Class),8,0
CustomXYToolTipGenerator in org::jfree::chart::labels (Class),9,3
CombinedRangeCategoryPlot in org::jfree::chart::plot (Class),20,1
XYPointerAnnotation in org::jfree::chart::annotations (Class),24,0
DataCategoryPackageTests in org::jfree::data::category::junit (Class),4,0
VectorDataItem in org::jfree::data::xy (Class),6,5
PaletteSample in org::jfree::chart::editor (Class),6,1
DefaultStatisticalCategoryDatasetTests in org::jfree::data::statistics::junit (Class),14,0
DataXYPackageTests in org::jfree::data::xy::junit (Class),4,0
PieSectionEntity in org::jfree::chart::entity (Class),13,0
ArrowNeedle in org::jfree::chart::needle (Class),6,1
DomainOrder in org::jfree::data (Class),6,0
KeyedObjectsTests in org::jfree::data::junit (Class),13,0
BarChartTests in org::jfree::chart::junit (Class),8,0
CrosshairOverlay in org::jfree::chart::panel (Class),20,4
CategoryLabelEntityTests in org::jfree::chart::entity::junit (Class),5,0
CategorySeriesHandler in org::jfree::data::xml (Class),5,0
RangeTypeTests in org::jfree::data::junit (Class),5,0
CombinedRangeXYPlot in org::jfree::chart::plot (Class),25,1
XYDomainInfo in org::jfree::data::xy (Class),1,0
AbstractXYDataset in org::jfree::data::xy (Class),3,0
CrosshairTests in org::jfree::chart::plot::junit (Class),7,0
PieURLGenerator in org::jfree::chart::urls (Class),1,0
ValueMarker in org::jfree::chart::plot (Class),14,0
VectorSeries in org::jfree::data::xy (Class),9,0
GanttRenderer in org::jfree::chart::renderer::category (Class),17,4
ContourEntityTests in org::jfree::chart::entity::junit (Class),5,0
LogAxis in org::jfree::chart::axis (Class),36,2
AxisLocationTests in org::jfree::chart::axis::junit (Class),5,0
LocalListener in org::jfree::chart::junit::BarChartTests (Class),3,0
PieLabelRecordTests in org::jfree::chart::plot::junit (Class),5,0
LegendItemCollection in org::jfree::chart (Class),9,3
YWithXIntervalTests in org::jfree::data::xy::junit (Class),5,0
KeypointPNGEncoderAdapter in org::jfree::chart::encoders (Class),7,0
XYDataImageAnnotation in org::jfree::chart::annotations (Class),16,0
StackedBarChart3DTests in org::jfree::chart::junit (Class),8,0
BoxAndWhiskerItemTests in org::jfree::data::statistics::junit (Class),4,0
RendererChangeEvent in org::jfree::chart::event (Class),4,0
XYStepRendererTests in org::jfree::chart::renderer::xy::junit (Class),9,0
XYShapeAnnotation in org::jfree::chart::annotations (Class),10,0
ColorBlockTests in org::jfree::chart::block::junit (Class),5,0
LocalListener in org::jfree::chart::junit::PieChart3DTests (Class),3,0
FixedMillisecondTests in org::jfree::data::time::junit (Class),6,0
FastScatterPlot in org::jfree::chart::plot (Class),50,9
ColorBar in org::jfree::chart::axis (Class),20,0
DomainInfo in org::jfree::data (Class),3,0
RendererPackageTests in org::jfree::chart::renderer::junit (Class),3,0
LocalListener in org::jfree::chart::junit::StackedBarChart3DTests (Class),3,0
LocalListener in org::jfree::chart::junit::TimeSeriesChartTests (Class),3,0
DefaultWindDatasetTests in org::jfree::data::xy::junit (Class),10,1
DataUtilities in org::jfree::data (Class),9,0
MinMaxCategoryRendererTests in org::jfree::chart::renderer::category::junit (Class),8,0
DefaultBoxAndWhiskerCategoryDatasetTests in org::jfree::data::statistics::junit (Class),12,0
DefaultHeatMapDatasetTests in org::jfree::data::general::junit (Class),9,0
CategoryMarker in org::jfree::chart::plot (Class),13,0
DefaultDrawingSupplier in org::jfree::chart::plot (Class),18,7
MyDateAxis in org::jfree::chart::axis::junit::DateAxisTests (Class),2,0
RendererState in org::jfree::chart::renderer (Class),3,0
DomainOrderTests in org::jfree::data::junit (Class),5,0
SunJPEGEncoderAdapter in org::jfree::chart::encoders (Class),8,0
TimeSeriesCollection in org::jfree::data::time (Class),38,0
LevelRendererTests in org::jfree::chart::renderer::category::junit (Class),10,0
AbstractRendererTests in org::jfree::chart::renderer::junit (Class),23,0
DefaultXYItemRenderer in org::jfree::chart::renderer::xy (Class),2,0
DialTextAnnotationTests in org::jfree::chart::plot::dial::junit (Class),6,0
BorderArrangement in org::jfree::chart::block (Class),11,0
YisSymbolic in org::jfree::data::xy (Class),3,0
TimeSeriesCollectionTests in org::jfree::data::time::junit (Class),13,0
AbstractRenderer in org::jfree::chart::renderer (Class),194,11
BarChartDemo1 in org::jfree::chart::demo (Class),7,1
LegendItemEntityTests in org::jfree::chart::entity::junit (Class),5,0
PieDataset in org::jfree::data::general (Class),0,0
StandardCrosshairLabelGenerator in org::jfree::chart::labels (Class),7,0
Arrangement in org::jfree::chart::block (Class),4,1
SubSeriesDataset in org::jfree::data::general (Class),24,0
PeriodAxisLabelInfoTests in org::jfree::chart::axis::junit (Class),6,0
ComparableObjectSeries in org::jfree::data (Class),21,4
SeriesRenderingOrder in org::jfree::chart::plot (Class),6,0
LocalListener in org::jfree::chart::junit::XYStepAreaChartTests (Class),3,0
anonymous(SelectionAdapter) in org::jfree::experimental::chart::swt::editor::SWTTitleEditor.SWTTitleEditor() (Class),1,0
XYIntervalTests in org::jfree::data::xy::junit (Class),5,0
RangeInfo in org::jfree::data (Class),3,0
OverLIBToolTipTagFragmentGenerator in org::jfree::chart::imagemap (Class),2,0
PieChartDemo1 in org::jfree::chart::demo (Class),8,2
Values in org::jfree::data (Class),2,0
XYShapeRenderer in org::jfree::chart::renderer::xy (Class),26,3
SWTGraphics2D in org::jfree::experimental::swt (Class),83,1
XYBarDataset in org::jfree::data::xy (Class),22,1
PaintMapTests in org::jfree::chart::junit (Class),9,0
HistogramType in org::jfree::data::statistics (Class),6,0
TimeSeriesTableModel in org::jfree::data::time (Class),11,0
GreyPalette in org::jfree::chart::plot (Class),3,0
ChartTheme in org::jfree::chart (Class),1,0
CategoryAnchorTests in org::jfree::chart::axis::junit (Class),5,0
XYIntervalSeriesTests in org::jfree::data::xy::junit (Class),16,0
Crosshair in org::jfree::chart::plot (Class),42,1
ArcDialFrame in org::jfree::chart::plot::dial (Class),26,1
SWTOtherEditor in org::jfree::experimental::chart::swt::editor (Class),4,0
LogAxisTests in org::jfree::chart::axis::junit (Class),15,0
Millisecond in org::jfree::data::time (Class),20,3
CategoryItemEntityTests in org::jfree::chart::entity::junit (Class),5,0
anonymous(SelectionAdapter) in org::jfree::experimental::chart::swt::editor::SWTAxisEditor.SWTAxisEditor() (Class),1,0
SunPNGEncoderAdapter in org::jfree::chart::encoders (Class),6,0
BoxAndWhiskerToolTipGenerator in org::jfree::chart::labels (Class),5,0
ItemLabelPosition in org::jfree::chart::labels (Class),14,0
NormalDistributionFunction2D in org::jfree::data::function (Class),6,2
CompositeTitle in org::jfree::chart::title (Class),15,2
LocalListener in org::jfree::chart::junit::GanttChartTests (Class),3,0
AbstractDialLayerTests in org::jfree::chart::plot::dial::junit (Class),5,0
DefaultMultiValueCategoryDatasetTests in org::jfree::data::statistics::junit (Class),10,0
anonymous(DefaultXYDataset) in org::jfree::chart::renderer::junit::RendererUtilitiesTests.testFindLiveItemsLowerBound_Descending() (Class),1,0
BarRendererTests in org::jfree::chart::renderer::category::junit (Class),11,0
MatrixSeries in org::jfree::data::xy (Class),12,3
DefaultBoxAndWhiskerXYDataset in org::jfree::data::statistics (Class),28,1
StrokeMapTests in org::jfree::chart::junit (Class),8,0
XYIntervalSeries in org::jfree::data::xy (Class),10,0
DateAxis in org::jfree::chart::axis (Class),54,5
MiddlePinNeedleTests in org::jfree::chart::needle::junit (Class),5,0
URLUtilities in org::jfree::chart::urls (Class),2,0
StackedXYAreaRenderer in org::jfree::chart::renderer::xy (Class),17,3
ImageMapPackageTests in org::jfree::chart::imagemap::junit (Class),3,0
LineChart3DTests in org::jfree::chart::junit (Class),8,0
StandardXYZURLGenerator in org::jfree::chart::urls (Class),2,0
TestRenderer in org::jfree::chart::renderer::junit::AbstractRendererTests (Class),2,0
RectangleConstraint in org::jfree::chart::block (Class),21,2
LayeredBarRendererTests in org::jfree::chart::renderer::category::junit (Class),8,0
XYTitleAnnotationTests in org::jfree::chart::annotations::junit (Class),7,0
OverlayChangeListener in org::jfree::chart::event (Class),1,0
ColorPalette in org::jfree::chart::plot (Class),27,4
YearTests in org::jfree::data::time::junit (Class),25,0
XYCoordinateTests in org::jfree::data::xy::junit (Class),6,0
CombinedDomainCategoryPlotTests in org::jfree::chart::plot::junit (Class),12,2
DialLayerChangeListener in org::jfree::chart::plot::dial (Class),1,0
RendererChangeDetector in org::jfree::chart::renderer::junit (Class),4,0
PlotOrientation in org::jfree::chart::plot (Class),6,0
PiePlot3D in org::jfree::chart::plot (Class),14,2
ChartChangeListener in org::jfree::chart::event (Class),1,0
DefaultXYZDataset in org::jfree::data::xy (Class),17,0
AbstractCategoryItemRenderer in org::jfree::chart::renderer::category (Class),58,7
EncoderUtil in org::jfree::chart::encoders (Class),8,0
AxisEntity in org::jfree::chart::entity (Class),11,0
ValueAxisTests in org::jfree::chart::axis::junit (Class),6,0
PointerNeedleTests in org::jfree::chart::needle::junit (Class),5,0
AbstractDialLayer in org::jfree::chart::plot::dial (Class),11,2
DefaultHeatMapDataset in org::jfree::data::general (Class),15,6
PieToolTipGenerator in org::jfree::chart::labels (Class),1,0
KeyedObject in org::jfree::data (Class),7,3
PolarPlot in org::jfree::chart::plot (Class),95,5
anonymous(SelectionAdapter) in org::jfree::experimental::chart::swt::editor::SWTPlotAppearanceEditor.SWTPlotAppearanceEditor() (Class),1,0
