scenario,obfuscator,configuration,energy
Calendar-Add_Event,allatori,all,199.844189315531
Calendar-Add_Event,allatori,all,210.053663370812
Calendar-Add_Event,allatori,all,198.65652227262
Calendar-Add_Event,allatori,all,210.940006922299
Calendar-Add_Event,allatori,all,210.186830060259
Calendar-Add_Event,allatori,all,202.757226127078
Calendar-Add_Event,allatori,cf,210.371288808187
Calendar-Add_Event,allatori,cf,209.816667807187
Calendar-Add_Event,allatori,cf,210.432450896896
Calendar-Add_Event,allatori,cf,211.43125051948
Calendar-Add_Event,allatori,cf,210.390683180824
Calendar-Add_Event,allatori,cf,205.035154497451
Calendar-Add_Event,allatori,cf,209.894479224244
Calendar-Add_Event,allatori,cf,210.156661137529
Calendar-Add_Event,allatori,cf,199.6755233534
Calendar-Add_Event,allatori,cf,209.222353282308
Calendar-Add_Event,allatori,cf,200.097642609286
Calendar-Add_Event,allatori,cf,210.8448422539
Calendar-Add_Event,allatori,cf,209.202741682851
Calendar-Add_Event,allatori,cf,209.268433241288
Calendar-Add_Event,allatori,cf,209.264894013655
Calendar-Add_Event,allatori,cf,209.895328028377
Calendar-Add_Event,allatori,cf,209.791497633228
Calendar-Add_Event,allatori,cf,211.243842366431
Calendar-Add_Event,allatori,cf,210.132441207035
Calendar-Add_Event,allatori,cf,210.461171237379
Calendar-Add_Event,allatori,cf,201.925572646916
Calendar-Add_Event,allatori,cf,200.32757213242
Calendar-Add_Event,allatori,cf,211.040686864699
Calendar-Add_Event,allatori,cf,211.324032032688
Calendar-Add_Event,allatori,cf,210.660762839111
Calendar-Add_Event,allatori,cf,211.071046995191
Calendar-Add_Event,allatori,cf,208.984577379214
Calendar-Add_Event,allatori,cf,209.99624890282
Calendar-Add_Event,allatori,cf,209.733901718339
Calendar-Add_Event,allatori,cf,211.580416303416
Calendar-Add_Event,allatori,opt,210.875110038772
Calendar-Add_Event,allatori,opt,200.575698874399
Calendar-Add_Event,allatori,opt,209.430525451207
Calendar-Add_Event,allatori,opt,204.246395372172
Calendar-Add_Event,allatori,opt,210.63596805768
Calendar-Add_Event,allatori,opt,209.913540632251
Calendar-Add_Event,allatori,opt,209.829514746124
Calendar-Add_Event,allatori,opt,210.126471739828
Calendar-Add_Event,allatori,opt,200.100808930171
Calendar-Add_Event,allatori,opt,210.777135976803
Calendar-Add_Event,allatori,opt,209.73541779024
Calendar-Add_Event,allatori,opt,210.056187380434
Calendar-Add_Event,allatori,opt,211.553350382976
Calendar-Add_Event,allatori,opt,210.830497246651
Calendar-Add_Event,allatori,opt,201.360231264692
Calendar-Add_Event,allatori,opt,210.501495866788
Calendar-Add_Event,allatori,opt,210.995624351827
Calendar-Add_Event,allatori,opt,210.364562446613
Calendar-Add_Event,allatori,opt,211.081202189892
Calendar-Add_Event,allatori,opt,210.71124220046
Calendar-Add_Event,allatori,opt,204.325566301215
Calendar-Add_Event,allatori,opt,210.86836055912
Calendar-Add_Event,allatori,opt,210.217387499622
Calendar-Add_Event,allatori,opt,209.90866861662
Calendar-Add_Event,allatori,opt,210.353228168419
Calendar-Add_Event,allatori,opt,210.274001700849
Calendar-Add_Event,allatori,opt,209.665132642735
Calendar-Add_Event,allatori,opt,204.28621215858
Calendar-Add_Event,allatori,opt,210.827336151353
Calendar-Add_Event,allatori,opt,208.959325170043
Calendar-Add_Event,allatori,rename,200.734389029787
Calendar-Add_Event,allatori,rename,211.491146754651
Calendar-Add_Event,allatori,rename,204.478340042991
Calendar-Add_Event,allatori,rename,210.277577278704
Calendar-Add_Event,allatori,rename,210.298297767908
Calendar-Add_Event,allatori,rename,211.170302977359
Calendar-Add_Event,allatori,rename,210.968655627116
Calendar-Add_Event,allatori,rename,211.146726590299
Calendar-Add_Event,allatori,rename,204.746903779358
Calendar-Add_Event,allatori,rename,210.116726542376
Calendar-Add_Event,allatori,rename,210.662308069187
Calendar-Add_Event,allatori,rename,209.511612820888
Calendar-Add_Event,allatori,rename,211.080790280595
Calendar-Add_Event,allatori,rename,211.976332028516
Calendar-Add_Event,allatori,rename,201.278595352496
Calendar-Add_Event,allatori,rename,210.284290003495
Calendar-Add_Event,allatori,rename,210.162597021811
Calendar-Add_Event,allatori,rename,211.308842668148
Calendar-Add_Event,allatori,rename,209.973875247507
Calendar-Add_Event,allatori,rename,201.934955208309
Calendar-Add_Event,allatori,rename,210.363235512256
Calendar-Add_Event,allatori,rename,210.697248368994
Calendar-Add_Event,allatori,rename,211.751426240439
Calendar-Add_Event,allatori,rename,200.355410866079
Calendar-Add_Event,allatori,rename,210.499549761255
Calendar-Add_Event,allatori,rename,208.6287051115
Calendar-Add_Event,allatori,rename,211.706410883559
Calendar-Add_Event,allatori,rename,210.545274180887
Calendar-Add_Event,allatori,rename,200.199572672391
Calendar-Add_Event,allatori,rename,200.710760333438
Calendar-Add_Event,allatori,se,211.488194713643
Calendar-Add_Event,allatori,se,210.882185280455
Calendar-Add_Event,allatori,se,210.943072721119
Calendar-Add_Event,allatori,se,210.718841559963
Calendar-Add_Event,allatori,se,212.090100007079
Calendar-Add_Event,allatori,se,201.122367600759
Calendar-Add_Event,allatori,se,201.5721259482
Calendar-Add_Event,allatori,se,211.690118811675
Calendar-Add_Event,allatori,se,201.169402464379
Calendar-Add_Event,allatori,se,202.049715162526
Calendar-Add_Event,allatori,se,211.494562658232
Calendar-Add_Event,allatori,se,211.176313269396
Calendar-Add_Event,allatori,se,210.769183035175
Calendar-Add_Event,allatori,se,211.600930377475
Calendar-Add_Event,allatori,se,210.609203470675
Calendar-Add_Event,allatori,se,206.368558445368
Calendar-Add_Event,allatori,se,211.20504161186
Calendar-Add_Event,allatori,se,203.667887497164
Calendar-Add_Event,allatori,se,210.988387206455
Calendar-Add_Event,allatori,se,211.273200698246
Calendar-Add_Event,allatori,se,210.942742018148
Calendar-Add_Event,allatori,se,210.192019257736
Calendar-Add_Event,allatori,se,211.292331662735
Calendar-Add_Event,allatori,se,204.821783719015
Calendar-Add_Event,allatori,se,211.229241087126
Calendar-Add_Event,allatori,se,210.331620044735
Calendar-Add_Event,allatori,se,211.857391457772
Calendar-Add_Event,allatori,se,210.760838324635
Calendar-Add_Event,allatori,se,201.869857083783
Calendar-Add_Event,allatori,se,201.601596634283
Calendar-Add_Event,dasho,all,211.811549386267
Calendar-Add_Event,dasho,all,211.275564029772
Calendar-Add_Event,dasho,all,215.403292999388
Calendar-Add_Event,dasho,all,203.953315130851
Calendar-Add_Event,dasho,all,211.507147747839
Calendar-Add_Event,dasho,all,200.663469680915
Calendar-Add_Event,dasho,all,199.948833511692
Calendar-Add_Event,dasho,all,201.522694905339
Calendar-Add_Event,dasho,all,209.487382886276
Calendar-Add_Event,dasho,all,211.11345132976
Calendar-Add_Event,dasho,all,211.989993259114
Calendar-Add_Event,dasho,all,204.838463461144
Calendar-Add_Event,dasho,all,210.318748069363
Calendar-Add_Event,dasho,all,211.2410250717
Calendar-Add_Event,dasho,all,211.062876301208
Calendar-Add_Event,dasho,all,209.877151461695
Calendar-Add_Event,dasho,all,210.479271886739
Calendar-Add_Event,dasho,all,210.460338412319
Calendar-Add_Event,dasho,all,209.935245328171
Calendar-Add_Event,dasho,all,201.097620313555
Calendar-Add_Event,dasho,all,211.653122171499
Calendar-Add_Event,dasho,all,210.094826347828
Calendar-Add_Event,dasho,all,201.912231655272
Calendar-Add_Event,dasho,all,201.973918612575
Calendar-Add_Event,dasho,all,210.446004518484
Calendar-Add_Event,dasho,all,212.292916821716
Calendar-Add_Event,dasho,all,201.173767009448
Calendar-Add_Event,dasho,all,211.028939277327
Calendar-Add_Event,dasho,all,204.278417978424
Calendar-Add_Event,dasho,all,211.009870877795
Calendar-Add_Event,dasho,cf,209.573521313885
Calendar-Add_Event,dasho,cf,200.366794884589
Calendar-Add_Event,dasho,cf,210.532534252607
Calendar-Add_Event,dasho,cf,209.68637372766
Calendar-Add_Event,dasho,cf,209.165876900971
Calendar-Add_Event,dasho,cf,204.051716847879
Calendar-Add_Event,dasho,cf,200.418325915412
Calendar-Add_Event,dasho,cf,209.302199007771
Calendar-Add_Event,dasho,cf,209.144973803843
Calendar-Add_Event,dasho,cf,209.269326033359
Calendar-Add_Event,dasho,cf,210.055767194705
Calendar-Add_Event,dasho,cf,210.105831288821
Calendar-Add_Event,dasho,cf,199.706940300805
Calendar-Add_Event,dasho,cf,204.475757225651
Calendar-Add_Event,dasho,cf,209.843387207339
Calendar-Add_Event,dasho,cf,210.507108424369
Calendar-Add_Event,dasho,cf,209.780682018695
Calendar-Add_Event,dasho,cf,210.300767526344
Calendar-Add_Event,dasho,cf,198.812670457687
Calendar-Add_Event,dasho,cf,209.417254140628
Calendar-Add_Event,dasho,cf,209.321206485035
Calendar-Add_Event,dasho,cf,209.642553716179
Calendar-Add_Event,dasho,cf,208.452888172317
Calendar-Add_Event,dasho,cf,209.48610524638
Calendar-Add_Event,dasho,cf,210.884009560336
Calendar-Add_Event,dasho,cf,209.289735213992
Calendar-Add_Event,dasho,cf,203.683908389777
Calendar-Add_Event,dasho,cf,211.016865214716
Calendar-Add_Event,dasho,cf,201.181958682407
Calendar-Add_Event,dasho,cf,209.297047950904
Calendar-Add_Event,dasho,rename,203.694235450736
Calendar-Add_Event,dasho,rename,210.097287885407
Calendar-Add_Event,dasho,rename,208.61058583366
Calendar-Add_Event,dasho,rename,209.002037479956
Calendar-Add_Event,dasho,rename,209.462696837087
Calendar-Add_Event,dasho,rename,210.463151064501
Calendar-Add_Event,dasho,rename,209.339522961499
Calendar-Add_Event,dasho,rename,209.420727932071
Calendar-Add_Event,dasho,rename,209.04514128722
Calendar-Add_Event,dasho,rename,208.953153378976
Calendar-Add_Event,dasho,rename,208.986432810418
Calendar-Add_Event,dasho,rename,208.630977365368
Calendar-Add_Event,dasho,rename,210.93524488205
Calendar-Add_Event,dasho,rename,209.81429328554
Calendar-Add_Event,dasho,rename,209.496964348916
Calendar-Add_Event,dasho,rename,204.158860101064
Calendar-Add_Event,dasho,rename,200.073601571448
Calendar-Add_Event,dasho,rename,210.626952404648
Calendar-Add_Event,dasho,rename,199.285873832378
Calendar-Add_Event,dasho,rename,208.978391263108
Calendar-Add_Event,dasho,rename,203.574517264781
Calendar-Add_Event,dasho,rename,209.162198841207
Calendar-Add_Event,dasho,rename,200.28239251102
Calendar-Add_Event,dasho,rename,199.116522905567
Calendar-Add_Event,dasho,rename,209.20765989466
Calendar-Add_Event,dasho,rename,209.645972103403
Calendar-Add_Event,dasho,rename,209.357306325982
Calendar-Add_Event,dasho,rename,209.704819590462
Calendar-Add_Event,dasho,rename,209.544735869404
Calendar-Add_Event,dasho,rename,209.912625266835
Calendar-Add_Event,dasho,se,204.648041630351
Calendar-Add_Event,dasho,se,208.837479281987
Calendar-Add_Event,dasho,se,209.051285689307
Calendar-Add_Event,dasho,se,209.52361529272
Calendar-Add_Event,dasho,se,200.091381330487
Calendar-Add_Event,dasho,se,199.87856629384
Calendar-Add_Event,dasho,se,210.352275833024
Calendar-Add_Event,dasho,se,204.353608132047
Calendar-Add_Event,dasho,se,208.329762997415
Calendar-Add_Event,dasho,se,209.558903768067
Calendar-Add_Event,dasho,se,203.701608847204
Calendar-Add_Event,dasho,se,200.710210657648
Calendar-Add_Event,dasho,se,210.18801225058
Calendar-Add_Event,dasho,se,209.714458770983
Calendar-Add_Event,dasho,se,200.266073749996
Calendar-Add_Event,dasho,se,200.405982010591
Calendar-Add_Event,dasho,se,210.296522417615
Calendar-Add_Event,dasho,se,209.459524572228
Calendar-Add_Event,dasho,se,210.747077472616
Calendar-Add_Event,dasho,se,210.414721269498
Calendar-Add_Event,dasho,se,209.088630834731
Calendar-Add_Event,dasho,se,211.06057950233
Calendar-Add_Event,dasho,se,209.552965342239
Calendar-Add_Event,dasho,se,208.76699083924
Calendar-Add_Event,dasho,se,211.21802098064
Calendar-Add_Event,dasho,se,209.762672011147
Calendar-Add_Event,dasho,se,209.452160721039
Calendar-Add_Event,dasho,se,209.678045233118
Calendar-Add_Event,dasho,se,210.28563991194
Calendar-Add_Event,dasho,se,209.217106266256
Calendar-Add_Event,none,,207.976251168241
Calendar-Add_Event,none,,208.575967416276
Calendar-Add_Event,none,,198.397071098391
Calendar-Add_Event,none,,207.272108569863
Calendar-Add_Event,none,,207.530323061611
Calendar-Add_Event,none,,205.46461544402
Calendar-Add_Event,none,,207.698361827323
Calendar-Add_Event,none,,207.779213838919
Calendar-Add_Event,none,,207.972566093592
Calendar-Add_Event,none,,207.208675252431
Calendar-Add_Event,none,,196.981493690071
Calendar-Add_Event,none,,207.440559148526
Calendar-Add_Event,none,,208.089556570708
Calendar-Add_Event,none,,207.634958560114
Calendar-Add_Event,none,,207.31172287396
Calendar-Add_Event,none,,205.26370870828
Calendar-Add_Event,none,,208.433130734239
Calendar-Add_Event,none,,200.457651826423
Calendar-Add_Event,none,,208.135101692176
Calendar-Add_Event,none,,207.740170271315
Calendar-Add_Event,none,,207.526201121959
Calendar-Add_Event,none,,206.904842783612
Calendar-Add_Event,none,,207.639297291063
Calendar-Add_Event,none,,207.727248190532
Calendar-Add_Event,none,,205.519300376975
Calendar-Add_Event,none,,207.966247928012
Calendar-Add_Event,none,,207.374135701064
Calendar-Add_Event,none,,208.075384553135
Calendar-Add_Event,none,,200.17105943476
Calendar-Add_Event,none,,207.433732549176
Calendar-Add_Event,proguard,all,198.808718314667
Calendar-Add_Event,proguard,all,208.607127330023
Calendar-Add_Event,proguard,all,202.20320688517
Calendar-Add_Event,proguard,all,209.034137432399
Calendar-Add_Event,proguard,all,207.816276362975
Calendar-Add_Event,proguard,all,199.700797742217
Calendar-Add_Event,proguard,all,207.881725545232
Calendar-Add_Event,proguard,all,208.058198653752
Calendar-Add_Event,proguard,all,207.665202575663
Calendar-Add_Event,proguard,all,208.940994317028
Calendar-Add_Event,proguard,all,207.971772818964
Calendar-Add_Event,proguard,all,208.683183571047
Calendar-Add_Event,proguard,all,207.960914761563
Calendar-Add_Event,proguard,all,208.021969372099
Calendar-Add_Event,proguard,all,209.019074890079
Calendar-Add_Event,proguard,all,198.597200296791
Calendar-Add_Event,proguard,all,207.848627921579
Calendar-Add_Event,proguard,all,208.463376949302
Calendar-Add_Event,proguard,all,207.820515293052
Calendar-Add_Event,proguard,all,208.485773201476
Calendar-Add_Event,proguard,all,207.740218898484
Calendar-Add_Event,proguard,all,208.664080792329
Calendar-Add_Event,proguard,all,207.823901380515
Calendar-Add_Event,proguard,all,208.014831186148
Calendar-Add_Event,proguard,all,208.33506378824
Calendar-Add_Event,proguard,all,207.280674540545
Calendar-Add_Event,proguard,all,209.204901629312
Calendar-Add_Event,proguard,all,208.870969390096
Calendar-Add_Event,proguard,all,207.875771721435
Calendar-Add_Event,proguard,all,208.011288623384
Calendar-Add_Event,proguard,opt,202.910196486704
Calendar-Add_Event,proguard,opt,208.036798190355
Calendar-Add_Event,proguard,opt,207.995887039627
Calendar-Add_Event,proguard,opt,208.033167739298
Calendar-Add_Event,proguard,opt,199.310596025596
Calendar-Add_Event,proguard,opt,203.211009601792
Calendar-Add_Event,proguard,opt,208.026836643248
Calendar-Add_Event,proguard,opt,208.031335041494
Calendar-Add_Event,proguard,opt,208.022551189075
Calendar-Add_Event,proguard,opt,207.794753242716
Calendar-Add_Event,proguard,opt,209.46393012786
Calendar-Add_Event,proguard,opt,207.991728526572
Calendar-Add_Event,proguard,opt,207.712457971287
Calendar-Add_Event,proguard,opt,207.546658093455
Calendar-Add_Event,proguard,opt,209.105699055639
Calendar-Add_Event,proguard,opt,208.874526371284
Calendar-Add_Event,proguard,opt,208.307788494849
Calendar-Add_Event,proguard,opt,208.299343203748
Calendar-Add_Event,proguard,opt,208.497313230836
Calendar-Add_Event,proguard,opt,199.936551573183
Calendar-Add_Event,proguard,opt,207.830117691235
Calendar-Add_Event,proguard,opt,208.610332993928
Calendar-Add_Event,proguard,opt,207.661885045744
Calendar-Add_Event,proguard,opt,207.815518223972
Calendar-Add_Event,proguard,opt,207.291446588752
Calendar-Add_Event,proguard,opt,207.686248050876
Calendar-Add_Event,proguard,opt,199.267998907005
Calendar-Add_Event,proguard,opt,208.310395991067
Calendar-Add_Event,proguard,opt,200.265959609195
Calendar-Add_Event,proguard,opt,209.3807950659
Calendar-Add_Event,proguard,rename,208.589074122512
Calendar-Add_Event,proguard,rename,208.010180590275
Calendar-Add_Event,proguard,rename,208.401331683725
Calendar-Add_Event,proguard,rename,208.999601037294
Calendar-Add_Event,proguard,rename,204.194190817243
Calendar-Add_Event,proguard,rename,207.982382661208
Calendar-Add_Event,proguard,rename,198.269461888679
Calendar-Add_Event,proguard,rename,207.861358061423
Calendar-Add_Event,proguard,rename,208.317863628311
Calendar-Add_Event,proguard,rename,208.276158879356
Calendar-Add_Event,proguard,rename,208.112630570476
Calendar-Add_Event,proguard,rename,208.535512911948
Calendar-Add_Event,proguard,rename,203.509696084151
Calendar-Add_Event,proguard,rename,209.110523090388
Calendar-Add_Event,proguard,rename,208.011438838388
Calendar-Add_Event,proguard,rename,198.149164262656
Calendar-Add_Event,proguard,rename,208.293180299635
Calendar-Add_Event,proguard,rename,198.146909598432
Calendar-Add_Event,proguard,rename,202.007964191572
Calendar-Add_Event,proguard,rename,209.006133357914
Calendar-Add_Event,proguard,rename,207.956850888911
Calendar-Add_Event,proguard,rename,208.766884233391
Calendar-Add_Event,proguard,rename,208.035564364491
Calendar-Add_Event,proguard,rename,208.360391141783
Calendar-Add_Event,proguard,rename,198.5188060295
Calendar-Add_Event,proguard,rename,207.96035926908
Calendar-Add_Event,proguard,rename,207.061305096606
Calendar-Add_Event,proguard,rename,208.096942215003
Calendar-Add_Event,proguard,rename,198.810255185865
Calendar-Add_Event,proguard,rename,208.329125956611
Calendar-Add_Event,zkm,all,201.671540358623
Calendar-Add_Event,zkm,all,211.713718756079
Calendar-Add_Event,zkm,all,201.161453474779
Calendar-Add_Event,zkm,all,209.194458320986
Calendar-Add_Event,zkm,all,210.075931971923
Calendar-Add_Event,zkm,all,202.142321512408
Calendar-Add_Event,zkm,all,210.373860677167
Calendar-Add_Event,zkm,all,204.351486647272
Calendar-Add_Event,zkm,all,205.373214201234
Calendar-Add_Event,zkm,all,210.218035735679
Calendar-Add_Event,zkm,all,204.419140900144
Calendar-Add_Event,zkm,all,209.750624539369
Calendar-Add_Event,zkm,all,210.737044366304
Calendar-Add_Event,zkm,all,210.642833812807
Calendar-Add_Event,zkm,all,210.708282009648
Calendar-Add_Event,zkm,all,211.195774099408
Calendar-Add_Event,zkm,all,210.21500474154
Calendar-Add_Event,zkm,all,210.851631206663
Calendar-Add_Event,zkm,all,210.849846787131
Calendar-Add_Event,zkm,all,208.847785714434
Calendar-Add_Event,zkm,all,201.68720326128
Calendar-Add_Event,zkm,all,210.102509845591
Calendar-Add_Event,zkm,all,201.076678181851
Calendar-Add_Event,zkm,all,211.660009748396
Calendar-Add_Event,zkm,all,211.771328757183
Calendar-Add_Event,zkm,all,211.150128549663
Calendar-Add_Event,zkm,all,210.346067434824
Calendar-Add_Event,zkm,all,211.198091005271
Calendar-Add_Event,zkm,all,210.457350993507
Calendar-Add_Event,zkm,all,200.997187243065
Calendar-Add_Event,zkm,cf,209.716680102011
Calendar-Add_Event,zkm,cf,210.271008384668
Calendar-Add_Event,zkm,cf,211.204767526367
Calendar-Add_Event,zkm,cf,212.002629243043
Calendar-Add_Event,zkm,cf,209.808185058253
Calendar-Add_Event,zkm,cf,211.099653123841
Calendar-Add_Event,zkm,cf,201.677802282443
Calendar-Add_Event,zkm,cf,212.389157435539
Calendar-Add_Event,zkm,cf,202.746615213827
Calendar-Add_Event,zkm,cf,211.760192773967
Calendar-Add_Event,zkm,cf,208.971829535429
Calendar-Add_Event,zkm,cf,211.660536545888
Calendar-Add_Event,zkm,cf,211.419231562588
Calendar-Add_Event,zkm,cf,210.299759430851
Calendar-Add_Event,zkm,cf,210.408111167699
Calendar-Add_Event,zkm,cf,211.399451728996
Calendar-Add_Event,zkm,cf,205.599063926187
Calendar-Add_Event,zkm,cf,210.030996045327
Calendar-Add_Event,zkm,cf,205.625177818239
Calendar-Add_Event,zkm,cf,211.555700946919
Calendar-Add_Event,zkm,cf,202.256544079647
Calendar-Add_Event,zkm,cf,206.328308830351
Calendar-Add_Event,zkm,cf,213.05084913442
Calendar-Add_Event,zkm,cf,210.694395555091
Calendar-Add_Event,zkm,cf,210.052223016424
Calendar-Add_Event,zkm,cf,212.544495868145
Calendar-Add_Event,zkm,cf,211.231542695354
Calendar-Add_Event,zkm,cf,210.736264339428
Calendar-Add_Event,zkm,cf,200.81373787712
Calendar-Add_Event,zkm,cf,212.338157842632
Calendar-Add_Event,zkm,opt,202.170600861724
Calendar-Add_Event,zkm,opt,206.210655631619
Calendar-Add_Event,zkm,opt,210.588169499092
Calendar-Add_Event,zkm,opt,211.464785474157
Calendar-Add_Event,zkm,opt,211.864192402215
Calendar-Add_Event,zkm,opt,202.419208901041
Calendar-Add_Event,zkm,opt,210.916886059951
Calendar-Add_Event,zkm,opt,211.226333388867
Calendar-Add_Event,zkm,opt,211.70377559954
Calendar-Add_Event,zkm,opt,205.31057832012
Calendar-Add_Event,zkm,opt,210.90991535036
Calendar-Add_Event,zkm,opt,211.43746148018
Calendar-Add_Event,zkm,opt,211.590529725971
Calendar-Add_Event,zkm,opt,211.751110542696
Calendar-Add_Event,zkm,opt,201.918592731334
Calendar-Add_Event,zkm,opt,202.815190310177
Calendar-Add_Event,zkm,opt,201.850619653008
Calendar-Add_Event,zkm,opt,211.582211591671
Calendar-Add_Event,zkm,opt,211.255935339772
Calendar-Add_Event,zkm,opt,211.212813638779
Calendar-Add_Event,zkm,opt,211.905243024748
Calendar-Add_Event,zkm,opt,201.667701323051
Calendar-Add_Event,zkm,opt,211.378751147591
Calendar-Add_Event,zkm,opt,210.355724718071
Calendar-Add_Event,zkm,opt,211.147201860609
Calendar-Add_Event,zkm,opt,211.506120195596
Calendar-Add_Event,zkm,opt,211.201939090167
Calendar-Add_Event,zkm,opt,201.243973447788
Calendar-Add_Event,zkm,opt,211.057361013604
Calendar-Add_Event,zkm,opt,211.198587853356
Calendar-Add_Event,zkm,rename,213.173220244508
Calendar-Add_Event,zkm,rename,212.919106907687
Calendar-Add_Event,zkm,rename,211.778026372023
Calendar-Add_Event,zkm,rename,212.170530838799
Calendar-Add_Event,zkm,rename,212.35169294689
Calendar-Add_Event,zkm,rename,201.668065297956
Calendar-Add_Event,zkm,rename,211.34237405514
Calendar-Add_Event,zkm,rename,212.654428507332
Calendar-Add_Event,zkm,rename,212.543094226387
Calendar-Add_Event,zkm,rename,201.440452193964
Calendar-Add_Event,zkm,rename,211.94491915023
Calendar-Add_Event,zkm,rename,210.692006655464
Calendar-Add_Event,zkm,rename,212.801718579514
Calendar-Add_Event,zkm,rename,210.57446277879
Calendar-Add_Event,zkm,rename,211.784293871707
Calendar-Add_Event,zkm,rename,212.053106090311
Calendar-Add_Event,zkm,rename,210.429135769988
Calendar-Add_Event,zkm,rename,211.082493934535
Calendar-Add_Event,zkm,rename,211.287664236559
Calendar-Add_Event,zkm,rename,211.699223479454
Calendar-Add_Event,zkm,rename,211.297027452837
Calendar-Add_Event,zkm,rename,210.411371353581
Calendar-Add_Event,zkm,rename,211.142567913789
Calendar-Add_Event,zkm,rename,212.161035203476
Calendar-Add_Event,zkm,rename,211.829983938
Calendar-Add_Event,zkm,rename,210.996463139791
Calendar-Add_Event,zkm,rename,212.368174737067
Calendar-Add_Event,zkm,rename,201.971700896839
Calendar-Add_Event,zkm,rename,204.867854177848
Calendar-Add_Event,zkm,rename,202.334121111847
Calendar-Add_Event,zkm,se,212.051493924611
Calendar-Add_Event,zkm,se,202.914318550359
Calendar-Add_Event,zkm,se,212.265571063895
Calendar-Add_Event,zkm,se,205.736507641396
Calendar-Add_Event,zkm,se,212.653662549827
Calendar-Add_Event,zkm,se,212.477882936652
Calendar-Add_Event,zkm,se,211.890796613343
Calendar-Add_Event,zkm,se,211.712954773932
Calendar-Add_Event,zkm,se,202.903971446379
Calendar-Add_Event,zkm,se,202.344828163251
Calendar-Add_Event,zkm,se,211.964959461555
Calendar-Add_Event,zkm,se,212.475623361547
Calendar-Add_Event,zkm,se,212.14817813801
Calendar-Add_Event,zkm,se,211.755724050846
Calendar-Add_Event,zkm,se,211.990210838428
Calendar-Add_Event,zkm,se,200.710091010907
Calendar-Add_Event,zkm,se,211.494186126492
Calendar-Add_Event,zkm,se,201.205711957974
Calendar-Add_Event,zkm,se,210.966572358871
Calendar-Add_Event,zkm,se,211.908220440099
Calendar-Add_Event,zkm,se,211.693399298628
Calendar-Add_Event,zkm,se,204.806311158636
Calendar-Add_Event,zkm,se,212.492103179972
Calendar-Add_Event,zkm,se,212.015459845728
Calendar-Add_Event,zkm,se,212.01380535434
Calendar-Add_Event,zkm,se,210.988957066376
Calendar-Add_Event,zkm,se,205.375244538309
Calendar-Add_Event,zkm,se,211.583310165171
Calendar-Add_Event,zkm,se,211.384225845146
Calendar-Add_Event,zkm,se,201.873989449723
Clock-Stopwatch,allatori,all,30.2393411611961
Clock-Stopwatch,allatori,all,30.478409243404
Clock-Stopwatch,allatori,all,30.5184792217961
Clock-Stopwatch,allatori,all,30.62018245436
Clock-Stopwatch,allatori,all,30.608005760144
Clock-Stopwatch,allatori,all,30.166184830912
Clock-Stopwatch,allatori,all,30.436554887632
Clock-Stopwatch,allatori,all,30.7842227398279
Clock-Stopwatch,allatori,all,30.145317298972
Clock-Stopwatch,allatori,all,30.54277316344
Clock-Stopwatch,allatori,all,30.297902888136
Clock-Stopwatch,allatori,all,30.2765991028759
Clock-Stopwatch,allatori,all,30.811774936796
Clock-Stopwatch,allatori,all,30.860626679492
Clock-Stopwatch,allatori,all,30.526845264684
Clock-Stopwatch,allatori,all,30.6255814819399
Clock-Stopwatch,allatori,all,30.47166219616
Clock-Stopwatch,allatori,all,30.280072293476
Clock-Stopwatch,allatori,all,30.5352695179001
Clock-Stopwatch,allatori,all,30.376216732732
Clock-Stopwatch,allatori,all,30.305878997304
Clock-Stopwatch,allatori,all,30.7537500947199
Clock-Stopwatch,allatori,all,30.756944052432
Clock-Stopwatch,allatori,all,30.311534568904
Clock-Stopwatch,allatori,all,30.4115918506
Clock-Stopwatch,allatori,all,30.3601486037
Clock-Stopwatch,allatori,all,30.807434824284
Clock-Stopwatch,allatori,all,30.2482485145199
Clock-Stopwatch,allatori,all,30.670905219368
Clock-Stopwatch,allatori,all,31.373796336604
Clock-Stopwatch,allatori,cf,30.839949070448
Clock-Stopwatch,allatori,cf,30.516806804656
Clock-Stopwatch,allatori,cf,30.8041291781441
Clock-Stopwatch,allatori,cf,30.58699428444
Clock-Stopwatch,allatori,cf,30.41274089632
Clock-Stopwatch,allatori,cf,30.816748337472
Clock-Stopwatch,allatori,cf,31.26894022366
Clock-Stopwatch,allatori,cf,30.4289093436521
Clock-Stopwatch,allatori,cf,30.554440230828
Clock-Stopwatch,allatori,cf,30.558774744472
Clock-Stopwatch,allatori,cf,30.5769569498721
Clock-Stopwatch,allatori,cf,30.4016450143241
Clock-Stopwatch,allatori,cf,30.411218071172
Clock-Stopwatch,allatori,cf,30.820514031204
Clock-Stopwatch,allatori,cf,30.6227909688319
Clock-Stopwatch,allatori,cf,30.78470308272
Clock-Stopwatch,allatori,cf,30.7942501405441
Clock-Stopwatch,allatori,cf,30.973414694888
Clock-Stopwatch,allatori,cf,30.489477122712
Clock-Stopwatch,allatori,cf,31.125294301836
Clock-Stopwatch,allatori,cf,30.7999614954961
Clock-Stopwatch,allatori,cf,30.691792610768
Clock-Stopwatch,allatori,cf,30.9780370228279
Clock-Stopwatch,allatori,cf,30.694574548368
Clock-Stopwatch,allatori,cf,30.763035263732
Clock-Stopwatch,allatori,cf,30.4515827237161
