scenario,obfuscator,configuration,energy
AnkiDroid-New_Deck,dasho,all,233.708819002064
AnkiDroid-New_Deck,dasho,all,235.995250820131
AnkiDroid-New_Deck,dasho,all,233.781229448196
AnkiDroid-New_Deck,dasho,all,231.356659835473
AnkiDroid-New_Deck,dasho,all,235.648263459993
AnkiDroid-New_Deck,dasho,all,235.923237994173
AnkiDroid-New_Deck,dasho,all,234.336254077225
AnkiDroid-New_Deck,dasho,all,234.349942389621
AnkiDroid-New_Deck,dasho,all,232.53892044292
AnkiDroid-New_Deck,dasho,all,232.270713177045
AnkiDroid-New_Deck,dasho,all,235.402149735495
AnkiDroid-New_Deck,dasho,cf,230.863186103677
AnkiDroid-New_Deck,dasho,cf,230.74985609647
AnkiDroid-New_Deck,dasho,cf,232.101714988791
AnkiDroid-New_Deck,dasho,cf,231.519716109623
AnkiDroid-New_Deck,dasho,cf,227.642626649045
AnkiDroid-New_Deck,dasho,cf,227.639046638912
AnkiDroid-New_Deck,dasho,cf,231.146061692209
AnkiDroid-New_Deck,dasho,cf,232.445403625331
AnkiDroid-New_Deck,dasho,cf,233.541327063732
AnkiDroid-New_Deck,dasho,cf,232.498214211907
AnkiDroid-New_Deck,dasho,cf,230.457537704764
AnkiDroid-New_Deck,dasho,cf,233.645360023304
AnkiDroid-New_Deck,dasho,cf,231.036022390449
AnkiDroid-New_Deck,dasho,cf,229.98277024562
AnkiDroid-New_Deck,dasho,cf,228.75407525056
AnkiDroid-New_Deck,dasho,cf,233.103658093767
AnkiDroid-New_Deck,dasho,cf,230.98945568123
AnkiDroid-New_Deck,dasho,cf,234.064699612107
AnkiDroid-New_Deck,dasho,cf,233.824630241108
AnkiDroid-New_Deck,dasho,cf,232.879003374139
AnkiDroid-New_Deck,dasho,cf,229.916215482936
AnkiDroid-New_Deck,dasho,cf,230.513029041055
AnkiDroid-New_Deck,dasho,cf,232.099229300531
AnkiDroid-New_Deck,dasho,cf,232.139432345535
AnkiDroid-New_Deck,dasho,cf,229.599866394015
AnkiDroid-New_Deck,dasho,cf,232.668966505083
AnkiDroid-New_Deck,dasho,cf,229.349413218772
AnkiDroid-New_Deck,dasho,cf,230.236689123267
AnkiDroid-New_Deck,dasho,cf,233.553211877952
AnkiDroid-New_Deck,dasho,cf,228.991077611481
AnkiDroid-New_Deck,dasho,rename,231.962094794183
AnkiDroid-New_Deck,dasho,rename,231.89514838116
AnkiDroid-New_Deck,dasho,rename,231.631582463245
AnkiDroid-New_Deck,dasho,rename,230.179076510032
AnkiDroid-New_Deck,dasho,rename,232.891693903775
AnkiDroid-New_Deck,dasho,rename,230.67019106524
AnkiDroid-New_Deck,dasho,rename,230.914497898312
AnkiDroid-New_Deck,dasho,rename,234.241568941487
AnkiDroid-New_Deck,dasho,rename,230.536313964207
AnkiDroid-New_Deck,dasho,rename,230.954781068618
AnkiDroid-New_Deck,dasho,rename,233.191137911581
AnkiDroid-New_Deck,dasho,rename,231.317399476908
AnkiDroid-New_Deck,dasho,rename,233.155164260924
AnkiDroid-New_Deck,dasho,rename,231.753485871388
AnkiDroid-New_Deck,dasho,rename,232.956737947331
AnkiDroid-New_Deck,dasho,rename,232.721905087595
AnkiDroid-New_Deck,dasho,rename,231.079007832717
AnkiDroid-New_Deck,dasho,rename,234.389043676192
AnkiDroid-New_Deck,dasho,rename,232.233567736145
AnkiDroid-New_Deck,dasho,rename,230.708576112333
AnkiDroid-New_Deck,dasho,rename,230.504629536696
AnkiDroid-New_Deck,dasho,rename,231.81570531661
AnkiDroid-New_Deck,dasho,rename,232.34797177316
AnkiDroid-New_Deck,dasho,rename,233.388782066938
AnkiDroid-New_Deck,dasho,rename,230.393219926899
AnkiDroid-New_Deck,dasho,rename,231.987377680936
AnkiDroid-New_Deck,dasho,rename,230.454775920412
AnkiDroid-New_Deck,dasho,rename,231.09191573588
AnkiDroid-New_Deck,dasho,rename,233.058899344035
AnkiDroid-New_Deck,dasho,rename,232.357042244036
AnkiDroid-New_Deck,dasho,se,221.653767793059
AnkiDroid-New_Deck,dasho,se,221.555903527151
AnkiDroid-New_Deck,dasho,se,219.993812496016
AnkiDroid-New_Deck,dasho,se,221.444394254241
AnkiDroid-New_Deck,dasho,se,221.624305731816
AnkiDroid-New_Deck,dasho,se,221.712188409604
AnkiDroid-New_Deck,dasho,se,221.135965364255
AnkiDroid-New_Deck,dasho,se,219.782161891865
AnkiDroid-New_Deck,dasho,se,222.08759931741
AnkiDroid-New_Deck,dasho,se,219.136386312811
AnkiDroid-New_Deck,dasho,se,217.786103630412
AnkiDroid-New_Deck,dasho,se,218.865740606044
AnkiDroid-New_Deck,dasho,se,221.293047759896
AnkiDroid-New_Deck,dasho,se,221.92942575538
AnkiDroid-New_Deck,dasho,se,221.084673162487
AnkiDroid-New_Deck,dasho,se,220.792338402499
AnkiDroid-New_Deck,dasho,se,218.509819284425
AnkiDroid-New_Deck,dasho,se,222.727146185056
AnkiDroid-New_Deck,dasho,se,221.706477402549
AnkiDroid-New_Deck,dasho,se,219.599452710937
AnkiDroid-New_Deck,dasho,se,220.562820082843
AnkiDroid-New_Deck,dasho,se,221.045676038425
AnkiDroid-New_Deck,dasho,se,220.719417904259
AnkiDroid-New_Deck,dasho,se,221.748252293348
AnkiDroid-New_Deck,dasho,se,221.783230601573
AnkiDroid-New_Deck,dasho,se,217.902462089793
AnkiDroid-New_Deck,dasho,se,220.714721599055
AnkiDroid-New_Deck,dasho,se,220.225186906387
AnkiDroid-New_Deck,dasho,se,222.166659965817
AnkiDroid-New_Deck,dasho,se,221.224489482382
AnkiDroid-New_Deck,none,,220.704104733327
AnkiDroid-New_Deck,none,,218.669738561273
AnkiDroid-New_Deck,none,,224.54885546408
AnkiDroid-New_Deck,none,,221.083780613589
AnkiDroid-New_Deck,none,,223.039368513691
AnkiDroid-New_Deck,none,,224.571989161913
AnkiDroid-New_Deck,none,,224.244623817019
AnkiDroid-New_Deck,none,,222.827575905167
AnkiDroid-New_Deck,none,,214.776262798685
AnkiDroid-New_Deck,none,,224.164664752764
AnkiDroid-New_Deck,none,,221.842579296485
AnkiDroid-New_Deck,none,,221.998209013544
AnkiDroid-New_Deck,none,,223.51591447968
AnkiDroid-New_Deck,none,,222.328485118897
AnkiDroid-New_Deck,none,,224.65659592362
AnkiDroid-New_Deck,none,,215.251645521564
AnkiDroid-New_Deck,none,,223.597300050711
AnkiDroid-New_Deck,none,,216.500818652421
AnkiDroid-New_Deck,none,,224.553664854343
AnkiDroid-New_Deck,none,,224.728062204065
AnkiDroid-New_Deck,none,,222.077810945868
AnkiDroid-New_Deck,none,,223.462396706681
AnkiDroid-New_Deck,none,,224.154456108011
AnkiDroid-New_Deck,none,,223.741525403452
AnkiDroid-New_Deck,none,,218.181724459819
AnkiDroid-New_Deck,none,,224.907578525371
AnkiDroid-New_Deck,none,,224.230545309512
AnkiDroid-New_Deck,none,,218.991110095677
AnkiDroid-New_Deck,none,,224.096056585383
AnkiDroid-New_Deck,none,,222.821666881564
AnkiDroid-New_Deck,proguard,all,224.108993479499
AnkiDroid-New_Deck,proguard,all,224.409948946696
AnkiDroid-New_Deck,proguard,all,224.02471984982
AnkiDroid-New_Deck,proguard,all,224.089782176311
AnkiDroid-New_Deck,proguard,all,224.982391295168
AnkiDroid-New_Deck,proguard,all,224.313295222008
AnkiDroid-New_Deck,proguard,all,224.280771312512
AnkiDroid-New_Deck,proguard,all,224.178926936353
AnkiDroid-New_Deck,proguard,all,225.014459445729
AnkiDroid-New_Deck,proguard,all,226.356282247453
AnkiDroid-New_Deck,proguard,all,224.165214832204
AnkiDroid-New_Deck,proguard,all,224.70306410278
AnkiDroid-New_Deck,proguard,all,223.012591507153
AnkiDroid-New_Deck,proguard,all,226.363759575593
AnkiDroid-New_Deck,proguard,all,224.086280929691
AnkiDroid-New_Deck,proguard,all,223.744711951988
AnkiDroid-New_Deck,proguard,all,223.180973766979
AnkiDroid-New_Deck,proguard,all,224.445281767313
AnkiDroid-New_Deck,proguard,all,225.110336820697
AnkiDroid-New_Deck,proguard,all,223.600550854771
AnkiDroid-New_Deck,proguard,all,225.75332397436
AnkiDroid-New_Deck,proguard,all,223.967737613048
AnkiDroid-New_Deck,proguard,all,223.632553677499
AnkiDroid-New_Deck,proguard,all,224.612304218674
AnkiDroid-New_Deck,proguard,all,223.95734277108
AnkiDroid-New_Deck,proguard,all,224.312984278808
AnkiDroid-New_Deck,proguard,all,224.628046341385
AnkiDroid-New_Deck,proguard,all,224.499455596009
AnkiDroid-New_Deck,proguard,all,223.693111489729
AnkiDroid-New_Deck,proguard,all,224.392868135628
AnkiDroid-New_Deck,proguard,opt,225.206103550063
AnkiDroid-New_Deck,proguard,opt,223.911536152277
AnkiDroid-New_Deck,proguard,opt,225.562150130644
AnkiDroid-New_Deck,proguard,opt,223.6264374122
AnkiDroid-New_Deck,proguard,opt,223.613746510207
AnkiDroid-New_Deck,proguard,opt,225.381024820336
AnkiDroid-New_Deck,proguard,opt,224.649763713719
AnkiDroid-New_Deck,proguard,opt,225.589946162817
AnkiDroid-New_Deck,proguard,opt,223.760334936072
AnkiDroid-New_Deck,proguard,opt,224.641954424203
AnkiDroid-New_Deck,proguard,opt,225.309455057159
AnkiDroid-New_Deck,proguard,opt,224.891114990935
AnkiDroid-New_Deck,proguard,opt,225.560793021934
AnkiDroid-New_Deck,proguard,opt,224.677349153051
AnkiDroid-New_Deck,proguard,opt,224.729080125771
AnkiDroid-New_Deck,proguard,opt,224.110523612015
AnkiDroid-New_Deck,proguard,opt,223.665361199819
AnkiDroid-New_Deck,proguard,opt,224.169929022056
AnkiDroid-New_Deck,proguard,opt,224.877630522028
AnkiDroid-New_Deck,proguard,opt,224.66183556343
AnkiDroid-New_Deck,proguard,opt,224.858422317644
AnkiDroid-New_Deck,proguard,opt,223.120656030996
AnkiDroid-New_Deck,proguard,opt,224.16213292033
AnkiDroid-New_Deck,proguard,opt,225.194772403041
AnkiDroid-New_Deck,proguard,opt,224.531450308745
AnkiDroid-New_Deck,proguard,opt,223.846815511007
AnkiDroid-New_Deck,proguard,opt,225.299482554664
AnkiDroid-New_Deck,proguard,opt,224.927449178399
AnkiDroid-New_Deck,proguard,opt,230.028098675191
AnkiDroid-New_Deck,proguard,opt,225.282693148463
AnkiDroid-New_Deck,proguard,rename,224.678746682591
AnkiDroid-New_Deck,proguard,rename,224.389254166455
AnkiDroid-New_Deck,proguard,rename,223.4435985594
AnkiDroid-New_Deck,proguard,rename,224.710048823368
AnkiDroid-New_Deck,proguard,rename,223.700986534985
AnkiDroid-New_Deck,proguard,rename,224.058650705943
AnkiDroid-New_Deck,proguard,rename,225.723749053396
AnkiDroid-New_Deck,proguard,rename,224.131624359976
AnkiDroid-New_Deck,proguard,rename,224.616252932376
AnkiDroid-New_Deck,proguard,rename,224.176697395627
AnkiDroid-New_Deck,proguard,rename,223.750336697839
AnkiDroid-New_Deck,proguard,rename,223.504953353455
AnkiDroid-New_Deck,proguard,rename,224.120104460248
AnkiDroid-New_Deck,proguard,rename,224.102081920139
AnkiDroid-New_Deck,proguard,rename,222.284048124128
AnkiDroid-New_Deck,proguard,rename,224.637171653373
AnkiDroid-New_Deck,proguard,rename,224.155832272517
AnkiDroid-New_Deck,proguard,rename,223.397271148505
AnkiDroid-New_Deck,proguard,rename,224.330740450587
AnkiDroid-New_Deck,proguard,rename,223.85887479742
AnkiDroid-New_Deck,proguard,rename,224.031351623548
AnkiDroid-New_Deck,proguard,rename,223.907160652308
AnkiDroid-New_Deck,proguard,rename,223.220553170892
AnkiDroid-New_Deck,proguard,rename,223.624464335895
AnkiDroid-New_Deck,proguard,rename,224.227301977842
AnkiDroid-New_Deck,proguard,rename,224.415680245457
AnkiDroid-New_Deck,proguard,rename,223.397807620315
AnkiDroid-New_Deck,proguard,rename,224.484262978581
AnkiDroid-New_Deck,proguard,rename,224.748448189548
AnkiDroid-New_Deck,proguard,rename,224.510002398621
AnkiDroid-New_Deck,zkm,all,221.008521541877
AnkiDroid-New_Deck,zkm,all,224.218114294026
AnkiDroid-New_Deck,zkm,all,221.435128151176
AnkiDroid-New_Deck,zkm,all,224.424344333156
AnkiDroid-New_Deck,zkm,all,222.8124041409
AnkiDroid-New_Deck,zkm,all,222.005208641096
AnkiDroid-New_Deck,zkm,all,222.096760274143
AnkiDroid-New_Deck,zkm,all,222.451802342268
AnkiDroid-New_Deck,zkm,all,221.341042589945
AnkiDroid-New_Deck,zkm,all,222.471623729437
AnkiDroid-New_Deck,zkm,all,221.855092269125
AnkiDroid-New_Deck,zkm,all,221.752000421172
AnkiDroid-New_Deck,zkm,all,221.006469837615
AnkiDroid-New_Deck,zkm,all,222.379609878145
AnkiDroid-New_Deck,zkm,all,222.389748111572
AnkiDroid-New_Deck,zkm,all,222.950885981793
AnkiDroid-New_Deck,zkm,all,222.040400141014
AnkiDroid-New_Deck,zkm,all,222.724176898373
AnkiDroid-New_Deck,zkm,all,222.772098328087
AnkiDroid-New_Deck,zkm,all,223.730289059583
AnkiDroid-New_Deck,zkm,all,221.644058296165
AnkiDroid-New_Deck,zkm,all,221.63699147764
AnkiDroid-New_Deck,zkm,all,222.92401460865
AnkiDroid-New_Deck,zkm,all,223.190072137471
AnkiDroid-New_Deck,zkm,all,223.070102784599
AnkiDroid-New_Deck,zkm,all,221.206499508951
AnkiDroid-New_Deck,zkm,all,221.9751720583
AnkiDroid-New_Deck,zkm,all,225.076943687312
AnkiDroid-New_Deck,zkm,all,222.084179518471
AnkiDroid-New_Deck,zkm,all,222.645924572931
AnkiDroid-New_Deck,zkm,cf,232.922599456652
AnkiDroid-New_Deck,zkm,cf,233.313905373995
AnkiDroid-New_Deck,zkm,cf,231.649491802872
AnkiDroid-New_Deck,zkm,cf,232.059229094971
AnkiDroid-New_Deck,zkm,cf,233.132078908821
AnkiDroid-New_Deck,zkm,cf,232.669195513992
AnkiDroid-New_Deck,zkm,cf,231.140771668688
AnkiDroid-New_Deck,zkm,cf,231.950118513777
AnkiDroid-New_Deck,zkm,cf,233.697602134572
AnkiDroid-New_Deck,zkm,cf,232.093307297677
AnkiDroid-New_Deck,zkm,cf,232.362233430393
AnkiDroid-New_Deck,zkm,cf,233.197266459059
AnkiDroid-New_Deck,zkm,cf,232.484507895877
AnkiDroid-New_Deck,zkm,cf,233.188666966381
AnkiDroid-New_Deck,zkm,cf,231.916585363792
AnkiDroid-New_Deck,zkm,cf,231.246817457632
AnkiDroid-New_Deck,zkm,cf,233.307749572031
AnkiDroid-New_Deck,zkm,cf,231.230376108266
AnkiDroid-New_Deck,zkm,cf,230.396178699349
AnkiDroid-New_Deck,zkm,cf,230.841018350535
AnkiDroid-New_Deck,zkm,cf,233.063187715388
AnkiDroid-New_Deck,zkm,cf,231.559637644412
AnkiDroid-New_Deck,zkm,cf,231.012817504232
AnkiDroid-New_Deck,zkm,cf,231.392500768672
AnkiDroid-New_Deck,zkm,cf,231.829862378897
AnkiDroid-New_Deck,zkm,cf,233.547652967655
AnkiDroid-New_Deck,zkm,cf,232.29302791308
AnkiDroid-New_Deck,zkm,cf,230.352563792547
AnkiDroid-New_Deck,zkm,cf,231.857444643247
AnkiDroid-New_Deck,zkm,cf,232.781778197389
AnkiDroid-New_Deck,zkm,opt,233.767020013668
AnkiDroid-New_Deck,zkm,opt,234.167757571824
AnkiDroid-New_Deck,zkm,opt,234.107376395332
AnkiDroid-New_Deck,zkm,opt,234.033347117836
AnkiDroid-New_Deck,zkm,opt,234.039957796083
AnkiDroid-New_Deck,zkm,opt,234.71047003156
AnkiDroid-New_Deck,zkm,opt,235.191819714763
AnkiDroid-New_Deck,zkm,opt,234.816607253853
AnkiDroid-New_Deck,zkm,opt,233.821354712497
AnkiDroid-New_Deck,zkm,opt,232.853266765512
AnkiDroid-New_Deck,zkm,opt,234.501415020012
AnkiDroid-New_Deck,zkm,opt,232.807570465745
AnkiDroid-New_Deck,zkm,opt,233.176864505331
AnkiDroid-New_Deck,zkm,opt,233.891702618452
AnkiDroid-New_Deck,zkm,opt,234.42715006802
AnkiDroid-New_Deck,zkm,opt,233.831455971043
AnkiDroid-New_Deck,zkm,opt,233.903534637716
AnkiDroid-New_Deck,zkm,opt,233.072253867403
AnkiDroid-New_Deck,zkm,opt,233.719946961425
AnkiDroid-New_Deck,zkm,opt,233.069117808504
AnkiDroid-New_Deck,zkm,opt,233.722504809648
AnkiDroid-New_Deck,zkm,opt,233.17770261682
AnkiDroid-New_Deck,zkm,opt,233.886541289752
AnkiDroid-New_Deck,zkm,opt,233.790210356188
AnkiDroid-New_Deck,zkm,opt,233.538314971588
AnkiDroid-New_Deck,zkm,opt,234.149113230356
AnkiDroid-New_Deck,zkm,opt,234.471601966809
AnkiDroid-New_Deck,zkm,opt,233.459798556435
AnkiDroid-New_Deck,zkm,opt,233.256988678015
AnkiDroid-New_Deck,zkm,opt,233.714830979511
AnkiDroid-New_Deck,zkm,rename,230.302381025392
AnkiDroid-New_Deck,zkm,rename,231.478329813754
AnkiDroid-New_Deck,zkm,rename,229.457809564578
AnkiDroid-New_Deck,zkm,rename,232.723338561448
AnkiDroid-New_Deck,zkm,rename,231.306026388648
AnkiDroid-New_Deck,zkm,rename,231.257567909904
AnkiDroid-New_Deck,zkm,rename,232.762110170635
AnkiDroid-New_Deck,zkm,rename,231.037054500175
AnkiDroid-New_Deck,zkm,rename,232.531664050177
AnkiDroid-New_Deck,zkm,rename,232.921278708139
AnkiDroid-New_Deck,zkm,rename,232.368691402132
AnkiDroid-New_Deck,zkm,rename,231.835273425136
AnkiDroid-New_Deck,zkm,rename,232.762354742139
AnkiDroid-New_Deck,zkm,rename,231.307392967412
AnkiDroid-New_Deck,zkm,rename,232.186846795629
AnkiDroid-New_Deck,zkm,rename,232.757376928144
AnkiDroid-New_Deck,zkm,rename,232.09006499119
AnkiDroid-New_Deck,zkm,rename,232.446888311105
AnkiDroid-New_Deck,zkm,rename,232.623796240972
AnkiDroid-New_Deck,zkm,rename,230.594757692852
AnkiDroid-New_Deck,zkm,rename,230.865279868808
AnkiDroid-New_Deck,zkm,rename,230.737144986102
AnkiDroid-New_Deck,zkm,rename,233.425520009982
AnkiDroid-New_Deck,zkm,rename,231.81379503415
AnkiDroid-New_Deck,zkm,rename,231.870067913844
AnkiDroid-New_Deck,zkm,rename,232.652634946743
AnkiDroid-New_Deck,zkm,rename,233.360536578728
AnkiDroid-New_Deck,zkm,rename,232.545324438171
